,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299
PfalciparumKH0,12dgr181,k,2agpe140,glyc,epist,glc__D,pgp1819Z160,mn2,xyl__D,pe18111Z1835Z9Z12Z,ps180,dca,so4,o16a4colipa,colipap,cu2,his__L,pe1801845Z9Z12Z15Z,man,2agpg141,2agpg161,urea,rib__D,mal__L,ptrc,12dgr140,cdpdag,so3,2agpe141,chol,pail18111Z160,hghhlipan,succ,pgp160,5mthf,pa161,dcacoa,enlipidA,gthrd,ps160,leu__L,12dgr160,pdx5p,pg120,enter,no2,Rtotal,xolest2,pydxn,2agpe161,cdpdhdec9eg,camp,pheme,fecost,ipdp,octa,cys__L,pnto__R,gly,pe1829Z12Z1835Z9Z12Z,pgp161,2agpe160,xan,lipoate,pa181,enlipa,chitob,pe1819Z1829Z12Z,pe1801835Z9Z12Z,o2s,gln__L,ala__L,CE5022,zymst,dsbaox,pe141,hemozoin,ttdca,dgsn,cdpdddecg,h2o,cdpdodec11eg,gsn,thm,pe1819Z1835Z9Z12Z,tag,pa120,tungs,ins,mg2,spmd,hghhlipa,chsterol,arg__L,avite1,pa160,pe18111Z1829Z12Z,tdecoa,h,dsbard,2agpg160,pe18111Z1845Z9Z12Z15Z,fe2,pi,cobalt2,ps120,lac__L,2agpe120,12dgr180,pc,pgp141,pg180,tyr__L,lipa_cold,coa,2ddecg3p,ac,ficytc6,pe1819Z1845Z9Z12Z15Z,clpn141,ni2,colipa,protein_t,nh4,lanost,pcox,pg161,ser__L,no3,ddca,met__D,eca4colipa,pe120,tdcoa,pg18111Z160,pe,pg1819Z160,pe161,zn2,focytc6,cdpdtdecg,5fthf,met__L,sphmyln,cu,adn,ergst,tchola,odecoa,2agpg120,orn,pgp180,hxan,din,2agpg181,hxcoa,cit,fe3,pgp120,ps141,2agpe180,thr__L,cro4,atp,ileargile,gua,ttdcea,mobd,pe180,2agpg180,for,fru,pe18111Z1819Z,protein,pg181,ps140,pg160,pg140,hxa,hb,phe__L,cd2,ps161,ddcacoa,12dgr161,dag,o2,asp__L,hdca,pgp140,na1,pail1819Z160,fum,taur,gluside,pe1801819Z,kdo2lipid4,pail,pro__L,ocdca,hdcoa,cysi__L,co2,dolichol,dad_2,stcoa,hdcea,pe181,val__L,enlipidA_LptA,occoa,pa180,pa140,pap,ocdcea,glu__L,Rtotalcoa,ca2,glyald,12dgr120,ferrich,pa141,LptA,pe1819Z1819Z,cdpdtdec7eg,2agpg140,cdpdhdecg,asn__L,ade,lipa,pcrd,amet,lys__L,gal,pe140,ps181,pe160,pmtcoa,gthox_protein,12dgr141,tsul,trp__L,pgp181,2agpe181,pe1801829Z12Z,pg141,cdpdodecg,ile__L,citr__L,acolipa,pgp18111Z160,salchs4,arab__L,35cgmp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PyoeliiyoeliiY,12dgr181,k,2agpe140,glyc,ctbt,epist,glyb,glc__D,pgp1819Z160,mn2,xyl__D,pe18111Z1835Z9Z12Z,dca,so4,o16a4colipa,cu2,colipap,his__L,pe1801845Z9Z12Z15Z,man,2agpg141,2agpg161,urea,rib__D,ptrc,12dgr140,chol,cdpdag,2agpe141,pail18111Z160,pgp160,pa161,dcacoa,enlipidA,gthrd,leu__L,12dgr160,pg120,enter,no2,Rtotal,xolest2,2agpe161,cdpdhdec9eg,camp,pheme,fecost,octa,cys__L,pnto__R,gdp,gly,pe1829Z12Z1835Z9Z12Z,pgp161,2agpe160,xan,pa181,enlipa,chitob,pe1819Z1829Z12Z,pe1801835Z9Z12Z,o2s,gln__L,ala__L,zymst,dsbaox,pe141,hemozoin,ttdca,dgsn,cdpdddecg,lmn2,h2o,cdpdodec11eg,gsn,thm,pe1819Z1835Z9Z12Z,pa120,tungs,ins,mg2,spmd,chsterol,arg__L,pa160,pe18111Z1829Z12Z,tdecoa,h,dsbard,2agpg160,pe18111Z1845Z9Z12Z15Z,fe2,pi,cobalt2,lac__L,2agpe120,cellb,12dgr180,pc,pgp141,pg180,tyr__L,lipa_cold,2ddecg3p,ac,gmp,ficytc6,pe1819Z1845Z9Z12Z15Z,ni2,colipa,protein_t,nh4,lanost,pcox,pg161,ser__L,no3,ddca,eca4colipa,pe120,tdcoa,pg18111Z160,pe,pg1819Z160,pe161,zn2,focytc6,cdpdtdecg,met__L,sphmyln,cu,adn,crn__D,ergst,tchola,odecoa,2agpg120,orn,pgp180,hxan,din,2agpg181,hxcoa,cit,fe3,pgp120,2agpe180,thr__L,inost,gua,ttdcea,mobd,pe180,2agpg180,fru,for,pe18111Z1819Z,pur,protein,pg181,hb,pg160,pg140,hxa,phe__L,cd2,ddcacoa,12dgr161,dag,o2,asp__L,hdca,pgp140,na1,pail1819Z160,taur,gluside,pe1801819Z,kdo2lipid4,pail,pro__L,ocdca,hdcoa,cysi__L,co2,dolichol,dad_2,stcoa,hdcea,pe181,val__L,enlipidA_LptA,occoa,pa180,pa140,pap,ocdcea,glu__L,Rtotalcoa,ca2,glyald,12dgr120,crn,pa141,LptA,cdpdtdec7eg,pe1819Z1819Z,asn__L,2agpg140,cdpdhdecg,ade,lipa,pcrd,amet,lys__L,gal,pe140,pe160,pmtcoa,gthox_protein,12dgr141,drib,tsul,trp__L,pgp181,2agpe181,ptd1ino,pe1801829Z12Z,pg141,cdpdodecg,ile__L,acolipa,pgp18111Z160,salchs4,arab__L,35cgmp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_Pcynomolgi,k,glyc,epist,glyb,glc__D,pgp1819Z160,mn2,xyl__D,pe18111Z1835Z9Z12Z,ps180,dca,so4,o16a4colipa,cu2,colipap,pe1801845Z9Z12Z15Z,man,urea,rib__D,ptrc,chol,pail18111Z160,hghhlipan,lyslyslys,pgp160,pa161,enlipidA,gthrd,ps160,feenter,pg120,enter,no2,glucan6,pheme,fecost,octa,cys__L,gdp,lystyrile,pe1829Z12Z1835Z9Z12Z,lyspheile,pgp161,pa181,enlipa,chitob,pe1819Z1829Z12Z,pe1801835Z9Z12Z,gln__L,zymst,pe141,hemozoin,ttdca,h2o,pe1819Z1835Z9Z12Z,thmmp,pa120,tungs,mg2,spmd,hghhlipa,arg__L,pa160,pe18111Z1829Z12Z,h,pe18111Z1845Z9Z12Z15Z,metox,fe2,pi,cobalt2,ps120,lac__L,actn__R,pg180,pgp141,lipa_cold,ac,gmp,ficytc6,pe1819Z1845Z9Z12Z15Z,ni2,colipa,nh4,lanost,pcox,pg161,ddca,met__D,eca4colipa,pe120,pg18111Z160,pg1819Z160,gthox,pe161,zn2,focytc6,met__L,cu,ergst,tchola,orn,pgp180,fe3dhbzs,cit,fe3,pgp120,ps141,ileargile,inost,ttdcea,mobd,pe180,fru,for,pe18111Z1819Z,protein,pg181,ps140,pg160,pg140,hxa,hb,cd2,ps161,o2,hdca,pgp140,na1,pail1819Z160,taur,pe1801819Z,kdo2lipid4,pail,pro__L,ocdca,co2,all__D,hdcea,pe181,glucan1500,enlipidA_LptA,pa180,pa140,h2o2,ocdcea,ca2,glyald,crn,pa141,LptA,pe1819Z1819Z,metox__R,lipa,pcrd,gal,pe140,ps181,pe160,drib,tsul,pgp181,ptd1ino,pe1801829Z12Z,pg141,acolipa,thrthrarg,pgp18111Z160,salchs4,arab__L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_EbieneusiH34,k,glyc,ctbt,epist,glyb,pgp1819Z160,mn2,pe18111Z1835Z9Z12Z,ps180,dca,so4,o16a4colipa,colipap,his__L,hco3,arsenb,pe1801845Z9Z12Z15Z,butso3,urea,arbtn_fe3,ptrc,chol,pail18111Z160,hghhlipan,pgp160,pa161,enlipidA,gthrd,ps160,leu__L,pg120,enter,no2,glucan6,pheme,feoxam,fecost,octa,cys__L,gdp,pe1829Z12Z1835Z9Z12Z,pgp161,pa181,enlipa,chitob,pe1819Z1829Z12Z,pe1801835Z9Z12Z,thrtyrmet,gln__L,zymst,pe141,ttdca,h2o,fecrm,thm,pe1819Z1835Z9Z12Z,pa120,tungs,mg2,hghhlipa,sulfac,arg__L,eths,argserser,pa160,pe18111Z1829Z12Z,cgly,h,fe3hox,pe18111Z1845Z9Z12Z15Z,fe2,pi,cobalt2,lac__L,ps120,actn__R,pgp141,tyr__L,fe3dcit,pg180,lipa_cold,hexs,gmp,pe1819Z1845Z9Z12Z15Z,isetac,ni2,colipa,nh4,glyclt,lanost,pg161,ddca,eca4colipa,h2,pe120,pg18111Z160,pg1819Z160,gthox,pe161,zn2,cu,ethso3,crn__D,ergst,cpgn,orn,pgp180,sula,cit,fe3,pgp120,chols,ps141,ttdcea,mobd,pe180,pe18111Z1819Z,istnt,protein,glucan4,pg181,ps140,pg160,pg140,hxa,phe__L,mops,ps161,asp__L,hdca,pgp140,na1,pail1819Z160,taur,pe1801819Z,kdo2lipid4,pro__L,ocdca,prolb,pentso3,hdcea,Lcyst,val__L,pe181,enlipidA_LptA,pa180,pa140,buts,h2o2,salchs4,ocdcea,glu__L,ca2,glyald,crn,ferrich,LptA,pa141,pe1819Z1819Z,leusertrp,mso3,lipa,glyc3p,lys__L,ferxa,pe140,ps181,pe160,tsul,pgp181,pe1801829Z12Z,pg141,ile__L,acolipa,thrthrarg,pgp18111Z160,lac__D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_PcoatneyiHacker,k,glyc,epist,glyb,glc__D,pgp1819Z160,mn2,xyl__D,pe18111Z1835Z9Z12Z,ps180,dca,so4,o16a4colipa,cu2,colipap,pe1801845Z9Z12Z15Z,man,urea,rib__D,ptrc,chol,so3,pail18111Z160,hghhlipan,lyslyslys,pgp160,pa161,enlipidA,gthrd,ps160,nmn,pg120,enter,no2,glucan6,pheme,fecost,octa,cys__L,gdp,lystyrile,pe1829Z12Z1835Z9Z12Z,lyspheile,pgp161,pa181,enlipa,chitob,pe1819Z1829Z12Z,pe1801835Z9Z12Z,gln__L,zymst,pe141,hemozoin,ttdca,h2o,pe1819Z1835Z9Z12Z,thmmp,pa120,tungs,mg2,spmd,hghhlipa,arg__L,pa160,pe18111Z1829Z12Z,h,pe18111Z1845Z9Z12Z15Z,metox,fe2,pi,cobalt2,ps120,lac__L,pgp141,pg180,lipa_cold,ac,gmp,pe1819Z1845Z9Z12Z15Z,ni2,colipa,nh4,lanost,pg161,ddca,met__D,eca4colipa,pe120,pg18111Z160,pe,pg1819Z160,gthox,pe161,zn2,met__L,cu,ergst,tchola,orn,pgp180,cit,fe3,pgp120,ps141,ileargile,cro4,ttdcea,mobd,pe180,fru,for,pe18111Z1819Z,protein,pg181,ps140,pg160,pg140,hxa,hb,cd2,ps161,hdca,pgp140,na1,pail1819Z160,taur,pe1801819Z,kdo2lipid4,pail,pro__L,ocdca,co2,hdcea,pe181,glucan1500,enlipidA_LptA,pa180,pa140,h2o2,ocdcea,ca2,glyald,pa141,LptA,pe1819Z1819Z,metox__R,lipa,gal,pe140,ps181,pe160,drib,tsul,pgp181,ptd1ino,pe1801829Z12Z,pg141,acolipa,thrthrarg,pgp18111Z160,salchs4,arab__L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PfalciparumI,12dgr181,k,2agpe140,glyc,epist,glc__D,pgp1819Z160,mn2,xyl__D,pe18111Z1835Z9Z12Z,ps180,dca,so4,o16a4colipa,colipap,cu2,his__L,pe1801845Z9Z12Z15Z,man,2agpg141,2agpg161,urea,rib__D,mal__L,ptrc,12dgr140,cdpdag,so3,2agpe141,chol,pail18111Z160,hghhlipan,succ,pgp160,5mthf,pa161,dcacoa,enlipidA,gthrd,ps160,leu__L,12dgr160,pdx5p,pg120,enter,no2,Rtotal,xolest2,pydxn,2agpe161,cdpdhdec9eg,camp,pheme,fecost,ipdp,octa,cys__L,pnto__R,gly,pe1829Z12Z1835Z9Z12Z,pgp161,2agpe160,xan,lipoate,pa181,enlipa,chitob,pe1819Z1829Z12Z,pe1801835Z9Z12Z,o2s,gln__L,ala__L,CE5022,zymst,dsbaox,pe141,hemozoin,ttdca,dgsn,cdpdddecg,h2o,cdpdodec11eg,gsn,thm,pe1819Z1835Z9Z12Z,tag,pa120,tungs,ins,mg2,spmd,hghhlipa,chsterol,arg__L,avite1,pa160,pe18111Z1829Z12Z,tdecoa,h,dsbard,2agpg160,pe18111Z1845Z9Z12Z15Z,fe2,pi,cobalt2,ps120,lac__L,2agpe120,12dgr180,pc,pgp141,pg180,tyr__L,lipa_cold,coa,2ddecg3p,ac,ficytc6,pe1819Z1845Z9Z12Z15Z,clpn141,ni2,colipa,protein_t,nh4,lanost,pcox,pg161,ser__L,no3,ddca,met__D,eca4colipa,pe120,tdcoa,pg18111Z160,pe,pg1819Z160,pe161,zn2,focytc6,cdpdtdecg,5fthf,met__L,sphmyln,cu,adn,ergst,tchola,odecoa,2agpg120,orn,pgp180,hxan,din,2agpg181,hxcoa,cit,fe3,pgp120,ps141,2agpe180,thr__L,cro4,atp,ileargile,gua,ttdcea,mobd,pe180,2agpg180,for,fru,pe18111Z1819Z,protein,pg181,ps140,pg160,pg140,hxa,hb,phe__L,cd2,ps161,ddcacoa,12dgr161,dag,o2,asp__L,hdca,pgp140,na1,pail1819Z160,fum,taur,gluside,pe1801819Z,kdo2lipid4,pail,pro__L,ocdca,hdcoa,cysi__L,co2,dolichol,dad_2,stcoa,hdcea,pe181,val__L,enlipidA_LptA,occoa,pa180,pa140,pap,ocdcea,glu__L,Rtotalcoa,ca2,glyald,12dgr120,ferrich,pa141,LptA,pe1819Z1819Z,cdpdtdec7eg,2agpg140,cdpdhdecg,asn__L,ade,lipa,pcrd,amet,lys__L,gal,ps181,pe140,pe160,pmtcoa,gthox_protein,12dgr141,tsul,trp__L,pgp181,2agpe181,pe1801829Z12Z,pg141,cdpdodecg,ile__L,citr__L,acolipa,pgp18111Z160,salchs4,arab__L,35cgmp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_AalgeraePRA33,k,ctbt,epist,glyb,glc__D,pgp1819Z160,mn2,xyl__D,pe18111Z1835Z9Z12Z,ps180,dca,so4,ibt,o16a4colipa,maltttr,arsenb,cu2,colipap,his__L,man,butso3,pe1801845Z9Z12Z15Z,valleuphe,rib__D,ptrc,chol,so3,pail18111Z160,hghhlipan,pgp160,pta,pa161,leuasnasp,enlipidA,gthrd,ps160,pg120,14glucan,pheme,fecost,octa,pnto__R,gdp,pe1829Z12Z1835Z9Z12Z,pgp161,maltpt,ileasnhis,pa181,enlipa,pe1819Z1829Z12Z,pe1801835Z9Z12Z,gln__L,zymst,pe141,ttdca,h2o,tre,pe1819Z1835Z9Z12Z,pa120,tungs,mg2,spmd,hghhlipa,arg__L,pa160,pe18111Z1829Z12Z,cgly,h,pe18111Z1845Z9Z12Z15Z,metox,fe2,pi,cobalt2,ps120,malthx,pgp141,pg180,lipa_cold,gmp,pe1819Z1845Z9Z12Z15Z,malttr,isetac,ni2,colipa,lanost,pg161,ddca,met__D,eca4colipa,pe120,pg18111Z160,pg1819Z160,gthox,pe161,zn2,met__L,cu,ectoine,ergst,gbbtn,orn,pgp180,cit,fe3,pgp120,chols,ps141,ileargile,cro4,ttdcea,mobd,pe180,fru,pe18111Z1819Z,protein,pg181,ps140,pg160,pg140,hxa,ps161,aspvalasn,asp__L,hdca,malt,asnasnarg,pgp140,na1,thrasntyr,pail1819Z160,taur,pe1801819Z,kdo2lipid4,pro__L,ocdca,prolb,cl,hdcea,pe181,but,enlipidA_LptA,pa180,pa140,h2o2,ocdcea,glu__L,pepd,ca2,crn,pa141,LptA,pe1819Z1819Z,metox__R,lipa,trpthrile,glyc3p,lys__L,gal,pe140,ps181,pe160,tsul,pgp181,pe1801829Z12Z,pg141,3mb,acolipa,thrthrarg,pgp18111Z160,arab__L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_PinuiSanAntonio,k,fecostest_SC,glyc,epist,glyb,glc__D,pgp1819Z160,mn2,xyl__D,pe18111Z1835Z9Z12Z,crm_hs,ps180,dca,so4,o16a4colipa,cu2,colipap,pe1801845Z9Z12Z15Z,man,urea,rib__D,ptrc,chol,so3,pail18111Z160,hghhlipan,lyslyslys,pgp160,pa161,enlipidA,gthrd,ps160,nmn,pg120,enter,no2,glucan6,pheme,fecost,octa,gdp,lystyrile,pe1829Z12Z1835Z9Z12Z,lyspheile,pgp161,pa181,enlipa,chitob,pe1819Z1829Z12Z,pe1801835Z9Z12Z,gln__L,zymst,pe141,zymstest_SC,ttdca,hemozoin,h2o,CE7083,pe1819Z1835Z9Z12Z,thmmp,pa120,tungs,mg2,spmd,hghhlipa,arg__L,pa160,pe18111Z1829Z12Z,h,pe18111Z1845Z9Z12Z15Z,metox,fe2,pi,cobalt2,lanostest_SC,ps120,lac__L,actn__R,pgp141,pg180,lipa_cold,ergstest_SC,ac,gmp,hexc,pe1819Z1845Z9Z12Z15Z,clpn141,ni2,colipa,epistest_SC,nh4,lanost,pg161,ddca,met__D,eca4colipa,pe120,pg18111Z160,pe,pg1819Z160,gthox,pe161,zn2,met__L,cu,ergst,tchola,orn,pgp180,cit,fe3,pgp120,chols,ps141,ileargile,cro4,ttdcea,mobd,pe180,fru,for,pe18111Z1819Z,pur,protein,pg181,ps140,pg160,pg140,hxa,hb,ppdima,cd2,ps161,gluside_hs,hdca,pgp140,na1,pail1819Z160,taur,pe1801819Z,kdo2lipid4,pail,pro__L,ocdca,co2,hdcea,pe181,glucan1500,enlipidA_LptA,pa180,pa140,h2o2,ocdcea,ca2,glyald,crn,pa141,LptA,pe1819Z1819Z,metox__R,lipa,galgluside_hs,gal,pe140,ps181,pe160,drib,tsul,pgp181,ptd1ino,pe1801829Z12Z,pg141,acolipa,thrthrarg,pgp18111Z160,salchs4,arab__L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PvivaxP0,12dgr181,k,2agpe140,glyc,epist,glyb,glc__D,pgp1819Z160,mn2,xyl__D,pe18111Z1835Z9Z12Z,ps180,dca,so4,ibt,o16a4colipa,cu2,colipap,his__L,pe1801845Z9Z12Z15Z,man,2agpg141,2agpg161,urea,rib__D,ptrc,12dgr140,chol,so3,cdpdag,2agpe141,pail18111Z160,hghhlipan,pgp160,LalaDgluMdap,pta,pa161,dcacoa,enlipidA,gthrd,ps160,leu__L,12dgr160,pg120,enter,no2,Rtotal,xolest2,2agpe161,cdpdhdec9eg,camp,pheme,fecost,octa,cys__L,pnto__R,gdp,gly,pe1829Z12Z1835Z9Z12Z,pgp161,2agpe160,xan,pa181,enlipa,chitob,pe1819Z1829Z12Z,pe1801835Z9Z12Z,o2s,gln__L,ala__L,zymst,dsbaox,pe141,hemozoin,ttdca,dgsn,cdpdddecg,h2o,cdpdodec11eg,gsn,thm,pe1819Z1835Z9Z12Z,pa120,tungs,ins,mg2,spmd,hghhlipa,chsterol,arg__L,pa160,pe18111Z1829Z12Z,tdecoa,h,dsbard,2agpg160,pe18111Z1845Z9Z12Z15Z,fe2,pi,cobalt2,ps120,lac__L,2agpe120,12dgr180,pc,pgp141,pg180,tyr__L,lipa_cold,2ddecg3p,ac,gmp,ficytc6,pe1819Z1845Z9Z12Z15Z,ni2,colipa,protein_t,nh4,lanost,pcox,pg161,ser__L,no3,ddca,met__D,eca4colipa,pe120,tdcoa,pg18111Z160,pe,pg1819Z160,pe161,zn2,focytc6,cdpdtdecg,met__L,sphmyln,cu,adn,ergst,tchola,odecoa,2agpg120,orn,pgp180,hxan,din,2agpg181,hxcoa,cit,fe3,pgp120,ps141,2agpe180,thr__L,cro4,gua,ttdcea,mobd,pe180,2agpg180,for,fru,pe18111Z1819Z,protein,pg181,ps140,pg160,pg140,hxa,hb,LalaDgluMdapDala,phe__L,cd2,ps161,ddcacoa,12dgr161,dag,o2,asp__L,hdca,pgp140,na1,pail1819Z160,taur,gluside,pe1801819Z,kdo2lipid4,pail,pro__L,ocdca,hdcoa,cysi__L,co2,dolichol,dad_2,stcoa,hdcea,pe181,val__L,but,enlipidA_LptA,occoa,pa180,pa140,pap,ocdcea,glu__L,Rtotalcoa,ca2,glyald,12dgr120,pa141,LptA,cdpdtdec7eg,pe1819Z1819Z,asn__L,2agpg140,cdpdhdecg,ade,lipa,pcrd,amet,lys__L,gal,pe140,ps181,pe160,pmtcoa,gthox_protein,12dgr141,drib,tsul,trp__L,pgp181,2agpe181,pe1801829Z12Z,pg141,3mb,cdpdodecg,ile__L,acolipa,pgp18111Z160,salchs4,arab__L,35cgmp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_TbruceiTREU92,k,glyc,epist,glc__D,pgp1819Z160,mn2,xyl__D,pe18111Z1835Z9Z12Z,ps180,dca,sbt__D,so4,cu2,o16a4colipa,colipap,his__L,hco3,pe1801845Z9Z12Z15Z,man,butso3,mal__L,urea,rib__D,arbtn_fe3,orot,ptrc,pail18111Z160,hghhlipan,lyslyslys,pgp160,pa161,enlipidA,gthrd,ps160,leu__L,pg120,enter,sucr,lcts,xylan4,pqh2,pheme,acgam,g3ps,feoxam,cys__L,octa,fecost,gdp,gly,pe1829Z12Z1835Z9Z12Z,pgp161,pa181,enlipa,chitob,pe1819Z1829Z12Z,pe1801835Z9Z12Z,gln__L,ala__L,zymst,pe141,ttdca,h2o,fecrm,tre,pe1819Z1835Z9Z12Z,pa120,mg2,spmd,gam,sulfac,arg__L,hghhlipa,pa160,pe18111Z1829Z12Z,h,fe3hox,g3pg,pe18111Z1845Z9Z12Z15Z,fe2,pi,cobalt2,ps120,lac__L,12ppd__S,trpphe,actn__R,pgp141,tyr__L,pg180,lipa_cold,ac,gmp,pe1819Z1845Z9Z12Z15Z,isetac,clpn141,ni2,colipa,lanost,ser__L,pg161,no3,ddca,eca4colipa,pe120,pg18111Z160,arbt,pg1819Z160,pe161,zn2,mnl,5fthf,cu,ethso3,ergst,tchola,cpgn,orn,pgp180,chtbs,pgp120,fe3,ps141,thr__L,inost,pq,ttdcea,mobd,pe180,fru,pe18111Z1819Z,g3pc,protein,pg181,ps140,pg160,pg140,hxa,glyc2p,cd2,ps161,asp__L,hdca,malt,pgp140,na1,pail1819Z160,taur,g3pe,pe1801819Z,kdo2lipid4,ocdca,cl,co2,metmetile,hdcea,Lcyst,val__L,pe181,enlipidA_LptA,pa180,pa140,ocdcea,ascb__L,manglyc,glu__L,galt,ca2,glyald,ferrich,pa141,LptA,pe1819Z1819Z,asn__L,cbl2,phephe,acmum,g3pi,mso3,lipa,glyc3p,amet,gal,acmana,pe140,pe160,ps181,tsul,pgp181,pe1801829Z12Z,pg141,ile__L,acolipa,thrthrarg,pgp18111Z160,salchs4,arab__L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_Pyoeliiyoelii17XN,k,glyc,epist,glyb,glc__D,pgp1819Z160,mn2,xyl__D,pe18111Z1835Z9Z12Z,dca,so4,o16a4colipa,cu2,colipap,pe1801845Z9Z12Z15Z,man,butso3,urea,ptrc,chol,pail18111Z160,lyslyslys,pgp160,pa161,enlipidA,gthrd,nmn,pg120,enter,no2,pheme,fecost,g3ps,octa,cys__L,gdp,lystyrile,pe1829Z12Z1835Z9Z12Z,lyspheile,pgp161,pa181,enlipa,pe1819Z1829Z12Z,pe1801835Z9Z12Z,gln__L,zymst,pe141,hemozoin,ttdca,h2o,thm,pe1819Z1835Z9Z12Z,pa120,tungs,mg2,sulfac,chsterol,arg__L,pa160,pe18111Z1829Z12Z,h,g3pg,pe18111Z1845Z9Z12Z15Z,fe2,pi,cobalt2,lac__L,sprm,pgp141,pg180,lipa_cold,ac,gmp,ficytc6,pe1819Z1845Z9Z12Z15Z,isetac,ni2,colipa,lanost,pcox,pg161,ddca,eca4colipa,pe120,pg18111Z160,pg1819Z160,pe161,zn2,focytc6,cu,ethso3,ergst,tchola,orn,pgp180,cit,fe3,pgp120,ileargile,inost,ttdcea,mobd,pe180,fru,for,pe18111Z1819Z,g3pc,pur,protein,pg181,hb,pg160,pg140,hxa,glyc2p,cd2,o2,hdca,pgp140,na1,pail1819Z160,taur,g3pe,pe1801819Z,kdo2lipid4,pro__L,ocdca,co2,metmetile,hdcea,pe181,enlipidA_LptA,pa180,pa140,ocdcea,glu__L,ca2,glyald,pa141,LptA,pe1819Z1819Z,g3pi,mso3,lipa,pcrd,glyc3p,gal,pe140,pe160,tsul,pgp181,ptd1ino,pe1801829Z12Z,pg141,acolipa,thrthrarg,pgp18111Z160,salchs4,arab__L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
