,genes,gene_assoc_w_other_rxns?
ACOA160OR,"frozenset({<Gene TGGT1_272180-t26_1-p1 at 0x2abd68c58208>, <Gene TGGT1_315480-t26_1-p1 at 0x2abd68c582b0>, <Gene TGGT1_247500-t26_1-p1 at 0x2abd68c33470>, <Gene TGGT1_231900-t26_1-p1 at 0x2abd68c58278>})",yes
ACOA40OR,"frozenset({<Gene TGGT1_272180-t26_1-p1 at 0x2abd68c58208>, <Gene TGGT1_231900-t26_1-p1 at 0x2abd68c58278>, <Gene TGGT1_247500-t26_1-p1 at 0x2abd68c33470>, <Gene TGGT1_205430-t26_1-p1 at 0x2abd68c06a90>, <Gene TGGT1_315480-t26_1-p1 at 0x2abd68c582b0>})",yes
ACOA60OR,"frozenset({<Gene TGGT1_272180-t26_1-p1 at 0x2abd68c58208>, <Gene TGGT1_231900-t26_1-p1 at 0x2abd68c58278>, <Gene TGGT1_247500-t26_1-p1 at 0x2abd68c33470>, <Gene TGGT1_205430-t26_1-p1 at 0x2abd68c06a90>, <Gene TGGT1_315480-t26_1-p1 at 0x2abd68c582b0>})",yes
ACOA80OR,"frozenset({<Gene TGGT1_272180-t26_1-p1 at 0x2abd68c58208>, <Gene TGGT1_315480-t26_1-p1 at 0x2abd68c582b0>, <Gene TGGT1_247500-t26_1-p1 at 0x2abd68c33470>, <Gene TGGT1_231900-t26_1-p1 at 0x2abd68c58278>})",yes
ACOAO4p,frozenset({<Gene TGGT1_247500-t26_1-p1 at 0x2abd68c33470>}),no
ACOAO5p,frozenset({<Gene TGGT1_247500-t26_1-p1 at 0x2abd68c33470>}),no
ACOAO6p,frozenset({<Gene TGGT1_247500-t26_1-p1 at 0x2abd68c33470>}),no
ACOAO7p,frozenset({<Gene TGGT1_247500-t26_1-p1 at 0x2abd68c33470>}),no
ACOAO8p,frozenset({<Gene TGGT1_247500-t26_1-p1 at 0x2abd68c33470>}),no
ACOAO9p,frozenset({<Gene TGGT1_247500-t26_1-p1 at 0x2abd68c33470>}),no
ACOATA_1,frozenset({<Gene TGGT1_231890-t26_1-p1 at 0x2abd68c06908>}),no
ACOLIPAabctex,frozenset({<Gene TGGT1_315560-t26_1-p1 at 0x2abd68c06e48>}),no
ACP1619ZD9DS,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x2abd68c44ef0>}),no
ACP1819ZD9DS,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x2abd68c44ef0>}),no
ACPh,frozenset({<Gene TGGT1_258940-t26_1-p1 at 0x2abd68c7ac88>}),no
ACSERLh,frozenset({<Gene TGGT1_259180-t26_1-p1 at 0x2abd68c336a0>}),no
ACSERSULLh,"frozenset({<Gene TGGT1_259180-t26_1-p1 at 0x2abd68c336a0>, <Gene TGGT1_312930-t26_1-p1 at 0x2abd68c44e48>})",yes
ACSp,frozenset({<Gene TGGT1_232580-t26_1-p1 at 0x2abd68c06a58>}),no
ADSSh,frozenset({<Gene TGGT1_279450-t26_1-p1 at 0x2abd68c8c5c0>}),no
AGAKI,frozenset({<Gene TGGT1_305030-t26_1-p1 at 0x2abd68c7afd0>}),no
AHAL,"frozenset({<Gene TGGT1_312930-t26_1-p1 at 0x2abd68c44e48>, <Gene TGGT1_270120-t26_1-p1 at 0x2abd68c331d0>, <Gene TGGT1_249270-t26_1-p1 at 0x2abd68c588d0>, <Gene TGGT1_293870-t26_1-p1 at 0x2abd68c33160>})",yes
AHHST,frozenset({<Gene TGGT1_312930-t26_1-p1 at 0x2abd68c44e48>}),no
AHSL,frozenset({<Gene TGGT1_312930-t26_1-p1 at 0x2abd68c44e48>}),no
AM6PTh,frozenset({<Gene TGGT1_265450-t26_1-p1 at 0x2abd68c58550>}),no
AMETt2h,frozenset({<Gene TGGT1_242460-t26_1-p1 at 0x2abd68c7aeb8>}),no
APNn,"frozenset({<Gene TGGT1_318675-t26_1-p1 at 0x2abd68c8c780>, <Gene TGGT1_272650-t26_1-p1 at 0x2abd68c8c710>, <Gene TGGT1_224840-t26_1-p1 at 0x2abd68c8c748>, <Gene TGGT1_266920-t26_1-p1 at 0x2abd68c8c6d8>})",yes
APOR,frozenset({<Gene TGGT1_222160-t26_1-p1 at 0x2abd68c12cf8>}),no
APhi,frozenset({<Gene TGGT1_258940-t26_1-p1 at 0x2abd68c7ac88>}),no
ASNt7,frozenset({<Gene TGGT1_227570-t26_1-p1 at 0x2abd68c442b0>}),no
ASO4rt2rpp,frozenset({<Gene TGGT1_240210-t26_1-p1 at 0x2abd68c7a7b8>}),no
ASPATh,frozenset({<Gene TGGT1_248600-t26_1-p1 at 0x2abd68c06c18>}),no
ASPCTn,frozenset({<Gene TGGT1_215260-t26_1-p1 at 0x2abd68c06dd8>}),no
ASPK_1,frozenset({<Gene TGGT1_227090-t26_1-p1 at 0x2abd68c58c88>}),no
ASPTAp,frozenset({<Gene TGGT1_248600-t26_1-p1 at 0x2abd68c06c18>}),no
ATAMh,"frozenset({<Gene TGGT1_307603-t26_1-p1 at 0x2abd68c58a58>, <Gene TGGT1_233400-t26_1-p1 at 0x2abd68c589e8>, <Gene TGGT1_288320-t26_1-p1 at 0x2abd68c06b70>})",yes
ATDAMh,"frozenset({<Gene TGGT1_307603-t26_1-p1 at 0x2abd68c58a58>, <Gene TGGT1_233400-t26_1-p1 at 0x2abd68c589e8>, <Gene TGGT1_288320-t26_1-p1 at 0x2abd68c06b70>})",yes
ATP2tp_H,frozenset({<Gene TGGT1_249702-t26_1-p1 at 0x2abd68c7a320>}),no
ATPS10rpp,"frozenset({<Gene TGGT1_231910-t26_1-p1 at 0x2abd68c12208>, <Gene TGGT1_261950-t26_1-p1 at 0x2abd68c12240>, <Gene TGGT1_204400-t26_1-p1 at 0x2abd68c12278>})",yes
ATPS3g,"frozenset({<Gene TGGT1_212310-t26_1-p1 at 0x2abd68cafa20>, <Gene TGGT1_291310-t26_1-p1 at 0x2abd68cafa58>, <Gene TGGT1_259010-t26_1-p1 at 0x2abd68cafa90>, <Gene TGGT1_219800-t26_1-p1 at 0x2abd68cafac8>, <Gene TGGT1_256970-t26_1-p1 at 0x2abd68cafb00>, <Gene TGGT1_310960-t26_1-p1 at 0x2abd68cafbe0>, <Gene TGGT1_305290-t26_1-p1 at 0x2abd68cafba8>, <Gene TGGT1_232830-t26_1-p1 at 0x2abd68caf9b0>, <Gene TGGT1_281920-t26_1-p1 at 0x2abd68caf9e8>})",yes
ATPS3v,"frozenset({<Gene TGGT1_212310-t26_1-p1 at 0x2abd68cafa20>, <Gene TGGT1_291310-t26_1-p1 at 0x2abd68cafa58>, <Gene TGGT1_259010-t26_1-p1 at 0x2abd68cafa90>, <Gene TGGT1_219800-t26_1-p1 at 0x2abd68cafac8>, <Gene TGGT1_256970-t26_1-p1 at 0x2abd68cafb00>, <Gene TGGT1_310960-t26_1-p1 at 0x2abd68cafbe0>, <Gene TGGT1_305290-t26_1-p1 at 0x2abd68cafba8>, <Gene TGGT1_232830-t26_1-p1 at 0x2abd68caf9b0>, <Gene TGGT1_281920-t26_1-p1 at 0x2abd68caf9e8>})",yes
ATPS4rpp,"frozenset({<Gene TGGT1_231910-t26_1-p1 at 0x2abd68c12208>, <Gene TGGT1_261950-t26_1-p1 at 0x2abd68c12240>, <Gene TGGT1_284540-t26_1-p1 at 0x2abd68c121d0>, <Gene TGGT1_204400-t26_1-p1 at 0x2abd68c12278>})",yes
ATPS4rpp_1,"frozenset({<Gene TGGT1_231910-t26_1-p1 at 0x2abd68c12208>, <Gene TGGT1_261950-t26_1-p1 at 0x2abd68c12240>, <Gene TGGT1_204400-t26_1-p1 at 0x2abd68c12278>})",yes
ATPSu,"frozenset({<Gene TGGT1_231910-t26_1-p1 at 0x2abd68c12208>, <Gene TGGT1_261950-t26_1-p1 at 0x2abd68c12240>, <Gene TGGT1_204400-t26_1-p1 at 0x2abd68c12278>})",yes
ATPtp_H,frozenset({<Gene TGGT1_249702-t26_1-p1 at 0x2abd68c7a320>}),no
BATHORHODOPSINI,frozenset({<Gene TGGT1_254370-t26_1-p1 at 0x2abd68c58978>}),no
BCAROKT,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x2abd68c44ef0>}),no
BCT1_syn,frozenset({<Gene TGGT1_289350-t26_1-p1 at 0x2abd68c446a0>}),no
BFBPh,frozenset({<Gene TGGT1_235700-t26_1-p1 at 0x2abd68c123c8>}),no
BTNC,frozenset({<Gene TGGT1_284190-t26_1-p1 at 0x2abd68c44f28>}),no
BTP,frozenset({<Gene TGGT1_265860-t26_1-p1 at 0x2abd68c7a668>}),no
BUTSO3abcpp,frozenset({<Gene TGGT1_247540-t26_1-p1 at 0x2abd68c06d68>}),no
CA2abcpp,"frozenset({<Gene TGGT1_230420-t26_1-p1 at 0x2abd68c7acc0>, <Gene TGGT1_284602-t26_1-p1 at 0x2abd68c7ad68>})",yes
CA2t3pp,frozenset({<Gene TGGT1_207910-t26_1-p1 at 0x2abd68c06da0>}),no
CATp,frozenset({<Gene TGGT1_232250-t26_1-p1 at 0x2abd68c442e8>}),no
CBPSn,frozenset({<Gene TGGT1_215260-t26_1-p1 at 0x2abd68c06dd8>}),no
CD2t3pp,frozenset({<Gene TGGT1_251630-t26_1-p1 at 0x2abd68c06e10>}),no
CDPDAGS18111Z160h,"frozenset({<Gene TGGT1_281980-t26_1-p1 at 0x2abd68c58470>, <Gene TGGT1_263785-t26_1-p1 at 0x2abd68c06ef0>})",yes
CDPDAGS1819Z160h,"frozenset({<Gene TGGT1_281980-t26_1-p1 at 0x2abd68c58470>, <Gene TGGT1_263785-t26_1-p1 at 0x2abd68c06ef0>})",yes
CEF,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x2abd68c44ef0>}),no
CHITOBpts,"frozenset({<Gene TGGT1_288920-t26_1-p1 at 0x2abd68c8cba8>, <Gene TGGT1_290580-t26_1-p1 at 0x2abd68c337f0>})",yes
CHLDA1tu,frozenset({<Gene TGGT1_320460-t26_1-p1 at 0x2abd68c44198>}),no
CHLDA2tu,frozenset({<Gene TGGT1_320460-t26_1-p1 at 0x2abd68c44198>}),no
CHOLS_ex,frozenset({<Gene TGGT1_259180-t26_1-p1 at 0x2abd68c336a0>}),no
CHRS,frozenset({<Gene TGGT1_201380-t26_1-p1 at 0x2abd68c587f0>}),no
CHYA2,frozenset({<Gene TGGT1_218560-t26_1-p1 at 0x2abd68c58cf8>}),no
CLIPAabctex,frozenset({<Gene TGGT1_315560-t26_1-p1 at 0x2abd68c06e48>}),no
CLPNS120pp,frozenset({<Gene TGGT1_309940-t26_1-p1 at 0x2abd68c06e80>}),no
CLPNS160pp,frozenset({<Gene TGGT1_309940-t26_1-p1 at 0x2abd68c06e80>}),no
CLPNS161pp,frozenset({<Gene TGGT1_309940-t26_1-p1 at 0x2abd68c06e80>}),no
CLPNS180pp,frozenset({<Gene TGGT1_309940-t26_1-p1 at 0x2abd68c06e80>}),no
CLPNS181pp,frozenset({<Gene TGGT1_309940-t26_1-p1 at 0x2abd68c06e80>}),no
CLt3_2pp,frozenset({<Gene TGGT1_290330-t26_1-p1 at 0x2abd68c06eb8>}),no
COBALT2t3pp,frozenset({<Gene TGGT1_251630-t26_1-p1 at 0x2abd68c06e10>}),no
COLIPAPabctex,frozenset({<Gene TGGT1_315560-t26_1-p1 at 0x2abd68c06e48>}),no
COLIPAabcpp,"frozenset({<Gene TGGT1_273360-t26_1-p1 at 0x2abd68c23780>, <Gene TGGT1_263740-t26_1-p1 at 0x2abd68c23828>, <Gene TGGT1_239020-t26_1-p1 at 0x2abd68c23748>, <Gene TGGT1_260310-t26_1-p1 at 0x2abd68c237f0>})",yes
COLIPAabctex,frozenset({<Gene TGGT1_315560-t26_1-p1 at 0x2abd68c06e48>}),no
CPPPGO_1,frozenset({<Gene TGGT1_223020-t26_1-p1 at 0x2abd68c8c588>}),no
CRETINOLPMTACT,"frozenset({<Gene TGGT1_275600-t26_1-p1 at 0x2abd68c58320>, <Gene TGGT1_226370-t26_1-p1 at 0x2abd68c582e8>})",yes
CRO4abcpp,frozenset({<Gene TGGT1_244270-t26_1-p1 at 0x2abd68c23b38>}),no
CSp,"frozenset({<Gene TGGT1_268890-t26_1-p1 at 0x2abd68c33a20>, <Gene TGGT1_203110-t26_1-p1 at 0x2abd68c8ca58>})",yes
CU1abcpp,"frozenset({<Gene TGGT1_226100-t26_1-p1 at 0x2abd68c690b8>, <Gene TGGT1_201150-t26_1-p1 at 0x2abd68c7a940>})",yes
CU2abcpp,frozenset({<Gene TGGT1_226100-t26_1-p1 at 0x2abd68c690b8>}),no
CU2abcu_syn,frozenset({<Gene TGGT1_201150-t26_1-p1 at 0x2abd68c7a940>}),no
CUabcpp,"frozenset({<Gene TGGT1_314330-t26_1-p1 at 0x2abd68c33390>, <Gene TGGT1_226100-t26_1-p1 at 0x2abd68c690b8>})",yes
CYO1_KT,"frozenset({<Gene TGGT1_410170-t26_1-p1 at 0x2abd68c7a710>, <Gene TGGT1_320220-t26_1-p1 at 0x2abd68c7a6a0>})",yes
CYSAT,frozenset({<Gene TGGT1_248600-t26_1-p1 at 0x2abd68c06c18>}),no
CYSS_1,"frozenset({<Gene TGGT1_259180-t26_1-p1 at 0x2abd68c336a0>, <Gene TGGT1_278910-t26_1-p1 at 0x2abd68c691d0>})",yes
CYSTS_1,frozenset({<Gene TGGT1_312930-t26_1-p1 at 0x2abd68c44e48>}),no
CYSabc2pp,"frozenset({<Gene TGGT1_288920-t26_1-p1 at 0x2abd68c8cba8>, <Gene TGGT1_305590-t26_1-p1 at 0x2abd68c8cc50>, <Gene TGGT1_290580-t26_1-p1 at 0x2abd68c337f0>})",yes
CYSabcpp,frozenset({<Gene TGGT1_289350-t26_1-p1 at 0x2abd68c446a0>}),no
CYTBD2pp,frozenset({<Gene TGGT1_316320-t26_1-p1 at 0x2abd68c12eb8>}),no
CYTP450Rh,frozenset({<Gene TGGT1_219630-t26_1-p1 at 0x2abd68c44550>}),no
Cobalt2abcppI,frozenset({<Gene TGGT1_316320-t26_1-p1 at 0x2abd68c12eb8>}),no
DAGK1601819Zh,frozenset({<Gene TGGT1_239250-t26_1-p1 at 0x2abd68c581d0>}),no
DAGK160h,frozenset({<Gene TGGT1_239250-t26_1-p1 at 0x2abd68c581d0>}),no
DAGK1801819Zh,frozenset({<Gene TGGT1_239250-t26_1-p1 at 0x2abd68c581d0>}),no
DAGK18111Z160h,frozenset({<Gene TGGT1_239250-t26_1-p1 at 0x2abd68c581d0>}),no
DAGK18111Z1819Zh,frozenset({<Gene TGGT1_239250-t26_1-p1 at 0x2abd68c581d0>}),no
DAGK1819Z160h,frozenset({<Gene TGGT1_239250-t26_1-p1 at 0x2abd68c581d0>}),no
DAGK1819Z1619Zh,frozenset({<Gene TGGT1_239250-t26_1-p1 at 0x2abd68c581d0>}),no
DAGK1819Z18111Zh,frozenset({<Gene TGGT1_239250-t26_1-p1 at 0x2abd68c581d0>}),no
DAGK1819Z1819Zh,frozenset({<Gene TGGT1_239250-t26_1-p1 at 0x2abd68c581d0>}),no
DGDGD4DS1819Z1634Z7Z10Z,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x2abd68c44ef0>}),no
DGDGD4DS1829Z12Z1634Z7Z10Z,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x2abd68c44ef0>}),no
DGDGD4DS1839Z12Z15Z1634Z7Z10Z,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x2abd68c44ef0>}),no
DGDGD4DS1839Z12Z15Z1644Z7Z10Z13Z,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x2abd68c44ef0>}),no
DGDGD7DS1819Z1617Z,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x2abd68c44ef0>}),no
DGDGD7DS1829Z12Z1617Z,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x2abd68c44ef0>}),no
DGDGGH1819Z160,frozenset({<Gene TGGT1_254880-t26_1-p1 at 0x2abd68c58080>}),no
DGDGGH1819Z1617Z,frozenset({<Gene TGGT1_254880-t26_1-p1 at 0x2abd68c58080>}),no
DGDGGH1819Z1619Z,frozenset({<Gene TGGT1_254880-t26_1-p1 at 0x2abd68c58080>}),no
DGDGGH1819Z1627Z10Z,frozenset({<Gene TGGT1_254880-t26_1-p1 at 0x2abd68c58080>}),no
DGDGGH1819Z1637Z10Z13Z,frozenset({<Gene TGGT1_254880-t26_1-p1 at 0x2abd68c58080>}),no
DGDGGH1829Z12Z160,frozenset({<Gene TGGT1_254880-t26_1-p1 at 0x2abd68c58080>}),no
DGDGGH1829Z12Z1617Z,frozenset({<Gene TGGT1_254880-t26_1-p1 at 0x2abd68c58080>}),no
DGDGGH1829Z12Z1619Z,frozenset({<Gene TGGT1_254880-t26_1-p1 at 0x2abd68c58080>}),no
DGDGGH1829Z12Z1627Z10Z,frozenset({<Gene TGGT1_254880-t26_1-p1 at 0x2abd68c58080>}),no
DGDGGH1829Z12Z1634Z7Z10Z,frozenset({<Gene TGGT1_254880-t26_1-p1 at 0x2abd68c58080>}),no
DGDGGH1829Z12Z1637Z10Z13Z,frozenset({<Gene TGGT1_254880-t26_1-p1 at 0x2abd68c58080>}),no
DGDGGH1839Z12Z15Z160,frozenset({<Gene TGGT1_254880-t26_1-p1 at 0x2abd68c58080>}),no
DGDGGH1839Z12Z15Z1627Z10Z,frozenset({<Gene TGGT1_254880-t26_1-p1 at 0x2abd68c58080>}),no
DGDGGH1839Z12Z15Z1634Z7Z10Z,frozenset({<Gene TGGT1_254880-t26_1-p1 at 0x2abd68c58080>}),no
DGDGGH1839Z12Z15Z1637Z10Z13Z,frozenset({<Gene TGGT1_254880-t26_1-p1 at 0x2abd68c58080>}),no
DGDGGH1839Z12Z15Z1644Z7Z10Z13Z,frozenset({<Gene TGGT1_254880-t26_1-p1 at 0x2abd68c58080>}),no
DGDGW3DS1819Z1637Z10Z13Z,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x2abd68c44ef0>}),no
DGDGW3DS1829Z12Z1637Z10Z13Z,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x2abd68c44ef0>}),no
DGDGW3DS1839Z12Z15Z160,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x2abd68c44ef0>}),no
DGDGW3DS1839Z12Z15Z1627Z10Z,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x2abd68c44ef0>}),no
DGDGW3DS1839Z12Z15Z1634Z7Z10Z,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x2abd68c44ef0>}),no
DGDGW3DS1839Z12Z15Z1637Z10Z13Z1,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x2abd68c44ef0>}),no
DGDGW3DS1839Z12Z15Z1637Z10Z13Z2,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x2abd68c44ef0>}),no
DGDGW3DS1839Z12Z15Z1644Z7Z10Z13Z,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x2abd68c44ef0>}),no
DGDGW6DS1819Z1627Z10Z,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x2abd68c44ef0>}),no
DGDGW6DS1829Z12Z160,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x2abd68c44ef0>}),no
DGDGW6DS1829Z12Z1617Z,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x2abd68c44ef0>}),no
DGDGW6DS1829Z12Z1619Z,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x2abd68c44ef0>}),no
DGDGW6DS1829Z12Z1627Z10Z1,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x2abd68c44ef0>}),no
DGDGW6DS1829Z12Z1627Z10Z2,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x2abd68c44ef0>}),no
DGDGW6DS1829Z12Z1634Z7Z10Z,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x2abd68c44ef0>}),no
DGDGW6DS1829Z12Z1637Z10Z13Z,frozenset({<Gene TGGT1_215070-t26_1-p1 at 0x2abd68c44ef0>}),no
DHAP_pi_thr,frozenset({<Gene TGGT1_232690-t26_1-p1 at 0x2abd68c44da0>}),no
DHORTSn,frozenset({<Gene TGGT1_215260-t26_1-p1 at 0x2abd68c06dd8>}),no
DHQS_1,frozenset({<Gene TGGT1_307040-t26_1-p1 at 0x2abd68c69160>}),no
DMT,frozenset({<Gene TGGT1_227660-t26_1-p1 at 0x2abd68c585c0>}),no
DNGALh,frozenset({<Gene TGGT1_269800-t26_1-p1 at 0x2abd68c33da0>}),no
DPHS,frozenset({<Gene TGGT1_221260-t26_1-p1 at 0x2abd68caf048>}),no
DVPCHLD450OR,frozenset({<Gene TGGT1_260460-t26_1-p1 at 0x2abd68c58860>}),no
DVPCHLD646OR,frozenset({<Gene TGGT1_260460-t26_1-p1 at 0x2abd68c58860>}),no
DXRI,frozenset({<Gene TGGT1_214850-t26_1-p1 at 0x2abd68c06fd0>}),no
DXS,frozenset({<Gene TGGT1_208820-t26_1-p1 at 0x2abd68c69588>}),no
EAR100x_1,frozenset({<Gene TGGT1_251930-t26_1-p1 at 0x2abd68c122e8>}),no
EAR120x_1,frozenset({<Gene TGGT1_251930-t26_1-p1 at 0x2abd68c122e8>}),no
