,MdaphniaeUGP3,Heriocheircanceri,PfalciparumTG01,ChominisTU502_2012,TbruceiLister427,NdisplodereJUm2807,EmaximaWeybridge,CtyzzeriUGA55,EmoshkovskiiLaredo,PcynomolgiB,TevansiSTIB805,EhistolyticaHM1IMSS-A,PfragileNilgiri,CmeleagridisUKMEL1,VcorneaeATCC50505,PfalciparumGA01,CfelisWinnie,PfalciparumML01,GintestinalisAssemblageADH,SsalmonicidaATCC50377,LtropicaL590,PfalciparumCD01,PinuiSanAntonio1,TgrayiANR4,TcruziCLBrener,TparvaMuguga,Pvinckeivinckeivinckei,TcongolenseIL3000,LspMARLEM2494,CfasciculataCfCl,AcastellaniiNeff,PgaboniG01,TgondiiFOU,ChominisUdeA01,EpraecoxHoughton,NfowleriATCC30863,CveliaCCMP2878,TbruceigambienseDAL972,Pyoeliiyoelii17XNL,HeriocheirGB1,TcruziCLBrenerNon-Esmeraldo-like,EhistolyticaHM1IMSS-B,LinfantumJPCM5,SneuronaSN3,TgondiiGT1,EcuniculiGBM1,TcruzicruziDm28c,TgondiiME49,BovataMiyake,TcruziSylvioX10-1-2012,TgondiiARI,LdonovaniBPK282A1,LpyrrhocorisH10,Vculicisfloridensis,EcuniculiEC3,PadleriG01,BayalaiB08-376,EhellemATCC50504,Chominis30976,EmonterogeiiLV88,LgerbilliLEM452,SneuronaSOSN1,PfalciparumHB3,LbraziliensisMHOMBR75M2904,EacervulinaHoughton,EcuniculiEC1,EcanceriGB1,PfalciparumDd2,EnecatrixHoughton,LturanicaLEM423,CmurisRN66,TbruceiTREU927,TgondiiVAND,PknowlesiMalayanPk1A,EhepatopenaeiTH1,AalgeraePRA339,VbrassicaformisCCMP3155,TgondiiTgCatPRC2,NausubeliERTm2,EintestinalisATCC50506,PneurophiliaMK1,NceranaePA08_1199,OcolligataOC4,Cubiquitum39726,PgaboniSY75,LpanamensisMHOMPA94PSC1,CparvumIowaII,LseymouriATCC30220,PpraefalciparumG01,Pyoeliiyoelii17X,PrelictumSGS1-like,LmajorFriedlin,PconfusumCUL13,AspWSBS2006,NbombycisCQ1,Candersoni30847,EdisparSAW760,CcayetanensisCHN_HEN01,Slophii42_110,TcruziDm28c,EaedisUSNM41457,BbigeminaBOND,TgondiiGAB2-2007-GAL-DOM2,PovalecurtisiGH01,TvivaxY486,EbieneusiH348,EnuttalliP19,LaethiopicaL147,TcruzimarinkelleiB7,EfalciformisBayerHaberkorn1970,PfalciparumGB4,PyoeliiyoeliiYM,PfalciparumSN01,PblacklockiG01,TequiWA,EcuniculiEcunIII-L,PreichenowiG01,HhammondiHH34,Pgallinaceum8A,TrangeliSC58,EmitisHoughton,TgondiiVEG,BmicrotiRI,EromaleaeSJ2008,PbillcollinsiG01,PvinckeipetteriCR,NceranaeBRL01,EtenellaHoughton,EbrunettiHoughton,Pfalciparum7G8,BbovisT2Bo,PfalciparumKH01,PfalciparumIT,TgondiiRH,LbraziliensisMHOMBR75M2903,PcoatneyiHackeri,LmexicanaMHOMGT2001U1103,PknowlesiH,Tgondiip89,EhistolyticaHM1IMSS,CsuisWienI,PvivaxSal1,EcuniculiEC2,GniphandrodesUnknown,PreichenowiCDC,TcruziSylvioX10-1,PfalciparumKH02,EhellemSwiss,LmajorSD75.1,GintestinalisAssemblageBGS,NparisiiERTm1,GintestinalisAssemblageBGS_B,NparisiiERTm3,PfalciparumSD01,TannulataAnkara,AalgeraePRA109,EhistolyticaHM3IMSS,ThominisUnknown,PmalariaeUG01,GintestinalisAssemblageAWB,TtheileriEdinburgh,Pchabaudichabaudi,EhistolyticaKU27,LmajorLV39c5,NausubeliERTm6,TgondiiMAS,PcynomolgiM,TcruziCLBrenerEsmeraldo-like,TvaginalisG3,PbergheiANKA,PfalciparumKE01,LtarentolaeParrotTarII,LenriettiiLEM3045,Pfalciparum3D7,TorientalisShintoku,GintestinalisAssemblageEP15,EinvadensIP1,TgondiiRUB,ChominisTU502,PvivaxP01,PfalciparumGN01,LpanamensisMHOMCOL81L13,LarabicaLEM1108,NcaninumLIV
HOXG,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6TXAN5MPAML,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,
FBP26,1,,,,1,,,,,,1,,,,,,,,,,1,,,1,,,,1,1,1,1,,,,,1,,1,,,1,,1,,,,1,,,1,,1,1,,,,1,,,1,1,,,1,,,,,,1,,1,,,,,,,,,,,,,,1,,1,,,,1,1,,,,,,,1,,,,,1,,,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,1,,,,,,,,,1,,,1,,,,,,,,,,,,1,,,1,,,,1,,,,1,1,,,,,,,,,1,1,
FAMPL3,,,,1,,,1,1,,,,,,1,,,,,,,,,,,,,,,,1,1,,1,1,1,1,1,,,,,,,1,1,,,1,,,1,,,,,,,,1,,,1,,,1,,,,1,,1,,1,,,,1,1,,,,,,1,,,1,1,,,,,,,,1,,1,,,,,1,,,,,,,1,,,,,,,,1,,,1,1,,,,,,1,1,,,,,,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,1
NTPP11,1,,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,,1,1,1,1,,,,1,1,1,,1,1,,,1,1,1,1,,1,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,,,1,1,1,,,1,,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,,,1,1,,1,,1,1,,1,1,1,1,1,1,,1,1,,1,,1,1,,1,1,1,,1,1,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,,1,1,1,1,1
GLCAASE3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCADi,,,,,1,,1,,1,,1,1,,,,,,,,1,1,,,1,,,,1,1,1,1,,1,,1,1,1,1,,,1,1,1,1,1,,1,1,,1,1,1,1,,,,1,,,1,1,1,,1,1,,,,1,1,,1,1,,,,1,1,,,,,,,,1,,1,,,,1,1,,,,1,1,,1,,,1,,1,,1,1,1,1,,,,,,,,1,,,1,1,,,,,,1,1,,,,,,1,,1,,1,1,,,,,,1,,,1,,,,,,,,1,,,,1,,1,1,,1,,1,1,,,1,1,,,,1,1,,,,1,1,1
PGSA120,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,1,,,,1,,,,,,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,1,,,,,,1
CYSTL,1,,,,1,,1,,1,,1,1,,,,,,,,1,1,,,1,,,,1,1,1,1,,1,,1,1,1,1,,,1,1,1,1,1,,1,1,,1,1,1,1,,,,1,,,1,1,1,,1,1,,,,1,1,,1,1,,,,1,1,,,,,,,,1,,1,,,,1,1,,,,1,1,,1,,,1,,,,1,1,1,1,,,,,,,,1,,1,1,1,,,,,,1,1,,,,,,1,,1,,1,1,1,,,1,,1,,,1,,,,,,,,1,,,,1,,1,1,,1,,1,1,,,1,1,,,,1,1,,,,1,1,1
2AGPGAT180,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,1,1,,1,1,,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PDHam2mi,,,1,1,1,,1,1,,1,1,,1,1,,1,,1,,,1,1,1,1,,,1,1,1,1,,1,1,1,1,,1,1,1,,1,,1,1,1,,1,1,,1,1,1,1,,,1,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,,,1,1,,,,,,1,1,1,1,1,1,1,1,1,1,,,1,,1,,1,,,1,1,1,,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,,,1,1,,1,1,1,,1,1,,1,1,1,1,1,,1,1,,1,1,1,1,,1,,,,,1,,,,,1,,1,1,,1,,1,1,1,,1,1,1,1,1,,,,1,1,1,1,1,1,1
1PPDCRc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAS181,,,1,1,,,1,1,,1,,,1,1,,1,,1,,,1,1,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,1,1,1,,1,1,,1,1,1,1,,,1,,,1,1,1,1,1,1,1,,,1,1,1,1,,1,1,,,1,1,,,,,,1,1,1,1,1,1,1,1,1,,,,1,,1,,1,1,,1,1,,,,1,1,1,1,1,1,1,,,1,1,1,,1,1,,,1,1,,1,1,1,,1,1,,1,1,1,1,1,,1,1,,1,1,1,1,,1,,,,,1,,,,,1,,1,1,,1,,1,1,1,,1,1,1,1,1,,,,1,1,1,1,1,1,1
GLYCL_2,1,,1,,1,,,,,1,1,,1,,,1,,1,,,1,1,1,1,,,1,1,1,1,1,1,1,,,1,1,1,1,,1,,1,1,1,,1,1,1,1,1,1,1,,,1,1,,,1,1,,1,1,,,,1,,1,,1,1,1,,,1,1,,,,,,,1,1,,1,1,1,1,1,1,,,,,1,,1,,,1,1,1,,,1,1,,1,1,1,1,1,,1,1,1,1,,1,,,1,1,,,,1,1,1,1,,1,1,1,1,1,,1,1,,,1,,1,,1,,,,,1,,,,,1,,1,1,,1,,1,1,1,,1,1,1,1,1,,,,1,,1,1,1,1,1
CDGGGPP4,,,1,,,,,,,,,,,,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,1,,,,,,,,1,,,,,1,,1,1,,,,,,,,1,,,1,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,,1,,,
SUCHMSSELCYSL,,,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,1,,1,,,,1,,,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,1,,,1,,,,,,,,1,,,,1,,,,,,,1,,,,,,,,,,1,1,1,,,1,,,,,,,,,,,,,1,,,,,,1,,,1,,,1,,,,,,,,,1,,,,,,1
APTA1i,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,1,,,,,,,1,1,1,,,,,1,,,,,,,,,1,,,,,,,,1,1,,,1,,,,,,1,,,,,,,1,,,,,,,,,1,,,,,,1,1,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,1,1,
RDXR,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
R05224_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRESULT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R15BPK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
ACOLIPAabctexc,1,1,1,1,1,,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,,1,1,1,1,1,1,1,1,,1,1,,1,1,,1,,,1,1,1,1,1,,1,1,1,1,1,,1,1,1,1,,1,1,1,,1,1,1,,1,1,1,,,1,1,,1,,1,1,1,,1,1,1,1,,1,,1,1,1,1,1,,1,1,1,1,1,1,1,,1,1,1,1,,1,,1,1,1,,1,,1,,,1,1,1,1,,1,1,,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,1,,1,,,1,1,1,1,1,,1,1,,1,1,,1,,1,1,1,1,1,1,,1,1,1,1,1,1,1
CERS324,1,,,1,1,,,,,,1,,,1,,,,,1,,1,,1,1,,,1,,1,1,1,,1,,,1,1,1,1,,1,,1,1,1,,1,1,1,,1,1,1,1,,,1,,,1,1,1,,1,,,,,1,1,1,1,,,,1,1,1,,,,,,,,1,,1,,1,1,1,1,,,1,,,,1,,1,1,,1,,,1,,1,,1,,,,,,1,1,1,,1,1,,1,1,,1,,,1,,,,1,,1,,1,,1,,,1,,1,,,1,1,,1,,,,1,,1,1,1,,1,,1,,1,,1,1,1,,1,1,,,1,,1,,,,1,1,1
TIH2CD,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TTDCAFATPc,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,1,1,,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
UDPDOLPT,,,,1,,,,1,,,,,,1,,,,,,,,,,,,,,,,,1,,1,1,,1,1,,,,,,,,1,,,1,,,1,,,,,,,,1,,,,,,,,,,,,1,,1,,,,1,,1,,,,1,1,,,1,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,1,,1,,,1,,,,,,,,,1,1,,,1,,,,,,,,,1,1,,,,,1
AGM3PH,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,1,,,,,,,
TAGAH1801819Z160,,,,,1,,1,,1,,1,1,,,,,,,,,1,,,1,1,,,1,1,1,1,,1,,,1,1,1,,,1,1,1,1,1,1,1,1,,1,1,1,1,,1,,,,,1,1,1,,1,,1,1,,,1,,1,1,,,,1,1,,,,,,,,1,,1,,,,1,1,1,,,1,,,1,,,1,,1,,1,1,1,,,,,,,1,,1,,1,1,1,,1,,,,,,,,,,,1,,1,,1,1,1,,1,1,,1,,,1,,,,,,,,1,,,,1,,1,1,,1,,1,1,,,1,,,,,1,1,,,,1,1,1
RETINOLSATc,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIPAabctexc,1,1,1,1,1,,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,1,1,1,1,1,1,,1,1,1,1,1,,1,1,1,1,,1,1,1,,1,1,1,,1,1,1,,,1,1,,1,,1,1,1,,1,1,1,1,,1,,1,1,1,1,1,,1,1,1,1,1,1,1,,1,1,1,1,,1,,1,1,1,,1,,1,,,1,1,1,1,,1,1,,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,1,,1,,,1,1,1,1,1,,1,1,,1,1,1,1,,1,1,1,1,1,1,,1,1,1,1,1,1,1
KARI_3hmoac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DHORD4i,,,,,1,,,,,,1,,,,,,,,,,1,,,1,,,,1,1,1,,,,,,,,1,,,1,,1,,,,1,,,1,,1,1,,,,1,,,1,1,,,1,,,,,,1,,1,,,,,,,,,,,,,,1,,1,,,,1,1,,,,,,,,,,,,1,,,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,1,,,,,,,1,,,,,1,,,,,,,,,,,,1,,,1,,,,1,,,,1,1,,,,,,,,,1,1,
THFGLUS_1,1,,,,1,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CU1Oppc,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,
MGDG180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DHDPRy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,1,1,,,1,,,1,,,,,,,,,,,1,,,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,1
CH3ACH,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMSc,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,
SUCD2_u6m,,,1,,1,,1,,,1,1,,1,,,1,,1,,,1,1,1,1,,,1,1,1,1,,1,1,,,,1,1,1,,1,,1,1,1,,1,1,,1,1,1,1,,,1,1,,,1,1,1,1,1,1,,,1,1,1,1,1,1,1,,,1,1,,,,,,,1,1,,1,1,1,1,1,1,,,1,,1,,1,,,1,1,1,,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,,,1,1,,1,1,1,,1,1,,1,1,1,1,1,,1,1,,1,1,1,1,,1,,,,,1,,,,,1,,1,1,,1,,1,1,1,,1,1,1,1,1,,,,1,,1,1,1,1,1
IDOND,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,1,1,,,,,,,1,,,,,,1,,,,,,,,,1,,,,,,,,1,1,,,1,,,,,,1,,,,,,,,,,,,,,,,1,,1,,,,1,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,1,1,,,,,,,,,1,1,
GCALDD,,,,,1,,,,1,,1,1,,,,,,,,1,1,,,1,,,,1,1,1,1,,1,,,1,1,1,,,1,1,1,1,1,,1,1,,1,1,1,1,,,,1,,,1,1,1,,1,1,,,,1,1,,1,1,,,,1,1,,,,,,,,1,,1,,,,1,1,,,,1,1,,1,,,1,,1,,1,1,1,1,,,,,,,,1,,,,1,,,,,,1,,,,,,,1,,1,,1,1,,,,,,1,,,1,,,,,,,,1,,,,1,,1,1,,1,,1,1,,,1,1,,,,1,1,,,,1,1,1
SBP,,,,,1,,1,,,,1,,,,,,,,,,,,,1,,,,1,,,,,1,,1,,1,1,,,1,,,,1,,1,1,,1,1,,,,,,,,,,,1,,,,,,,1,,,1,1,,,,1,1,,,,,,,,,,,,,,,1,,,,,1,,1,,,1,,1,,,,1,1,,,,,,,,1,,1,1,1,,,,,,1,1,,,,,,,,,,1,,1,,,1,,1,,,,,,,,,,,,,,,1,,,,,1,,1,,,,,,,,,,1,,,,,,1
FASC120ACP,1,,1,1,1,,1,1,1,,1,1,,1,,1,1,1,,,1,1,,1,,1,,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,,,1,1,,,,1,,1,1,1,1,1,1,,,1,1,,,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,1,1,1,,1,1,1,1,1,1,,,1,,1,1,1,1,1,1,1,,1,,1,1,1,1,1,,,1,1,1,1,,1,1,,1,,1,,,1,1,1,,1,,1,1,,1,,1,1,,1,1,1,1,1,,1,1,1,,1,1,1,1
3HAD140,,,1,,,,,,1,1,,1,1,,,1,,1,1,1,,1,1,,,,1,,,,,1,1,,,,1,,1,,,1,,1,1,,,1,,,1,,,,,1,,,,,,1,1,,1,,,1,1,,,,1,1,,,1,1,,,,,,,1,,,,1,1,1,,,,,,1,1,,,,1,1,1,,,1,,,1,1,1,1,1,,,1,1,1,,,1,,,1,1,,1,,1,,1,1,,,1,,1,1,1,1,1,,,1,,1,,,1,,1,,1,,,1,,1,1,,1,1,,,1,1,,,1,1,,,1,,1,1,1,,1,1,,,1
ACOAO7pc,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,1,,,,,,,,1,,,1,,,1,,,,,,,,,,,,,,1,,,,1,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,1,,,,,,,,1,,,,1,,,,,,1,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,1
CDPGD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
GMT2,,1,,1,,,1,1,,,,,,1,,,1,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,1,,,1,,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,1,1,,1,,,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,,,1,,,,,,,,,1,,,,,,,,1,,1,,,1,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,1,,,,,,,1
HBZOPT6mc,1,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
AACOAR_syn,,,,1,,,1,1,1,,,1,,1,,,,,,,1,,,,,,,,,1,1,,,1,,1,1,,,,1,1,,,,,1,,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,,,1,,,1,,,,,,,1,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,1,,1,,,,,1,,,,,,,,,1,,1,,,,,
