PF3D7_1369300,MAL13P1.350,,,,,,
PF3D7_1031900,PF10_0313,PF10_0313a,,,,,
PF3D7_0529200,MAL5P1.289,PFE1455w,,,,,
PF3D7_1405100,PF14_0048,,,,,,
PF3D7_1134700,PF11_0358,,,,,,
PF3D7_1442100,PF14_0783,,,,,,
PF3D7_1142700,PF11_0439,,,,,,
PF3D7_1350000,MAL13P1.252,,,,,,
PF3D7_1111600,PF11_0122,,,,,,
PF3D7_1012800,PF10_0125,,,,,,
PF3D7_0409500,MAL4P2.31,PFD0465c,PFD0466c,,,,
PF3D7_0218500,PF02_0175,PFB0865w,,,,,
PF3D7_0720900,MAL7P1.111,,,,,,
PF3D7_1308200,PF13_0044,,,,,,
PF3D7_0222200,PF02_0210,PFB0990c,,,,,
PF3D7_1302000,PF13_0076,,,,,,
PF3D7_1032600,PF10_0318,,,,,,
PF3D7_1241800,2277.t00402,MAL12P1.400,PFL2010c,,,,
PF3D7_1025600,PF10_0252,,,,,,
PF3D7_1219700,2277.t00191,MAL12P1.191,PFL0955c,,,,
PF3D7_0531500,PF05TR005,PF05TR005:ncRNA,,,,,
PF3D7_1039000,PF10_0380,,,,,,
PF3D7_1364400,MAL13P1.323,,,,,,
PF3D7_0323700,MAL3P7.43,PFC1060c,,,,,
PF3D7_1337600,MAL13_tRNA_Ser1,MAL13_tRNA_Ser1:tRNA,,,,,
PF3D7_0208600,PF02_0082,PFB0390w,,,,,
PF3D7_1027600,PF10_0412,,,,,,
PF3D7_0713100,MAL7P1.58,,,,,,
PF3D7_0908000,PFI0385c,,,,,,
PF3D7_1203900,2277.t00038,MAL12P1.38,PFL0190w,,,,
PF3D7_0618800,2270.t00075,MAL6P1.239,PFF0910c,,,,
PF3D7_1254600,2277.t00525,MAL12P1.522,PFL2635w,,,,
PF3D7_0210900,PF02_0102,PFB0490c,,,,,
PF3D7_1224400,2277.t00235,MAL12P1.235,PFL1175w,,,,
PF3D7_0306200,MAL3P2.23,PFC0270w,,,,,
PF3D7_1369700,PF13.0362,PF13.0362:1:pep,PF13.0362:mRNA:1,PF13_0362,,,
PF3D7_1239500,2277.t00383,MAL12P1.381,PFL1915w,,,,
PF3D7_1478800,PF14_0760,,,,,,
PF3D7_1427500,PF14_0254,,,,,,
PF3D7_0627100,2270.t00158,MAL6P1.157,PFF1315w,,,,
PF3D7_1009300,PF10_0090,,,,,,
PF3D7_1113600,PF11_0144,,,,,,
PF3D7_0804900,PF08_0120,,,,,,
PF3D7_1146600,PF11_0477,,,,,,
PF3D7_1368100,MAL13P1.343,,,,,,
PF3D7_1467600,PF14_0644,,,,,,
PF3D7_1432600,PF14_0308,,,,,,
PF3D7_1102700,PF11_0039,,,,,,
PF3D7_1111200,PF11_0118,,,,,,
PF3D7_0206900.2,PF02_0065,PF3D7_0206900,PFB0305c,,,,
PF3D7_1316400,MAL13P1.85,,,,,,
PF3D7_0714000,PF07_0054,,,,,,
PF3D7_0816900,PF08_0062,,,,,,
PF3D7_1343100,MAL13P1.215,,,,,,
PF3D7_0932600,PFI1585c,,,,,,
PF3D7_0307100,MAL3P2.28,PFC0295c,,,,,
PF3D7_0111600,MAL1P2.41,PFA0560c,,,,,
PF3D7_0900900,PFI0045c,,,,,,
PF3D7_0924200,PFI1190w,,,,,,
PF3D7_0405300,MAL4P1.51,PFD0255c,PFD0260c,,,,
PF3D7_1401600,PF14_0018,,,,,,
PF3D7_0614900,2270.t00039,MAL6P1.277,PFF0720w,,,,
PF3D7_1340900,MAL13P1.206,,,,,,
PF3D7_0209700,PF02_0092,PFB0440c,,,,,
PF3D7_1227900,2277.t00270,MAL12P1.270,PFL1350w,,,,
PF3D7_1031200,PF10_0306,,,,,,
PF3D7_1030400,PF10_0297,,,,,,
PF3D7_0108800,MAL1P2.16,PFA0435w,,,,,
PF3D7_1401700,PF14_0019,,,,,,
PF3D7_1476600,PF14_0736,,,,,,
PF3D7_0415400,MAL4P1.144,PFD0745c,,,,,
PF3D7_0626000,2270.t00147,MAL6P1.168,PFF1260c,,,,
PF3D7_1253300,2277.t00511,MAL12P1.508,PFL2565w,,,,
PF3D7_0106400,MAL1P1.55,PFA0315w,,,,,
PF3D7_0603000,2270.t00285,MAL6P1.33,PFF0145w,,,,
PF3D7_0610900,2270.t00205,MAL6P1.111,PFF0535c,,,,
PF3D7_1105000,PF11_0061,,,,,,
PF3D7_1338600,MAL13P1.193,,,,,,
PF3D7_0722300,MAL7P1.120,,,,,,
PF3D7_1410200,PF14_0100,,,,,,
PF3D7_0525800,MAL5P1.257,PFE1285w,,,,,
PF3D7_0606300,2270.t00441,MAL6P1.66,PFF0310w,,,,
PF3D7_1026200,PF10_0259,,,,,,
PF3D7_1200700,2277.t00007,MAL12P1.7,PFL0035c,,,,
PF3D7_1347900,MAL13P1.239,,,,,,
PF3D7_0200500,PF02_0005,PFB0030c,,,,,
PF3D7_1317800,MAL13P1.92,,,,,,
PF3D7_1010500,PF10_0102,,,,,,
PF3D7_1243800,2277.t00421,MAL12P1.419,PFL2105c,,,,
PF3D7_1301400,PF13_0073,,,,,,
PF3D7_0526300,MAL5P1.262,PFE1310c,,,,,
PF3D7_0821000,MAL8P1.53,,,,,,
PF3D7_0803600,MAL8P1.143,,,,,,
PF3D7_0732400,1791.m00047,PF07_0134,,,,,
PF3D7_1338800,MAL13P1.195,,,,,,
PF3D7_1203500,2277.t00035,MAL12P1.35,PFL0175c,,,,
PF3D7_1029800,PF10_0291,,,,,,
PF3D7_0210100.1,PF02_0095,PF3D7_0210100,PFB0455w,,,,
PF3D7_0419100,MAL4P1.180,PFD0925w,,,,,
PF3D7_1147000,PF11_0480,,,,,,
PF3D7_0401100,PFD0047c,,,,,,
PF3D7_1448700,PF14_0465,,,,,,
PF3D7_1445300,PF14_0430,,,,,,
PF3D7_0213600,PF02_0127,PFB0615c,,,,,
PF3D7_1454400,PF14_0517,,,,,,
PF3D7_0717300,MAL7P1.86,,,,,,
PF3D7_0609400,2270.t00219,MAL6P1.97,PFF0465c,,,,
PF3D7_0509100,MAL5P1.92,PFE0450w,,,,,
PF3D7_1116200.2,PF11_0169,PF3D7_1116200,,,,,
PF3D7_1030200,PF10_0295,,,,,,
PF3D7_1470500,PF14_0672,,,,,,
PF3D7_0717600,MAL7P1.87,,,,,,
PF3D7_1312300,PF13_0068,,,,,,
PF3D7_0701600,MAL7P1.5,,,,,,
PF3D7_1463500,PF14_0604,,,,,,
PF3D7_0414000,MAL4P1.132,PFD0685c,,,,,
PF3D7_1212000,2277.t00120,MAL12P1.119,PFL0595c,,,,
PF3D7_1404900,PF14_0046,,,,,,
PF3D7_0316900,MAL3P6.8,PFC0740c,,,,,
PF3D7_1115000,PF11_0159,,,,,,
PF3D7_0501900,MAL5P1.20,PFE0095c,,,,,
PF3D7_0610000,2270.t00214,MAL6P1.103,PFF0495w,,,,
PF3D7_1131500,PF11_0325,,,,,,
PF3D7_1122400,PF11_0232,,,,,,
PF3D7_1115300,PF11_0161,,,,,,
PF3D7_0811300,MAL8P1.104,,,,,,
PF3D7_1025500,PF10_0249,PF10_0250,PF10_0251,,,,
PF3D7_1458600,PF14_0559,,,,,,
PF3D7_1456700,PF14_0540,,,,,,
PF3D7_0529300,MAL5P1.290,PFE1460w,,,,,
PF3D7_0526400,MAL5P1.263,PFE1315w,,,,,
PF3D7_0604000,2270.t00273,MAL6P1.43,PFF0195c,,,,
PF3D7_1305900,PF13_0031,,,,,,
PF3D7_1426400,PF14_0243,PF14_0243b,,,,,
PF3D7_1141000,PF11_0421,,,,,,
PF3D7_1433800,PF14_0319,,,,,,
PF3D7_0303800,MAL3P2.4,PFC0175w,,,,,
PF3D7_1472600,PF14_0694,,,,,,
PF3D7_0525300,MAL5P1.252,PFE1260c,,,,,
PF3D7_1401500,PF14_0017,,,,,,
PF3D7_0702200,PF07_0005,,,,,,
PF3D7_0830500,PF08_0003,,,,,,
PF3D7_0502300,MAL5P1.24,PFE0115c,,,,,
PF3D7_1425800,PF14_0238,,,,,,
PF3D7_1120200,PF11_0209,,,,,,
PF3D7_0727200,MAL7P1.150,,,,,,
PF3D7_1425000,PF3D7_14_RUF4,PF3D7_14_RUF4.1,,,,,
PF3D7_1445800,1396.t00347,PF14_0435,,,,,
PF3D7_1405300,PF14_0050,,,,,,
PF3D7_1119700,PF11_0204,,,,,,
PF3D7_1471600,PF14_0683,,,,,,
PF3D7_0519500,MAL5P1.196,PFE0980c,,,,,
PF3D7_1126100,PF11_0271,,,,,,
PF3D7_1101400,PF11_0022,,,,,,
PF3D7_1431900,PF14_0298,PF14_0299,,,,,
PF3D7_1234200,2277.t00330,MAL12P1.329,PFL1650w,,,,
PF3D7_1104300,PF11_0054,,,,,,
PF3D7_1337800,PF13_0211,,,,,,
PF3D7_1440200,PF14_0382,,,,,,
PF3D7_1119000,PF11_0197,,,,,,
PF3D7_1440300,PF14_0381,,,,,,
PFC10_API0017,PFC10_API0017,,,,,,
PF3D7_0513200,MAL5P1.132,PFE0655w,,,,,
PFC10_API0040,PFC10_API0040,Rps19,,,,,
PF3D7_0109800,MAL1P2.25,PFA0480w,,,,,
PF3D7_1120100,PF11_0208,,,,,,
PF3D7_0604500,2270.t00268,MAL6P1.48,PFF0220w,,,,
PF3D7_1231200,2277.t00301,MAL12P1.301,PFL1505c,,,,
PF3D7_1225900,2277.t00250,MAL12P1.250,PFL1250c,,,,
PF3D7_1235900,2277.t00347,MAL12P1.345,PFL1735c,,,,
PF3D7_1333000,PF13_0180,,,,,,
