,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295
NbombycisCQ1,his__L,pe180,pgp120,pg161,leu__L,enlipidA,ps120,orn,taur,pgp161,pg120,pe1819Z1829Z12Z,pa141,cit,indole,pg160,istnt,pg140,sulfac,mg2,cro4,so4,arg__L,o16a4colipa,cgly,pa120,hexs,cys__L,pgp18111Z160,pe18111Z1829Z12Z,colipa,pail1819Z160,lipa_cold,feenter,pe1819Z1819Z,pe1801829Z12Z,xyl__D,pa160,buts,ni2,hdca,pa180,ptrc,fecost,ocdcea,glc__D,eca4colipa,pg18111Z160,pgp181,zn2,glucan4,pe120,eths,fe3,metox,ocdca,ca2,pe1819Z1845Z9Z12Z15Z,pe1801819Z,pe140,pheme,lipa,spmd,butso3,met__L,cobalt2,pe160,pa181,ps161,murein5p3p,pe161,pe1829Z12Z1835Z9Z12Z,pe1801845Z9Z12Z15Z,salcn,sula,mops,protein,gln__L,ps160,mobd,ps140,h2o,pe18111Z1845Z9Z12Z15Z,mso3,ddca,arab__L,hghhlipan,na1,epist,pi,cd2,pgp180,tungs,lanost,ethso3,pgp140,k,octa,progly,colipap,Lcyst,ps181,glu__L,fe3dhbzs,LptA,cellb,hxa,hdcea,ps141,met__D,ferrich,ps180,pepd,pe18111Z1819Z,h2o2,acolipa,murein5px3p,pe18111Z1835Z9Z12Z,pgp1819Z160,h,isetac,murein3p3p,hghhlipa,fe2,pe1819Z1835Z9Z12Z,salchs4fe,pe141,so3,pg141,pa161,pg1819Z160,pe1801835Z9Z12Z,ergst,pa140,glucan6,actn__R,gthox,alaala,pg181,murein3px3p,gal,pgp160,enlipa,kdo2lipid4,ttdcea,pail18111Z160,enlipidA_LptA,dca,pe181,metox__R,asp__L,zymst,salchs2fe,tsul,pg180,pgp141,mn2,tre,pap,ttdca,gthrd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BbigeminaBOND,his__L,feoxam,pe180,pgp120,pg161,leu__L,ac,ps120,taur,chitob,pgp161,cell4,fru,pg120,pe1819Z1829Z12Z,pa141,cit,pg140,pg160,sulfac,mg2,pa120,cys__L,pgp18111Z160,pe18111Z1829Z12Z,colipa,pail1819Z160,lipa_cold,pe1819Z1819Z,salchs4,pe1801829Z12Z,xyl__D,pa160,ni2,mantr,cu2,hdca,pa180,ocdcea,glc__D,pg18111Z160,pgp181,zn2,pe120,fe3,ocdca,fecrm,ca2,mal__L,pe1819Z1845Z9Z12Z15Z,enter,pe1801819Z,pe140,lipa,butso3,pe160,pa181,ps161,pe161,pe1829Z12Z1835Z9Z12Z,pe1801845Z9Z12Z15Z,protein,3hpppn,all__D,succ,ps160,amet,ps140,h2o,pe18111Z1845Z9Z12Z15Z,mso3,ddca,hghhlipan,na1,rib__D,pi,pgp180,ethso3,pgp140,k,pentso3,octa,tchola,ps181,cellb,hxa,hdcea,ps141,ps180,pe18111Z1819Z,h2o2,cell6,pe18111Z1835Z9Z12Z,pgp1819Z160,h,isetac,manb,manttr,arbtn_fe3,hghhlipa,fe2,pe1819Z1835Z9Z12Z,pe141,pg141,pa161,cu,pg1819Z160,pe1801835Z9Z12Z,fe3hox,pa140,actn__R,gthox,pg181,gal,pgp160,man,kdo2lipid4,ttdcea,pail18111Z160,3hcinnm,fum,akg,dca,pe181,cpgn,pg180,pgp141,coa,mn2,ttdca,for,gthrd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HhammondiHH34,his__L,pe180,pgp120,pg161,egly,glyb,leu__L,ac,enlipidA,ps120,tyr__L,g3ps,taur,chitob,pgp161,pg120,pe1819Z1829Z12Z,pa141,pg140,pg160,mg2,g3pg,drib,cro4,so4,arg__L,o16a4colipa,chol,pa120,cys__L,maltpt,pe18111Z1829Z12Z,pgp18111Z160,colipa,g1p,pail1819Z160,lipa_cold,pe1819Z1819Z,salchs4,pe1801829Z12Z,xyl__D,pa160,ni2,cu2,hdca,glyc3p,pa180,ptrc,fecost,ocdcea,glc__D,eca4colipa,pg18111Z160,pgp181,rmn,26dmani,zn2,pe120,fe3,ocdca,ca2,pe1819Z1845Z9Z12Z15Z,enter,degly,glyc,pe1801819Z,pe140,malttr,pheme,no2,lipa,spmd,butso3,met__L,cobalt2,pe160,pa181,fe3dcit,ps161,murein5p3p,pe161,pe1829Z12Z1835Z9Z12Z,pe1801845Z9Z12Z15Z,inost,protein,malt,gln__L,g3pe,ps160,malthx,mobd,ps140,h2o,pe18111Z1845Z9Z12Z15Z,ddca,arab__L,hghhlipan,na1,epist,crn,pi,rib__D,cd2,pgp180,tungs,lanost,pgp140,k,octa,colipap,g3pi,tchola,meglyxyl,glu__L,ps181,LptA,maltttr,hxa,hdcea,lido,ps141,met__D,ile__L,ps180,pe18111Z1819Z,acolipa,thm,murein5px3p,pe18111Z1835Z9Z12Z,pgp1819Z160,h,isetac,g3pc,murein3p3p,hghhlipa,fe2,pe1819Z1835Z9Z12Z,pe141,so3,pro__L,pg141,cu,pg1819Z160,pa161,pe1801835Z9Z12Z,ergst,pa140,pg181,14glucan,murein3px3p,gal,pgp160,asn__L,enlipa,kdo2lipid4,ttdcea,glyc2p,pail18111Z160,enlipidA_LptA,dca,pe181,zymst,tsul,cl,pg180,pgp141,mn2,pap,ttdca,for,gthrd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NceranaeBRL01,his__L,feoxam,pe180,pgp120,pg161,leu__L,enlipidA,ps120,pgp161,pg120,pe1819Z1829Z12Z,pa141,cit,pg140,pg160,mg2,so4,arg__L,o16a4colipa,cgly,pa120,cys__L,maltpt,pe18111Z1829Z12Z,pgp18111Z160,colipa,pail1819Z160,lipa_cold,feenter,pe1819Z1819Z,pe1801829Z12Z,xyl__D,pa160,ni2,cu2,hdca,pa180,fecost,ocdcea,glc__D,eca4colipa,pg18111Z160,pgp181,zn2,pe120,fe3,ocdca,fecrm,ca2,pe1819Z1845Z9Z12Z15Z,pe1801819Z,pe140,malttr,pheme,lipa,cobalt2,pe160,pa181,fe3dcit,ps161,pe161,pe1829Z12Z1835Z9Z12Z,pe1801845Z9Z12Z15Z,trp__L,protein,malt,ps160,amet,malthx,mobd,ps140,h2o,pe18111Z1845Z9Z12Z15Z,ddca,arab__L,hghhlipan,na1,epist,cd2,pgp180,lanost,pgp140,k,octa,colipap,ps181,glu__L,fe3dhbzs,LptA,maltttr,hxa,hdcea,fol,ps141,ferrich,ps180,pe18111Z1819Z,h2o2,acolipa,pe18111Z1835Z9Z12Z,pgp1819Z160,h,arbtn_fe3,hghhlipa,fe2,pe1819Z1835Z9Z12Z,salchs4fe,pe141,pg141,pa161,pg1819Z160,pe1801835Z9Z12Z,fe3hox,ergst,pa140,gthox,pg181,14glucan,gal,pgp160,enlipa,kdo2lipid4,ttdcea,pail18111Z160,enlipidA_LptA,dca,pe181,zymst,salchs2fe,tsul,cpgn,pg180,pgp141,mn2,tre,ptd1ino,pap,ttdca,hg2,gthrd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TequiWA,his__L,pe180,pgp120,focytc6,pg161,leu__L,ac,ps120,orn,taur,chitob,pgp161,fru,pg120,pe1819Z1829Z12Z,pa141,cit,pg140,pg160,sulfac,mg2,arg__L,pa120,cys__L,pgp18111Z160,pe18111Z1829Z12Z,colipa,pail1819Z160,lipa_cold,pe1819Z1819Z,salchs4,pe1801829Z12Z,pa160,pcrd,oaa,ni2,cu2,hdca,pa180,ocdcea,glc__D,pg18111Z160,pgp181,zn2,pe120,fe3,4crsol,ocdca,ca2,ppco,mal__L,pe1819Z1845Z9Z12Z15Z,enter,pe1801819Z,cbl2,pe140,pcox,pheme,lipa,butso3,pe160,pa181,ps161,pe161,pe1829Z12Z1835Z9Z12Z,4hbald,pe1801845Z9Z12Z15Z,inost,protein,all__D,succ,ps160,amet,mobd,ps140,h2o,pe18111Z1845Z9Z12Z15Z,mso3,o2,ddca,arab__L,hghhlipan,na1,rib__D,pi,pgp180,ethso3,pgp140,k,octa,tchola,ps181,hxa,hdcea,ps141,ps180,pe18111Z1819Z,h2o2,pe18111Z1835Z9Z12Z,pgp1819Z160,h,ficytc6,isetac,hghhlipa,fe2,pe1819Z1835Z9Z12Z,pe141,pg141,pa161,cu,pg1819Z160,pe1801835Z9Z12Z,ppcr,pa140,gthox,pg181,gal,pgp160,man,kdo2lipid4,ttdcea,pail18111Z160,fum,akg,dca,pe181,pg180,pgp141,coa,mn2,4hba,ttdca,lcts,for,gthrd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TgondiiFOU,val__L,his__L,pe180,pgp120,pg161,egly,glyb,leu__L,ac,enlipidA,chsterol,ps120,tyr__L,g3ps,orn,ser__L,taur,chitob,pgp161,fru,pg120,pe1819Z1829Z12Z,pa141,cit,pg140,pg160,citr__L,mg2,g3pg,drib,cro4,so4,arg__L,o16a4colipa,chol,pa120,cys__L,maltpt,pe18111Z1829Z12Z,pgp18111Z160,colipa,g1p,pail1819Z160,lipa_cold,feenter,pe1819Z1819Z,salchs4,pe1801829Z12Z,xyl__D,pa160,lipoate,pyr,ni2,cu2,hdca,glyc3p,pa180,ptrc,fecost,ocdcea,glc__D,eca4colipa,pg18111Z160,pgp181,26dmani,mal__D,zn2,pe120,fe3,ocdca,ca2,pe1819Z1845Z9Z12Z15Z,enter,degly,glyc,pe1801819Z,pe140,crm,malttr,pheme,no2,lipa,spmd,butso3,met__L,cobalt2,pe160,sprm,pa181,fe3dcit,ps161,murein5p3p,pe161,pe1829Z12Z1835Z9Z12Z,pe1801845Z9Z12Z15Z,inost,trp__L,protein,malt,gln__L,g3pe,ps160,succ,malthx,mobd,ps140,h2o,pe18111Z1845Z9Z12Z15Z,ddca,arab__L,hghhlipan,na1,epist,crn,pi,rib__D,pgp180,tungs,lanost,pgp140,k,octa,colipap,g3pi,tchola,meglyxyl,ps181,glu__L,fe3dhbzs,LptA,maltttr,hxa,hdcea,lido,lac__L,ps141,met__D,ile__L,ps180,pe18111Z1819Z,acolipa,4abut,murein5px3p,pe18111Z1835Z9Z12Z,pgp1819Z160,h,isetac,g3pc,murein3p3p,hghhlipa,fe2,pe1819Z1835Z9Z12Z,salchs4fe,pe141,so3,pro__L,pg141,cu,pg1819Z160,pa161,pe1801835Z9Z12Z,ergst,pa140,pg181,14glucan,murein3px3p,gal,pgp160,asn__L,man,enlipa,kdo2lipid4,ttdcea,glyc2p,pail18111Z160,enlipidA_LptA,ala__L,dca,fum,pe181,zymst,asp__L,sphmyln,salchs2fe,tsul,cl,pg180,pgp141,mn2,pnto__R,gal__L,ttdca,etha,for,gthrd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LarabicaLEM1108,val__L,his__L,feoxam,pe180,udcpdp,pgp120,pg161,glyb,leu__L,ac,enlipidA,galt,ps120,orn,ser__L,taur,chitob,pgp161,fru,pg120,pe1819Z1829Z12Z,pa141,pg140,pg160,sulfac,mnl,mg2,nh4,drib,so4,arg__L,o16a4colipa,arbt,pa120,cys__L,pgp18111Z160,pe18111Z1829Z12Z,colipa,g1p,udcpp,lipa_cold,pail1819Z160,pe1819Z1819Z,salchs4,pe1801829Z12Z,xyl__D,pa160,arsenb,ni2,gam,12ppd__S,cu2,hdca,no3,pa180,ptrc,fecost,ocdcea,glc__D,eca4colipa,pg18111Z160,pgp181,zn2,glucan4,pe120,fe3,pq,ocdca,fecrm,ca2,chtbs,pe1819Z1845Z9Z12Z15Z,enter,glyc,pe1801819Z,pe140,gdp,pheme,hco3,manglyc,lipa,gm1lipa,butso3,met__L,cobalt2,pe160,pa181,fe3dcit,ps161,pe161,pe1829Z12Z1835Z9Z12Z,pe1801845Z9Z12Z15Z,inost,acgam,protein,malt,gln__L,all__D,ps160,mobd,ps140,h2o,pe18111Z1845Z9Z12Z15Z,pqh2,mso3,ddca,hghhlipan,na1,epist,gm2lipa,crn,pi,rib__D,cd2,pgp180,tungs,lanost,ethso3,pgp140,gmp,k,pentso3,octa,colipap,tchola,Lcyst,gly,ps181,sbt__D,acmum,acmana,glu__L,LptA,hxa,hdcea,ascb__L,xylan4,ps141,co2,met__D,ile__L,ferrich,ps180,pe18111Z1819Z,acolipa,thm,pe18111Z1835Z9Z12Z,pgp1819Z160,h,isetac,arbtn_fe3,hghhlipa,fe2,pe1819Z1835Z9Z12Z,ferxa,pe141,pro__L,pg141,cu,pg1819Z160,pa161,pe1801835Z9Z12Z,fe3hox,ergst,glyald,pa140,glucan6,actn__R,alaala,pg181,gal,pgp160,asn__L,man,enlipa,kdo2lipid4,ttdcea,prolb,pail18111Z160,enlipidA_LptA,ala__L,dca,pe181,asp__L,zymst,hexc,tsul,thr__L,cpgn,pg180,pgp141,mn2,tre,ctbt,crn__D,ttdca,urea,lcts,sucr,gthrd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AalgeraePRA339,his__L,pgp120,pe180,pg161,glyb,leu__L,enlipidA,ps120,orn,taur,pgp161,fru,pg120,pe1819Z1829Z12Z,pa141,cit,pg140,pg160,mg2,cro4,so4,arg__L,o16a4colipa,cgly,chol,pa120,maltpt,pe18111Z1829Z12Z,pgp18111Z160,colipa,pail1819Z160,lipa_cold,pe1819Z1819Z,pe1801829Z12Z,xyl__D,pa160,arsenb,ni2,cu2,hdca,glyc3p,3mb,pa180,ptrc,fecost,ocdcea,glc__D,eca4colipa,pg18111Z160,pgp181,zn2,pe120,fe3,metox,ectoine,ocdca,ca2,pe1819Z1845Z9Z12Z15Z,pe1801819Z,pe140,malttr,pheme,gdp,lipa,spmd,butso3,met__L,cobalt2,pe160,pa181,ps161,pe161,pe1829Z12Z1835Z9Z12Z,pe1801845Z9Z12Z15Z,trp__L,protein,malt,gln__L,ps160,malthx,mobd,ps140,h2o,pe18111Z1845Z9Z12Z15Z,ddca,arab__L,hghhlipan,na1,epist,crn,pi,rib__D,pgp180,tungs,lanost,chols,pgp140,gmp,k,octa,colipap,ps181,glu__L,LptA,maltttr,ibt,hxa,hdcea,ps141,met__D,ps180,pepd,pe18111Z1819Z,acolipa,pe18111Z1835Z9Z12Z,pgp1819Z160,h,isetac,hghhlipa,fe2,pe1819Z1835Z9Z12Z,pe141,so3,pro__L,pa161,cu,pg1819Z160,pg141,pe1801835Z9Z12Z,ergst,pa140,pg181,14glucan,gal,pgp160,man,enlipa,kdo2lipid4,ttdcea,prolb,pta,pail18111Z160,enlipidA_LptA,dca,pe181,lys__L,gbbtn,metox__R,asp__L,zymst,tsul,but,cl,pg180,pgp141,mn2,tre,ctbt,ttdca,gthrd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EhepatopenaeiTH1,his__L,pe180,pgp120,pg161,leu__L,ps120,pgp161,pg120,pe1819Z1829Z12Z,pa141,pg140,pg160,mg2,cro4,so4,arg__L,cgly,pa120,cys__L,maltpt,pe18111Z1829Z12Z,pgp18111Z160,colipa,pail1819Z160,lipa_cold,pe1819Z1819Z,salchs4,pe1801829Z12Z,xyl__D,pa160,ni2,gal1p,hdca,glyc3p,pa180,fecost,glc__D,pg18111Z160,pgp181,pe120,fe3,ca2,pe1819Z1845Z9Z12Z15Z,enter,glyc,pe1801819Z,pe140,malttr,pheme,lipa,cobalt2,pe160,pa181,ps161,pe161,pe1829Z12Z1835Z9Z12Z,pe1801845Z9Z12Z15Z,inost,malthp,protein,malt,ps160,amet,malthx,mobd,ps140,h2o,pe18111Z1845Z9Z12Z15Z,ddca,hghhlipan,na1,epist,rib__D,pi,pgp180,tungs,lanost,pgp140,k,octa,ps181,glu__L,maltttr,hxa,ps141,ps180,pe18111Z1819Z,pe18111Z1835Z9Z12Z,pgp1819Z160,h,hghhlipa,fe2,pe1819Z1835Z9Z12Z,pe141,so3,pg141,pa161,cu,pg1819Z160,pe1801835Z9Z12Z,ergst,glyald,pa140,pg181,14glucan,gal,pgp160,kdo2lipid4,pail18111Z160,glcglyc,dca,pe181,zymst,tsul,thr__L,pg180,pgp141,tre,ttdca,urea,sucr,gthrd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VbrassicaformisCCMP3155,val__L,his__L,dcyt,feoxam,pe180,acnam,pgp120,pa120,pg161,egly,tartr__L,rnam,glyb,leu__L,ac,enlipidA,galt,antim,tyr__L,ps120,g3ps,orn,ser__L,taur,chitob,pgp161,fru,pg120,pe1819Z1829Z12Z,pa141,nmn,ppc1r,cit,pg140,pg160,istnt,sulfac,mnl,mg2,nh4,g3pg,cro4,so4,arg__L,o16a4colipa,cgly,chol,hexs,arbt,4h3npacald,cys__L,maltpt,pe18111Z1829Z12Z,pgp18111Z160,galman6,colipa,g1p,pail1819Z160,lipa_cold,arsni2,pe1819Z1819Z,3ntym,salchs4,pe1801829Z12Z,xyl__D,pa160,glcman600,arsenb,ni2,gam,buts,adn,cu2,hdca,no3,glyc3p,galman600,galman4,gua,glyclt,ptrc,fecost,ocdcea,glc__D,eca4colipa,3mb,pg18111Z160,26dmani,pa180,pgp181,zn2,pe120,xan,galur,fe3,eths,lac__D,metox,duri,ocdca,fecrm,ca2,chtbs,mal__L,pe1819Z1845Z9Z12Z15Z,enter,degly,glyc,pe1801819Z,cbl2,pe140,ppc1o,malttr,gdp,pheme,glcur,manglyc,lipa,no2,gm1lipa,spmd,hxan,butso3,met__L,cobalt2,pe160,pa181,fe3dcit,ps161,murein5p3p,glcman6,pe1829Z12Z1835Z9Z12Z,pe1801845Z9Z12Z15Z,glcman4,xylb,sula,pe161,mops,inost,acgam,ade,malt,malthp,gln__L,succ,trp__L,g3pe,ps160,protein,clpn141,malthx,mobd,ps140,h2o,pe18111Z1845Z9Z12Z15Z,dsbcrd,mso3,o2,ddca,arab__L,hghhlipan,na1,epist,gm2lipa,rib__D,pi,cd2,pgp180,tungs,lanost,ethso3,pgp140,bilea,gmp,k,pentso3,octa,colipap,g3pi,tchola,hg2,Lcyst,gly,meglyxyl,sbt__D,acmum,acmana,glu__L,dsbgox,maltttr,ps181,LptA,ibt,hxa,hdcea,lac__L,ascb__L,lido,xylan4,ps141,co2,met__D,cytd,ile__L,ferrich,ps180,pe18111Z1819Z,h2o2,acolipa,thm,4abut,murein5px3p,dsbgrd,pe18111Z1835Z9Z12Z,pgp1819Z160,h,isetac,g3pc,xylan12,arbtn_fe3,murein3p3p,fe2,pe1819Z1835Z9Z12Z,hghhlipa,pe141,so3,pro__L,pg141,cu,pg1819Z160,pa161,pe1801835Z9Z12Z,fe3hox,ergst,glyald,galctn__D,pa140,dsbcox,actn__R,thymd,pg181,14glucan,murein3px3p,gal,pgp160,asn__L,man,enlipa,kdo2lipid4,ttdcea,xylan8,xyl3,glyc2p,pta,pail18111Z160,enlipidA_LptA,ala__L,fum,akg,arsna,dad_2,dca,pe181,lys__L,5fthf,metox__R,asp__L,melib,zymst,hexc,tsul,thr__L,but,cpgn,cl,pg180,pgp141,pectin,mn2,tre,ura,ttdca,urea,lcts,sucr,for,gthrd,uri,,,,,,,,
Pfalciparum3D7,12dgr181,hdcoa,val__L,his__L,2agpe180,pe180,pgp120,focytc6,pg161,Rtotalcoa,2agpg141,xolest2,ac,enlipidA,dcacoa,chsterol,ps120,dag,tyr__L,leu__L,orn,ser__L,taur,chitob,pgp161,fru,pc,2agpe141,pg120,pe1819Z1829Z12Z,pa141,2agpg161,atp,cit,pg140,pg160,2agpg160,citr__L,mg2,cro4,so4,arg__L,o16a4colipa,pa120,cys__L,pgp18111Z160,pe18111Z1829Z12Z,colipa,12dgr140,pail1819Z160,lipa_cold,pe1819Z1819Z,salchs4,2agpe140,pe1801829Z12Z,xyl__D,pa160,lipoate,pcrd,ni2,2agpg140,cu2,hdca,pa180,ptrc,fecost,ocdcea,glc__D,eca4colipa,pg18111Z160,pgp181,mal__D,zn2,pe120,fe3,cdpdddecg,ocdca,ca2,cdpdhdec9eg,cdpdtdecg,pe1819Z1845Z9Z12Z15Z,phe__L,enter,12dgr160,ddcacoa,glyc,pe1801819Z,pe140,4abz,pdx5p,pcox,pheme,no2,lipa,2agpg180,2agpg120,hb,spmd,hxan,met__L,cobalt2,pe160,pa181,dolichol,ps161,pe161,pe1829Z12Z1835Z9Z12Z,pe1801845Z9Z12Z15Z,tdcoa,12dgr180,2ddecg3p,trp__L,protein,gln__L,succ,ps160,amet,clpn141,pe,mobd,ps140,pmtcoa,h2o,pe18111Z1845Z9Z12Z15Z,gthox_protein,o2,ddca,arab__L,hghhlipan,2agpe120,na1,epist,occoa,rib__D,pi,cd2,pgp180,tungs,lanost,pgp140,tag,k,octa,colipap,tchola,gly,ps181,glu__L,LptA,hxcoa,stcoa,hxa,hdcea,lac__L,fol,ps141,co2,Rtotal,met__D,ile__L,ferrich,ps180,cdpdodec11eg,pe18111Z1819Z,tdecoa,acolipa,thm,pe18111Z1835Z9Z12Z,pgp1819Z160,h,ficytc6,hghhlipa,mlthf,fe2,pe1819Z1835Z9Z12Z,pe141,so3,pro__L,pg141,cu,pg1819Z160,pa161,hemozoin,pe1801835Z9Z12Z,2agpg181,hcys__L,ergst,glyald,cdpdhdecg,ipdp,pa140,12dgr141,gthox,pg181,gal,pail,pgp160,2agpe161,asn__L,enlipa,kdo2lipid4,ttdcea,odecoa,o2s,pail18111Z160,12dgr161,enlipidA_LptA,ala__L,dca,fum,pe181,lys__L,zymst,asp__L,sphmyln,tsul,cdpdodecg,thr__L,pg180,pgp141,cdpdag,2agpe160,coa,mn2,12dgr120,2agpe181,cdpdtdec7eg,pydxn,pnto__R,ttdca,urea,for,gthrd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EdisparSAW760,amp,his__L,pe180,pgp120,pg161,glyb,leu__L,ac,enlipidA,galt,ps120,orn,taur,chitob,pgp161,cell4,fru,pg120,pe1819Z1829Z12Z,pa141,nmn,cit,indole,pg140,istnt,pg160,sulfac,mnl,mg2,so4,arg__L,o16a4colipa,arbt,pa120,hexs,cys__L,pgp18111Z160,pe18111Z1829Z12Z,colipa,pail1819Z160,lipa_cold,feenter,pe1819Z1819Z,salchs4,pe1801829Z12Z,xyl__D,pa160,arsenb,ni2,gam,buts,mantr,hdca,starch,3mb,pa180,ptrc,fecost,ocdcea,glc__D,eca4colipa,pg18111Z160,pgp181,zn2,glucan4,pe120,eths,fe3,metox,ocdca,ca2,chtbs,pe1819Z1845Z9Z12Z15Z,enter,pe1801819Z,pe140,pheme,manglyc,lipa,no2,spmd,butso3,met__L,cobalt2,pe160,pa181,fe3dcit,ps161,pe161,pe1829Z12Z1835Z9Z12Z,pe1801845Z9Z12Z15Z,salcn,xylb,sula,mops,inost,acgam,trp__L,malt,protein,succ,ps160,mobd,ps140,h2o,pe18111Z1845Z9Z12Z15Z,mso3,ddca,arab__L,hghhlipan,na1,epist,crn,pi,rib__D,cd2,pgp180,lanost,ethso3,pgp140,k,octa,colipap,g3pi,tchola,Lcyst,ps181,sbt__D,acmum,acmana,glu__L,fe3dhbzs,cellb,LptA,ibt,hxa,hdcea,ascb__L,xylan4,ps141,co2,met__D,ps180,pe18111Z1819Z,acolipa,4abut,cell6,pe18111Z1835Z9Z12Z,pgp1819Z160,h,isetac,g3pc,manb,manttr,hghhlipa,fe2,pe1819Z1835Z9Z12Z,salchs4fe,pe141,pro__L,dextrin,pg1819Z160,pa161,pg141,pe1801835Z9Z12Z,ergst,pa140,glucan6,actn__R,pg181,gal,pgp160,man,enlipa,kdo2lipid4,ttdcea,prolb,xyl3,pta,pail18111Z160,enlipidA_LptA,nad,fum,dca,pe181,lys__L,metox__R,zymst,salchs2fe,tsul,but,pg180,pgp141,mn2,tre,ctbt,crn__D,ttdca,urea,lcts,sucr,for,gthrd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
