,TgondiiGT1,TgondiiME49,Pfalciparum3D7_generic_biomass,Pfalciparum3D7_species_biomass,PbergheiANKA_generic_biomass,PbergheiANKA_species_biomass,PcynomolgiB_generic_biomass,PcynomolgiB_species_biomass,PvivaxSal1_generic_biomass,PvivaxSal1_species_biomass,ChominisTU502_2012,CparvumIowaII,PknowlesiH_generic_biomass,PknowlesiH_species_biomass,Pfalciparum3D7_without_ortho_generic_biomass,Pfalciparum3D7_without_ortho_species_biomass,PbergheiANKA_without_ortho_generic_biomass,PbergheiANKA_without_ortho_species_biomass,PcynomolgiB_without_ortho_generic_biomass,PcynomolgiB_without_ortho_species_biomass,PvivaxSal1_without_ortho_generic_biomass,PvivaxSal1_without_ortho_species_biomass,PknowlesiH_without_ortho_generic_biomass,PknowlesiH_without_ortho_species_biomass,pfal2018,pviv2018,pber2018,pkno2018,pcyn2018,ipfa2017,tg2015,iPfal18
UGCG_18_1_24_0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999999999999999,1.0000000000000016,0.9999999999999997,0.9999999999999993,1.0000000000000007,NA,NA,NA
R03104_c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.000000000000001,NA,NA
R00289_c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R05634_TGME49_306550_a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA
2agpg180_e_t,NA,NA,0.9899910515002124,0.9899910515002124,1.000000000000007,1.000000000000007,0.9999999999999971,0.9999999999999971,0.9999999999999982,0.9999999999999982,NA,NA,0.9999989697873463,0.9999989697873463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9999999999999762
NA1ATPasem,0.9999999999999998,0.9999999999999998,1.0000000000000064,1.0000000000000064,1.000000000000008,1.000000000000008,0.9999999999999992,0.9999999999999992,0.9999999999999962,0.9999999999999962,0.9999999999999974,1.0000000000000002,1.0000000000000009,1.0000000000000009,0.9999999999999983,0.9999999999999983,0.9999999999987896,0.9999999999987896,1.0000000000000098,1.0000000000000098,0.9999999999999984,0.9999999999999984,0.9999999999999994,0.9999999999999994,NA,NA,NA,NA,NA,NA,NA,NA
pe_prod2,NA,NA,1.0000000000000004,1.0000000000000004,1.0000000000000062,1.0000000000000062,0.9999999999999988,0.9999999999999988,0.9999999999999994,0.9999999999999994,NA,NA,1.0000000000000022,1.0000000000000022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9999999999999742
FAS80ACPxym_L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9995663240299714,0.9995663240299714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EXC_BOTH_C00288_e,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9999999999999966,NA,NA
R04953_a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EX_murein5px3p_e,1.0000000000000013,1.000000000000005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EX_isetac_e,0.9999999999999846,1.0000000000000056,NA,NA,1.0000000000000064,1.0000000000000064,NA,NA,NA,NA,1.0000000000000004,1.0000000000000002,NA,NA,NA,NA,0.9999999999987877,0.9999999999987877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EXC_BOTH_C12147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA
R02061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA
T_c_to_e_C04225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA
R02251_r,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0000000000000007,NA,NA
FAO181p_oddc,1.0000000000000004,1.0000000000000004,NA,NA,NA,NA,NA,NA,NA,NA,1.0000000000000078,0.9999999999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EXC_BOTH_C00036_e,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9999999999999972,NA,NA
EXC_BOTH_C02737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA
EXC_BOTH_C03150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA
R02147_c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0000000000000053,NA,NA
S4FE4SR,1.0000000000000016,0.9999999999999759,0.9999999999999991,0.9999999999999991,0.9999999999997361,0.9999999999997361,0.9999999999999981,0.9999999999999981,0.9999999999999988,0.9999999999999988,NA,NA,1.0000000000000007,1.0000000000000007,0.9999999999999987,0.9999999999999987,0.9999999999987899,0.9999999999987899,1.0000000000000109,1.0000000000000109,0.9999999999999997,0.9999999999999997,0.9999999999999994,0.9999999999999994,NA,NA,NA,NA,NA,NA,NA,NA
AGPAT180,1.000000000000001,0.9984971812102543,1.0000000000000002,1.0000000000000002,1.0000000000000069,1.0000000000000069,0.9999999999999984,0.9999999999999984,0.9999999999999988,0.9999999999999988,1.000000000000001,1.0000000000000009,1.0000000000000007,1.0000000000000007,1.0,1.0,0.9998557568413061,0.9998557568413061,1.0,1.0,1.0,1.0,1.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA
NTRARz,1.0000000000000007,1.0000000000000007,0.9999999999999991,0.9999999999999991,1.0000000000000198,1.0000000000000198,0.9999999999999989,0.9999999999999989,1.000000000000042,1.000000000000042,1.0,1.0000000000000002,1.0000000000000007,1.0000000000000007,0.9999999999999983,0.9999999999999983,0.9999999999987962,0.9999999999987962,1.0000000000000078,1.0000000000000078,1.0000000000000002,1.0000000000000002,0.9999999999999966,0.9999999999999966,NA,NA,NA,NA,NA,NA,NA,NA
DHDPRy,1.0000000000000018,0.9999999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EX_orot_e,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0000000000000009,1.0000000000000009,NA,NA,NA,NA,NA,NA,NA,NA,1.0000000000000002,1.0000000000000002,NA,NA,NA,NA,NA,NA,NA,NA
R03664_c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.000000000000002,NA,NA
EXC_BOTH_C12205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA
R01858_c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0000000000000002,NA,NA
HMPK3,NA,NA,1.0,1.0,NA,NA,0.9999999999999983,0.9999999999999983,0.9999999999999981,0.9999999999999981,NA,NA,1.000000000000001,1.000000000000001,1.0000000000000002,1.0000000000000002,NA,NA,1.0000000000000058,1.0000000000000058,1.000000000000001,1.000000000000001,1.000000000000001,1.000000000000001,NA,NA,NA,NA,NA,NA,NA,NA
LPLIPAL2ATG120,NA,NA,NA,NA,1.000000000000007,1.000000000000007,0.9999999999999987,0.9999999999999987,0.9999999999999969,0.9999999999999969,NA,NA,1.0000000000000009,1.0000000000000009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9999999999999779
T_c_to_e_C00658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA
T_c_to_e_C04506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA
EXC_BOTH_C00342_e,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9999999999999998,NA,NA
PA140abcppc,0.999999999999997,1.0000000000000004,0.9999999999998563,0.9999999999998563,1.0000000000000062,1.0000000000000062,0.9999999999999994,0.9999999999999994,0.9999999999999992,0.9999999999999992,1.0000000000000078,0.9999999999999998,1.000000000000001,1.000000000000001,0.9999999999999819,0.9999999999999819,0.9999748886252898,0.9999748886252898,1.0000000000000135,1.0000000000000135,1.0000000000000042,1.0000000000000042,1.000000000000001,1.000000000000001,NA,NA,NA,NA,NA,NA,NA,NA
FACOAL18111Z,0.9999999999999998,0.9999999999999999,1.0,1.0,1.000000000000008,1.000000000000008,0.9999999999999992,0.9999999999999992,0.9999999999999962,0.9999999999999962,0.9999999999999974,0.9999999999999998,1.0000000000000027,1.0000000000000027,1.0000000000000024,1.0000000000000024,0.9999999999987896,0.9999999999987896,1.0000000000000098,1.0000000000000098,0.9999999999999984,0.9999999999999984,0.9999999999999999,0.9999999999999999,NA,NA,NA,NA,NA,NA,NA,NA
OXOADLR,1.0000000000000016,1.0000000000000009,1.0,1.0,1.000000000000007,1.000000000000007,0.9999999999999983,0.9999999999999983,0.9999999999999981,0.9999999999999981,NA,NA,1.000000000000001,1.000000000000001,1.0000000000000002,1.0000000000000002,0.9999999999987921,0.9999999999987921,1.0000000000000058,1.0000000000000058,1.000000000000001,1.000000000000001,1.000000000000001,1.000000000000001,NA,NA,NA,NA,NA,NA,NA,NA
dgl_prod8,1.0000000000000002,1.000000000000002,1.0000000000000064,1.0000000000000064,1.0000000000000064,1.0000000000000064,1.0000000000000029,1.0000000000000029,0.9999999999999977,0.9999999999999977,1.0000000000000004,1.0000000000000002,1.0000000000000009,1.0000000000000009,0.9999999999999989,0.9999999999999989,0.9999999999987892,0.9999999999987892,1.0000000000000062,1.0000000000000062,0.9999999999999988,0.9999999999999988,0.9999999999999966,0.9999999999999966,NA,NA,NA,NA,NA,NA,NA,0.9999999999999767
NT5C,1.0000000000000009,1.0000000000000004,NA,NA,NA,NA,NA,NA,NA,NA,1.0000000000000175,1.0000000000000007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PGAMT,1.0000000000000124,0.9999999999999999,0.9999999999999983,0.9999999999999983,1.0000000000000118,1.0000000000000118,0.9999999999999994,0.9999999999999994,0.9999999999999981,0.9999999999999981,1.0000000000000009,1.0,1.0000000000000004,1.0000000000000004,0.9999999999999372,0.9999999999999372,0.9999999999987903,0.9999999999987903,0.9999999999999768,0.9999999999999768,0.9999999999999925,0.9999999999999925,0.9999999999999956,0.9999999999999956,NA,NA,NA,NA,NA,NA,NA,NA
DHCRD2,1.0,0.999999999999985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9999999999999809
APAPTm,NA,NA,0.9999999999999605,0.9999999999999605,1.000000000000028,1.000000000000028,0.9999999999999989,0.9999999999999989,0.9999999999999987,0.9999999999999987,NA,NA,1.0000000000000004,1.0000000000000004,0.9999999999999976,0.9999999999999976,0.9999999999987889,0.9999999999987889,0.9999999999999978,0.9999999999999978,0.9999999999999943,0.9999999999999943,0.9999999999999922,0.9999999999999922,NA,NA,NA,NA,NA,NA,NA,NA
T4HCINNMFM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9999999999999966,0.9999999999999966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T_a_to_c_C00025_a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA
FRD3,NA,NA,0.9999999999999984,0.9999999999999984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FRDO,0.9903097631895171,1.0000000000000004,1.0000000000000009,1.0000000000000009,1.0000000000000069,1.0000000000000069,0.9995977363236727,0.9995977363236727,0.9999999999999991,0.9999999999999991,NA,NA,1.0000000000000004,1.0000000000000004,0.999999999999998,0.999999999999998,0.9999999999987881,0.9999999999987881,0.9977293343522444,0.9977293343522444,0.999999999999997,0.999999999999997,0.9999999999999978,0.9999999999999978,NA,NA,NA,NA,NA,NA,NA,NA
T_c_to_e_C02412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA
R01736_c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0000000000000002,NA,NA
FAS141,NA,NA,0.9999999999999994,0.9999999999999994,1.0000000000000062,1.0000000000000062,1.0000000000003666,1.0000000000003666,0.9999999999999978,0.9999999999999978,NA,NA,1.000000000000002,1.000000000000002,1.000000000000001,1.000000000000001,0.9999999999986249,0.9999999999986249,0.9999568930621592,0.9999568930621592,1.0000000000002458,1.0000000000002458,1.0000000000004727,1.0000000000004727,NA,NA,NA,NA,NA,NA,NA,NA
SUCOAS1m,1.0000000000000038,1.000000000000001,0.9999999999999992,0.9999999999999992,1.000000000000028,1.000000000000028,0.9999999999999989,0.9999999999999989,0.9999999999999987,0.9999999999999987,NA,NA,1.0000000000000007,1.0000000000000007,0.9999999999999976,0.9999999999999976,0.9999999999987936,0.9999999999987936,1.0000000000000078,1.0000000000000078,1.0000000000000002,1.0000000000000002,0.9999999999999993,0.9999999999999993,1.0,1.0000000000000002,0.9999999999999997,0.999999999999999,1.000000000000001,NA,NA,0.9999999999999757
R04559_TGME49_263190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA
R10116_EXP_2_TGME49_226300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA
FACOAE180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0000000000000029,1.0000000000000029,1.0000000000000016,1.0000000000000016,0.9999903933778916,0.9999903933778916,NA,NA,NA,NA,NA,NA,NA,NA
AP4AH1,NA,NA,NA,NA,1.0000000000000067,1.0000000000000067,0.9999999999999983,0.9999999999999983,0.9999999999999986,0.9999999999999986,NA,NA,1.0000000000000009,1.0000000000000009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9999999999999997,0.9999999999999997,0.999999999999999,1.0000000000000004,1.0000000000000018,NA,NA,0.9999999999999998
MLTHFtap,NA,NA,1.0000000000000002,1.0000000000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9999999999997617
EXC_BOTH_C03460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA
EXC_BOTH_C11386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA
MCBTS2,1.0000000000000004,1.0000000000000004,NA,NA,NA,NA,NA,NA,NA,NA,1.0000000000000062,1.0000000000000007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FECOSTAT_SC,0.9999999999999993,1.000000000000131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EX_pa120_e,1.0000000000000013,1.000000000000005,1.0000000000000002,1.0000000000000002,1.0000000000000064,1.0000000000000064,1.0,1.0,0.9999999999999989,0.9999999999999989,1.0000000000000087,0.9999999999999998,1.0000000000000027,1.0000000000000027,1.000000000000027,1.000000000000027,0.9999999999987761,0.9999999999987761,1.0000000000000036,1.0000000000000036,1.0000000000002516,1.0000000000002516,1.000000000000001,1.000000000000001,NA,NA,NA,NA,NA,NA,NA,NA
AMITKP,NA,NA,1.0,1.0,1.000000000000008,1.000000000000008,0.9999999999999992,0.9999999999999992,0.9999999999999962,0.9999999999999962,NA,NA,1.0000000000000027,1.0000000000000027,1.0000000000000024,1.0000000000000024,0.9999999999987896,0.9999999999987896,1.0000000000000098,1.0000000000000098,1.000000000000002,1.000000000000002,0.9999999999999999,0.9999999999999999,NA,NA,NA,NA,NA,NA,NA,NA
T_c_to_e_C00364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA
HCYSte,NA,NA,1.0000000000000004,1.0000000000000004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9999960344219597,0.9999960344219597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AACPS2,1.0000000000000007,1.0000000000000007,0.9998419758765066,0.9998419758765066,1.000000000000028,1.000000000000028,0.9999999999999989,0.9999999999999989,0.9999999999999987,0.9999999999999987,1.0,1.0000000000000002,1.0000000000000004,1.0000000000000004,0.9999999999999947,0.9999999999999947,0.9986745420659278,0.9986745420659278,1.0000000000000078,1.0000000000000078,1.0000000000000053,1.0000000000000053,0.9999878336855248,0.9999878336855248,NA,NA,NA,NA,NA,NA,NA,NA
PREPTHS2,0.9999999999999998,1.0000000000000002,NA,NA,NA,NA,NA,NA,NA,NA,0.9999999999999974,0.9999999999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DGDGW6DS1829Z12Z1634Z7Z10Zc,0.999999999999997,1.0000000000000004,0.9999999999998563,0.9999999999998563,1.0000000000000067,1.0000000000000067,1.0000000000000002,1.0000000000000002,0.9999999999999992,0.9999999999999992,NA,NA,1.0000000000000009,1.0000000000000009,1.0000000000000009,1.0000000000000009,0.9999999999987914,0.9999999999987914,1.0000000000000064,1.0000000000000064,1.0000000000000042,1.0000000000000042,0.9999999999999999,0.9999999999999999,NA,NA,NA,NA,NA,NA,NA,NA
EXC_BOTH_C00197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA
2agpe140_e_t,NA,NA,1.0000000000000022,1.0000000000000022,1.000000000000007,1.000000000000007,0.9999999999999971,0.9999999999999971,0.9999999999999964,0.9999999999999964,NA,NA,1.0000000000000013,1.0000000000000013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9999999999999762
R10242_TGME49_304480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA
R02581_TGME49_290890,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA
T_a_to_c_C04742_a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA
EAR160_m,1.0000000000000016,1.0000000000000004,0.9999999999999998,0.9999999999999998,1.0000000000000084,1.0000000000000084,0.9999999999999993,0.9999999999999993,0.999999999999998,0.999999999999998,NA,NA,1.0000000000000004,1.0000000000000004,0.999999999999998,0.999999999999998,0.9999999999987935,0.9999999999987935,1.0000000000000109,1.0000000000000109,1.0000000000000029,1.0000000000000029,0.9999999999999978,0.9999999999999978,NA,NA,NA,NA,NA,NA,NA,NA
R00115_m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9999999999999972,NA,NA
R05578_TGME49_263870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA
EXC_BOTH_C00272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA
EXC_BOTH_C14150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA
R00705_TGME49_311370_m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA
EXC_BOTH_Lipids,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA
MDHi2,0.9999999999999998,1.0000000000000002,0.9999999999999994,0.9999999999999994,0.9999460512648817,0.9999460512648817,0.9998380219576167,0.9998380219576167,0.9998400157155657,0.9998400157155657,0.9999999999999974,0.9999999999999998,0.9998400010920768,0.9998400010920768,1.0000000000000009,1.0000000000000009,0.9999999999987893,0.9999999999987893,1.000000000000011,1.000000000000011,0.9999999999999984,0.9999999999999984,0.9999999999999994,0.9999999999999994,NA,NA,NA,NA,NA,NA,NA,NA
EX_lipoate_e,1.0000000000000009,1.0000000000000007,0.9999999999999972,0.9999999999999972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9999999999999996,0.9999999999999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
