,T. gondii GT1,T. gondii ME49,P. falciparum 3D7,P. berghei ANKA,P. vivax Sal1,C. hominis TU502 (2012),C. parvum Iowa II,E. histolytica HM1IMSS-A,L. major SD75,T. cruzi CL Brener,T. brucei Lister 427,V. brassicaformis CCMP3155,B. bovis T2Bo,N. fowleri ATCC30863
THZPSN,nonlethal,,nonlethal,nonlethal,nonlethal,,,,,not in model,,,,
3OAR40_ap,not in model,,not in model,nonlethal,nonlethal,,,,,not in model,,,,
8AONNt2,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
ACOTAimc,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
LPLIPAL2E180,not in model,,not in model,nonlethal,nonlethal,,,,,not in model,,,,
ASQDCADS1829Z12Z160,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
PGW3DS1839Z12Z15Z160c,nonlethal,,nonlethal,nonlethal,nonlethal,,,,,not in model,,,,
GLGNS1,not in model,,nonlethal,not in model,not in model,,,,,not in model,,,,
r1641,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
ECA4COLIPAabctexc,nonlethal,,nonlethal,not in model,nonlethal,,,,,not in model,,,,
G12MT1,nonlethal,,nonlethal,nonlethal,nonlethal,,,,,not in model,,,,
ADAPAT,not in model,,nonlethal,nonlethal,nonlethal,,,,,not in model,,,,
MEHLER,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
LLDH_ferr_mc,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
MGDGD4DS1829Z12Z1644Z7Z10Z13Zc,nonlethal,,nonlethal,nonlethal,nonlethal,,,,,not in model,,,,
FASm2401,nonlethal,,not in model,not in model,not in model,,,,,not in model,,,,
LCYSTAT,nonlethal,,not in model,nonlethal,nonlethal,,,,,not in model,,,,
COORr,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
LYSPHEILEt,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
PYK,nonlethal,,nonlethal,nonlethal,nonlethal,,,,,not in model,,,,
Clt,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
ACMANApts,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
6MPURPRT,nonlethal,,not in model,not in model,nonlethal,,,,,not in model,,,,
AGMHE,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
CYSTGLUex,not in model,,not in model,nonlethal,nonlethal,,,,,not in model,,,,
MTOLDOX,nonlethal,,not in model,not in model,not in model,,,,,not in model,,,,
NTP2,not in model,,not in model,nonlethal,not in model,,,,,not in model,,,,
THMMPtrbc,not in model,,not in model,not in model,nonlethal,,,,,not in model,,,,
LPLIPAL2ATE120,not in model,,not in model,nonlethal,nonlethal,,,,,not in model,,,,
SERt2m,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
PLDAGAT16018111Z1819Z2,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
EAR40x,nonlethal,,nonlethal,nonlethal,nonlethal,,,,,not in model,,,,
ECOAH3_1c,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
APPTmc,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
PAPA1601819Z,not in model,,not in model,nonlethal,not in model,,,,,not in model,,,,
MTHFO,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
UAGDP,nonlethal,,nonlethal,nonlethal,nonlethal,,,,,not in model,,,,
UPPDC1_ap,not in model,,not in model,nonlethal,nonlethal,,,,,not in model,,,,
FRNDPR2r,nonlethal,,not in model,not in model,not in model,,,,,not in model,,,,
GalMr,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
G3PD7,nonlethal,,nonlethal,nonlethal,nonlethal,,,,,not in model,,,,
THRD_Lm,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
EX_galur_e,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
SUCFUMtm,nonlethal,,nonlethal,nonlethal,nonlethal,,,,,not in model,,,,
LPEH2264Z7Z10Z13Z16Z19Z_sn1_c,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
AGPR,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
ECOAH2m,nonlethal,,not in model,not in model,not in model,,,,,not in model,,,,
HYPOE,nonlethal,,nonlethal,nonlethal,nonlethal,,,,,not in model,,,,
PEDS1829Z12Z1835Z9Z12Z,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
FAS141ACPmc,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
HXAt1,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
HSTPTr,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
G6PI_1,nonlethal,,nonlethal,nonlethal,nonlethal,,,,,not in model,,,,
Hfv,not in model,,nonlethal,nonlethal,nonlethal,,,,,not in model,,,,
GALt2,nonlethal,,nonlethal,nonlethal,nonlethal,,,,,not in model,,,,
GSNt,not in model,,not in model,nonlethal,nonlethal,,,,,not in model,,,,
IPDDI,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
XTSNH,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
RTOTALt,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
EX_tyrtrpphe_e,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
CHOPT_HDE_HDE_c,not in model,,not in model,nonlethal,not in model,,,,,not in model,,,,
pi_prod4,not in model,,nonlethal,nonlethal,nonlethal,,,,,not in model,,,,
MSULR,not in model,,nonlethal,not in model,not in model,,,,,not in model,,,,
EX_5aop_e,not in model,,not in model,nonlethal,not in model,,,,,not in model,,,,
ADNUC,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
FASm280,nonlethal,,not in model,not in model,not in model,,,,,not in model,,,,
CFAS160E,not in model,,nonlethal,not in model,nonlethal,,,,,not in model,,,,
APH181,not in model,,not in model,not in model,nonlethal,,,,,not in model,,,,
HMR_1627,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
GLNSP1,nonlethal,,not in model,not in model,not in model,,,,,not in model,,,,
C190cSN,nonlethal,,nonlethal,nonlethal,nonlethal,,,,,not in model,,,,
CHRPL,not in model,,not in model,nonlethal,nonlethal,,,,,not in model,,,,
PLDAGAT_HDE_HDE_HDE_PE_13_c,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
ALAtmi,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
MACCOAT,nonlethal,,nonlethal,not in model,not in model,,,,,not in model,,,,
EX_hislysthr_e,nonlethal,,not in model,not in model,not in model,,,,,not in model,,,,
3HPCOAHYD,nonlethal,,not in model,not in model,not in model,,,,,not in model,,,,
G12MT4,nonlethal,,nonlethal,nonlethal,nonlethal,,,,,not in model,,,,
FACOAL170_ISO,nonlethal,,nonlethal,nonlethal,not in model,,,,,not in model,,,,
CLt3r_2,nonlethal,,not in model,not in model,not in model,,,,,not in model,,,,
LPLIPAL2ATE140,not in model,,not in model,nonlethal,nonlethal,,,,,not in model,,,,
SHCHF,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
ORNt3m,nonlethal,,nonlethal,not in model,not in model,,,,,not in model,,,,
EX_lido_e,nonlethal,,not in model,not in model,not in model,,,,,not in model,,,,
VALTAim,nonlethal,,not in model,not in model,not in model,,,,,not in model,,,,
EX_12dgr160_e,not in model,,nonlethal,nonlethal,nonlethal,,,,,not in model,,,,
EX_thrthrarg_e,not in model,,nonlethal,not in model,not in model,,,,,not in model,,,,
Cut1,nonlethal,,nonlethal,nonlethal,nonlethal,,,,,not in model,,,,
APH140,not in model,,not in model,not in model,nonlethal,,,,,not in model,,,,
GLYCOe,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
PAPA1819Z1819Z,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
PLDAGAT18111Z18111Z1601,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
MM1,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
MGSA,nonlethal,,not in model,not in model,not in model,,,,,not in model,,,,
RIBFSc,not in model,,nonlethal,not in model,not in model,,,,,not in model,,,,
ILEPROLYSr,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
NAt3_1,nonlethal,,not in model,not in model,not in model,,,,,not in model,,,,
PHYTES,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
EX_glcur_e,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
EX_pail1819Z160_e,nonlethal,,nonlethal,nonlethal,nonlethal,,,,,not in model,,,,
PDE5,nonlethal,,nonlethal,nonlethal,nonlethal,,,,,not in model,,,,
LPCAT_MYRS_DHA_sn2_c,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
FAH1819Zc,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
FASC182ACP,nonlethal,,nonlethal,not in model,not in model,,,,,not in model,,,,
3HBCOAHL,nonlethal,,not in model,not in model,not in model,,,,,not in model,,,,
EX_mg2_e,nonlethal,,nonlethal,nonlethal,nonlethal,,,,,not in model,,,,
PGW6DS1829Z12Z160c,nonlethal,,nonlethal,nonlethal,nonlethal,,,,,not in model,,,,
CHITOBptsc,nonlethal,,nonlethal,nonlethal,nonlethal,,,,,not in model,,,,
DSAT,nonlethal,,not in model,nonlethal,nonlethal,,,,,not in model,,,,
EX_cit_e,nonlethal,,nonlethal,nonlethal,nonlethal,,,,,not in model,,,,
ACOAR3m,not in model,,nonlethal,nonlethal,nonlethal,,,,,not in model,,,,
pe_prod17,not in model,,nonlethal,nonlethal,nonlethal,,,,,not in model,,,,
EX_tyrtyr_e,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
2DGULRy,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
5DOAN,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
EX_pg18111Z160_e,nonlethal,,nonlethal,nonlethal,nonlethal,,,,,not in model,,,,
PCFLOPm_cho,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
ASPCT_1,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
CDGS1,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
ECOAH11pc,nonlethal,,not in model,not in model,not in model,,,,,not in model,,,,
DHNPAm,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
TARTDC,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
3OAS100_1c,nonlethal,,nonlethal,nonlethal,nonlethal,,,,,not in model,,,,
PLA2PE_STC_OLE_c,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
MGt5,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
GALMAN600a_e,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
EX_dsbcrd_e,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
CHLPCTD,nonlethal,,nonlethal,nonlethal,nonlethal,,,,,not in model,,,,
DGDGGH1829Z12Z1637Z10Z13Zc,nonlethal,,not in model,not in model,not in model,,,,,not in model,,,,
HMR_0846nhs,not in model,,nonlethal,not in model,not in model,,,,,not in model,,,,
LPLIPAL2A161,not in model,,not in model,nonlethal,nonlethal,,,,,not in model,,,,
NADH7,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
HEMELmc,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
G16MTc,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
HYXNt,not in model,,nonlethal,nonlethal,nonlethal,,,,,not in model,,,,
ARGN,nonlethal,,nonlethal,nonlethal,nonlethal,,,,,not in model,,,,
MTHFC,nonlethal,,not in model,nonlethal,nonlethal,,,,,not in model,,,,
SULFACabcppc,not in model,,not in model,nonlethal,not in model,,,,,not in model,,,,
GLXCBL,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
DAGAH_STC_ALNA_c,not in model,,nonlethal,not in model,not in model,,,,,not in model,,,,
PIPLC,not in model,,not in model,nonlethal,nonlethal,,,,,not in model,,,,
GTPOPm,nonlethal,,nonlethal,nonlethal,nonlethal,,,,,not in model,,,,
PLDAGAT1819Z18111Z1819Z4,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
CHOPT_HDE_EPA_c,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
L_LACDm,not in model,,nonlethal,nonlethal,nonlethal,,,,,not in model,,,,
ASNt2r,nonlethal,,not in model,nonlethal,nonlethal,,,,,not in model,,,,
AGPAT161_ap,not in model,,not in model,nonlethal,nonlethal,,,,,not in model,,,,
CTPS2,nonlethal,,nonlethal,nonlethal,nonlethal,,,,,not in model,,,,
QULNS_1,not in model,,not in model,nonlethal,nonlethal,,,,,not in model,,,,
PELINL_HSABCtnhs,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
GLNSP2,nonlethal,,not in model,not in model,not in model,,,,,not in model,,,,
ANNAT,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
TAGAH1601819Z1845Z9Z12Z15Z,nonlethal,,not in model,not in model,not in model,,,,,not in model,,,,
NADH5,nonlethal,,nonlethal,not in model,not in model,,,,,not in model,,,,
AGPAT180,nonlethal,,nonlethal,nonlethal,nonlethal,,,,,not in model,,,,
AP4AH,nonlethal,,nonlethal,nonlethal,nonlethal,,,,,not in model,,,,
SK_trnaphe_c,not in model,,nonlethal,nonlethal,nonlethal,,,,,not in model,,,,
PLA2PC_STC_GLNA_c,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
ACOADAGAT1819Z18111Z1845Z9Z12Z15Z,nonlethal,,not in model,nonlethal,not in model,,,,,not in model,,,,
BTS,nonlethal,,not in model,not in model,not in model,,,,,not in model,,,,
TREabc,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
PS180abcppc,nonlethal,,nonlethal,nonlethal,nonlethal,,,,,not in model,,,,
EX_sbt__D_e,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
G3PAT181_ap,not in model,,not in model,nonlethal,nonlethal,,,,,not in model,,,,
3OAR140,nonlethal,,nonlethal,nonlethal,nonlethal,,,,,not in model,,,,
EAR121x,nonlethal,,nonlethal,nonlethal,nonlethal,,,,,not in model,,,,
3NUCLE3,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
GALCTND,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
EPMGH,nonlethal,,not in model,not in model,not in model,,,,,not in model,,,,
PIcm,nonlethal,,nonlethal,nonlethal,nonlethal,,,,,not in model,,,,
ACOADAGAT18111Z18111Z180,nonlethal,,not in model,nonlethal,not in model,,,,,not in model,,,,
DKDID,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
LPAMt_c,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
EX_murein4px4p4p_e,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
Kt1,nonlethal,,nonlethal,nonlethal,nonlethal,,,,,not in model,,,,
ACP1819ZD9DSc,nonlethal,,nonlethal,nonlethal,nonlethal,,,,,not in model,,,,
LALDO,nonlethal,,not in model,not in model,not in model,,,,,not in model,,,,
DASYN_SA,nonlethal,,not in model,not in model,not in model,,,,,not in model,,,,
SSALy,nonlethal,,nonlethal,not in model,not in model,,,,,not in model,,,,
PACPTc,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
PHETRS,nonlethal,,nonlethal,nonlethal,nonlethal,,,,,not in model,,,,
EAR120x_ap,not in model,,not in model,nonlethal,nonlethal,,,,,not in model,,,,
PYAM5PO,nonlethal,,nonlethal,nonlethal,nonlethal,,,,,not in model,,,,
OCACPSST_m,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
TYROXDAc,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
EX_epist_e,nonlethal,,nonlethal,nonlethal,nonlethal,,,,,not in model,,,,
UTCY,nonlethal,,not in model,not in model,not in model,,,,,not in model,,,,
DGDGGH1819Z1637Z10Z13Zc,nonlethal,,not in model,not in model,not in model,,,,,not in model,,,,
HMR_2862,not in model,,not in model,nonlethal,not in model,,,,,not in model,,,,
AGPATCOA1601819Z,not in model,,nonlethal,nonlethal,nonlethal,,,,,not in model,,,,
FUM,nonlethal,,nonlethal,nonlethal,nonlethal,,,,,not in model,,,,
2AGPEAT160,nonlethal,,nonlethal,nonlethal,nonlethal,,,,,not in model,,,,
C22STDS,nonlethal,,nonlethal,nonlethal,nonlethal,,,,,not in model,,,,
ACOADAGAT1819Z1819Z180,nonlethal,,not in model,nonlethal,not in model,,,,,not in model,,,,
ETHAK,nonlethal,,nonlethal,nonlethal,nonlethal,,,,,not in model,,,,
DAGAH_MYRS_DHA_c,not in model,,nonlethal,not in model,not in model,,,,,not in model,,,,
MMSAD3m,nonlethal,,not in model,not in model,not in model,,,,,not in model,,,,
KAS10,nonlethal,,nonlethal,nonlethal,nonlethal,,,,,not in model,,,,
PPCK,nonlethal,,nonlethal,nonlethal,nonlethal,,,,,not in model,,,,
TRIGS_SC,nonlethal,,nonlethal,nonlethal,not in model,,,,,not in model,,,,
MECDPDH2_ap,not in model,,not in model,nonlethal,nonlethal,,,,,not in model,,,,
LPLIPAL2ATE180,not in model,,not in model,nonlethal,nonlethal,,,,,not in model,,,,
MNabc,nonlethal,,nonlethal,nonlethal,nonlethal,,,,,not in model,,,,
GLYALDt,not in model,,nonlethal,nonlethal,nonlethal,,,,,not in model,,,,
APPThc,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
MMM2,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
VALLEUPHEr,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
Protein_t,nonlethal,,nonlethal,nonlethal,nonlethal,,,,,not in model,,,,
DGDGGH1829Z12Z1617Zc,nonlethal,,not in model,not in model,not in model,,,,,not in model,,,,
UPPDC2,nonlethal,,nonlethal,nonlethal,nonlethal,,,,,not in model,,,,
HKYNH,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
2_7_8_3,nonlethal,,not in model,nonlethal,nonlethal,,,,,not in model,,,,
D_LACDmc,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
IPPMIb,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
DUTCP,nonlethal,,not in model,not in model,not in model,,,,,not in model,,,,
PLDAGAT1819Z18111Z18111Z1,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
DGC3D,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
ABO4g_cho,not in model,,nonlethal,not in model,not in model,,,,,not in model,,,,
VCACT,nonlethal,,nonlethal,nonlethal,nonlethal,,,,,not in model,,,,
DVCHLDRc,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
FPGS5m,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
MTHFR3,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
GNK,not in model,,not in model,nonlethal,nonlethal,,,,,not in model,,,,
3MOPtmt,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
GCCbim,nonlethal,,nonlethal,nonlethal,nonlethal,,,,,not in model,,,,
2DGLCNRx,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
PLDAGAT_LNA_EPA_GLNA_PC_4_c,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
PCW3DS_EPA_EPA_sn2_c,not in model,,not in model,nonlethal,not in model,,,,,not in model,,,,
EX_buts_e,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
SBTPD,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
TAGAH1819Z18111Z18111Z,nonlethal,,not in model,not in model,not in model,,,,,not in model,,,,
FAO141p_evenc,nonlethal,,not in model,not in model,not in model,,,,,not in model,,,,
EX_pa181_e,nonlethal,,nonlethal,nonlethal,nonlethal,,,,,not in model,,,,
lipid4,not in model,,nonlethal,nonlethal,nonlethal,,,,,not in model,,,,
CHOPT_PALM_DHA_c,not in model,,not in model,nonlethal,not in model,,,,,not in model,,,,
AMPDA,nonlethal,,nonlethal,nonlethal,nonlethal,,,,,not in model,,,,
3OAS161_ap,not in model,,not in model,nonlethal,nonlethal,,,,,not in model,,,,
ASPt2_3,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
PGSA140,nonlethal,,not in model,nonlethal,nonlethal,,,,,not in model,,,,
PFK_2,not in model,,nonlethal,nonlethal,nonlethal,,,,,not in model,,,,
NADPHQR3,nonlethal,,not in model,not in model,not in model,,,,,not in model,,,,
EX_3ump_e,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
MALTTTRabc,nonlethal,,not in model,not in model,not in model,,,,,not in model,,,,
LLDH_ferr_m,nonlethal,,nonlethal,nonlethal,nonlethal,,,,,not in model,,,,
T2DECAI,not in model,,nonlethal,nonlethal,not in model,,,,,not in model,,,,
FACOAL160t2pp_ap,not in model,,not in model,nonlethal,nonlethal,,,,,not in model,,,,
EX_idl_enhs,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
r0016,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
G3PD1ir,nonlethal,,nonlethal,nonlethal,nonlethal,,,,,not in model,,,,
RETINOLACACTc,nonlethal,,not in model,nonlethal,not in model,,,,,not in model,,,,
HMR_1644,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
PROt4_2_r,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
OCTDPS,nonlethal,,nonlethal,nonlethal,nonlethal,,,,,not in model,,,,
FERRICHabc,not in model,,nonlethal,nonlethal,not in model,,,,,not in model,,,,
MDDEP4ppc,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
DATCY,nonlethal,,not in model,not in model,not in model,,,,,not in model,,,,
ACOADAGAT18111Z18111Z160,nonlethal,,not in model,nonlethal,not in model,,,,,not in model,,,,
CHOPT_PALM_PALM_c,not in model,,not in model,nonlethal,not in model,,,,,not in model,,,,
UDPACGLP,nonlethal,,nonlethal,nonlethal,not in model,,,,,not in model,,,,
KAT6,not in model,,not in model,nonlethal,nonlethal,,,,,not in model,,,,
CERS224,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
ACACT5r,nonlethal,,nonlethal,nonlethal,nonlethal,,,,,not in model,,,,
SQLErxc,nonlethal,,not in model,not in model,nonlethal,,,,,not in model,,,,
GLCS2,nonlethal,,not in model,not in model,not in model,,,,,not in model,,,,
PSERT,nonlethal,,nonlethal,not in model,not in model,,,,,not in model,,,,
PTD1INOt,not in model,,not in model,nonlethal,not in model,,,,,not in model,,,,
3HAD40_2,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
10FTHFGLULLm,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
PDHam2mic,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
DURIPP,not in model,,not in model,nonlethal,nonlethal,,,,,not in model,,,,
3OAR121_ap,not in model,,not in model,nonlethal,nonlethal,,,,,not in model,,,,
HMNOc,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
PAPSR,nonlethal,,nonlethal,nonlethal,nonlethal,,,,,not in model,,,,
TTDCAFATPc,nonlethal,,nonlethal,nonlethal,nonlethal,,,,,not in model,,,,
EX_12dgr120_e,not in model,,nonlethal,nonlethal,nonlethal,,,,,not in model,,,,
DLDLBTc,not in model,,not in model,nonlethal,nonlethal,,,,,not in model,,,,
EX_pc_e,not in model,,nonlethal,nonlethal,nonlethal,,,,,not in model,,,,
PYRDC,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
ADD,nonlethal,,not in model,not in model,not in model,,,,,not in model,,,,
G3PAT181_9,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
CLPNS161,nonlethal,,nonlethal,nonlethal,nonlethal,,,,,not in model,,,,
FA161COAabcpc,nonlethal,,not in model,not in model,not in model,,,,,not in model,,,,
2AGPEAT181,nonlethal,,nonlethal,nonlethal,nonlethal,,,,,not in model,,,,
SBPP1,not in model,,not in model,nonlethal,not in model,,,,,not in model,,,,
CHOPT_STC_EPA_c,not in model,,nonlethal,not in model,not in model,,,,,not in model,,,,
ECOAH1,nonlethal,,not in model,nonlethal,nonlethal,,,,,not in model,,,,
EX_o2s_e,not in model,,nonlethal,nonlethal,nonlethal,,,,,not in model,,,,
ASPabc,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
CLPNS181,nonlethal,,nonlethal,nonlethal,nonlethal,,,,,not in model,,,,
ACOADAGAT_EPA_EPA_DHA_c,not in model,,nonlethal,not in model,not in model,,,,,not in model,,,,
HMR_0876nhs,not in model,,nonlethal,not in model,not in model,,,,,not in model,,,,
OAAt2m,nonlethal,,not in model,not in model,not in model,,,,,not in model,,,,
ACPPAT141,nonlethal,,nonlethal,nonlethal,nonlethal,,,,,not in model,,,,
C100SN,nonlethal,,nonlethal,not in model,not in model,,,,,not in model,,,,
FBAm,nonlethal,,nonlethal,nonlethal,nonlethal,,,,,not in model,,,,
THFOR1,nonlethal,,nonlethal,nonlethal,nonlethal,,,,,not in model,,,,
GLYCtm,not in model,,nonlethal,nonlethal,nonlethal,,,,,not in model,,,,
EX_2ddecg3p_e,not in model,,nonlethal,nonlethal,nonlethal,,,,,not in model,,,,
DNTP,nonlethal,,nonlethal,nonlethal,nonlethal,,,,,not in model,,,,
CCP2m,nonlethal,,nonlethal,nonlethal,nonlethal,,,,,not in model,,,,
ACOAD1z,nonlethal,,not in model,not in model,not in model,,,,,not in model,,,,
IMPDm,nonlethal,,nonlethal,nonlethal,nonlethal,,,,,not in model,,,,
MG2A,nonlethal,,nonlethal,not in model,not in model,,,,,not in model,,,,
3HAACOAT120,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
CBL_m,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
CHLDA2tuc,nonlethal,,nonlethal,nonlethal,nonlethal,,,,,not in model,,,,
ACOADH100_m,nonlethal,,nonlethal,nonlethal,nonlethal,,,,,not in model,,,,
ORNTAC_1,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
ACOADAGAT1601819Z180,nonlethal,,not in model,nonlethal,not in model,,,,,not in model,,,,
ASR,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
PHEPHEr,not in model,,nonlethal,not in model,not in model,,,,,not in model,,,,
FACOAL50t2ppc,not in model,,not in model,not in model,nonlethal,,,,,not in model,,,,
OXOADLRc,nonlethal,,nonlethal,nonlethal,nonlethal,,,,,not in model,,,,
EX_acnam_e,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
ACCOAC,nonlethal,,nonlethal,nonlethal,nonlethal,,,,,not in model,,,,
HEXTTm,not in model,,not in model,nonlethal,nonlethal,,,,,not in model,,,,
HMR_1077,not in model,,not in model,nonlethal,not in model,,,,,not in model,,,,
EX_feenter_e,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
DDPGA,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
ACS,nonlethal,,nonlethal,nonlethal,nonlethal,,,,,not in model,,,,
HADPCOADH,nonlethal,,not in model,nonlethal,nonlethal,,,,,not in model,,,,
PEFLIP,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
NABTNO,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
SAM24MT,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
SMS,not in model,,nonlethal,nonlethal,nonlethal,,,,,not in model,,,,
ACOADAGAT1819Z18111Z1835Z9Z12Z,nonlethal,,not in model,nonlethal,not in model,,,,,not in model,,,,
DHORD5,nonlethal,,nonlethal,nonlethal,nonlethal,,,,,not in model,,,,
HISt2m,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
GLUSfx,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
FACOAL161,nonlethal,,nonlethal,nonlethal,nonlethal,,,,,not in model,,,,
HMSH,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
PG140abcppc,nonlethal,,nonlethal,nonlethal,nonlethal,,,,,not in model,,,,
DESAT16,not in model,,nonlethal,nonlethal,nonlethal,,,,,not in model,,,,
AHCYStr,not in model,,not in model,nonlethal,not in model,,,,,not in model,,,,
SAGH,not in model,,not in model,not in model,not in model,,,,,not in model,,,,
XANt,not in model,,not in model,nonlethal,nonlethal,,,,,not in model,,,,
