,T. gondii GT1,T. gondii ME49,P. falciparum 3D7,P. berghei ANKA,P. vivax Sal1,C. hominis TU502 (2012),C. parvum Iowa II,E. histolytica HM1IMSS-A,L. major SD75,T. cruzi CL Brener,T. brucei Lister 427,V. brassicaformis CCMP3155,B. bovis T2Bo,N. fowleri ATCC30863
PDHa,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
FEROt,,,not in model,not in model,not in model,,,,,,,,,
DAGAH16018111Z,,,not in model,not in model,not in model,,,,,,,,,
SPMDAT1,,,not in model,not in model,not in model,,,,,,,,,
PE_CHOtm,,,not in model,not in model,not in model,,,,,,,,,
GCCc,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
OGMEACPS,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
NADS1,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
CRETINOLPMTACTc,,,not in model,nonlethal,not in model,,,,,,,,,
EX_3mb_e,,,not in model,not in model,nonlethal,,,,,,,,,
CSND,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
FACOAL60t2ppc,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
LPLIPAL2G181,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
POR_1,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
OAACITtm,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
BGLA,,,not in model,not in model,not in model,,,,,,,,,
SS,,,not in model,not in model,not in model,,,,,,,,,
FACOAL_160_m,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
KAS8,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
VALtec,,,not in model,not in model,not in model,,,,,,,,,
ETHAPT_STC_DHA_c,,,not in model,not in model,not in model,,,,,,,,,
TMDK1,,,not in model,not in model,not in model,,,,,,,,,
2agpe141t,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
DGDGGH1829Z12Z160c,,,not in model,not in model,not in model,,,,,,,,,
SGAT,,,not in model,not in model,not in model,,,,,,,,,
ARGARGLYSt,,,not in model,not in model,not in model,,,,,,,,,
PTPATi,,,not in model,nonlethal,nonlethal,,,,,,,,,
TAGAH1819Z18111Z1835Z9Z12Z,,,not in model,not in model,not in model,,,,,,,,,
FACOAL160,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
CMPDAi,,,not in model,not in model,not in model,,,,,,,,,
RIBabc1,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
EX_acmum_e,,,not in model,not in model,not in model,,,,,,,,,
GRGTc,,,not in model,not in model,not in model,,,,,,,,,
AGAT_SC,,,not in model,nonlethal,not in model,,,,,,,,,
MGDGW3DS1839Z12Z15Z1627Z10Zc,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
ETHSO3abcppc,,,not in model,nonlethal,not in model,,,,,,,,,
METS,,,not in model,not in model,not in model,,,,,,,,,
URO,,,not in model,not in model,not in model,,,,,,,,,
CYSSERMETt,,,nonlethal,not in model,not in model,,,,,,,,,
BAMPPALDOXm,,,not in model,not in model,not in model,,,,,,,,,
PRO1x,,,nonlethal,not in model,not in model,,,,,,,,,
PSD120,,,not in model,nonlethal,nonlethal,,,,,,,,,
AHCYStm,,,not in model,not in model,not in model,,,,,,,,,
THD2,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
SO4HCOtex,,,not in model,not in model,not in model,,,,,,,,,
FACOAL181t2pp_ap,,,not in model,nonlethal,nonlethal,,,,,,,,,
EX_dsbard_e,,,not in model,nonlethal,nonlethal,,,,,,,,,
YVITEt,,,nonlethal,not in model,not in model,,,,,,,,,
PCMEH2ppc,,,not in model,not in model,not in model,,,,,,,,,
EX_cpgn_e,,,not in model,not in model,not in model,,,,,,,,,
MG2abc,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
THMPPt2m,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
RNDR4,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
FACOAL181,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
CERH124,,,not in model,nonlethal,not in model,,,,,,,,,
FASC240ACP,,,nonlethal,not in model,not in model,,,,,,,,,
HACD3,,,not in model,not in model,nonlethal,,,,,,,,,
CEPTCnhs,,,not in model,not in model,not in model,,,,,,,,,
FTCL,,,not in model,not in model,not in model,,,,,,,,,
PEPC_m,,,not in model,not in model,not in model,,,,,,,,,
PLDAGAT_MYRS_EPA_LNA_PE_13_c,,,not in model,nonlethal,not in model,,,,,,,,,
GLUabc,,,nonlethal,not in model,not in model,,,,,,,,,
AGPATCOA1819Z1819Z,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
MXMOc,,,not in model,not in model,not in model,,,,,,,,,
GCALDD,,,not in model,not in model,not in model,,,,,,,,,
DHRT_ibcoa,,,not in model,nonlethal,nonlethal,,,,,,,,,
NDPK10,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
ACCOAhic,,,not in model,not in model,not in model,,,,,,,,,
FDH7,,,nonlethal,not in model,not in model,,,,,,,,,
FALDH,,,not in model,not in model,not in model,,,,,,,,,
PTRCt3i,,,not in model,not in model,not in model,,,,,,,,,
ECOAH4m,,,not in model,not in model,not in model,,,,,,,,,
EX_hghhlipan_e,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
PLDAGAT16018111Z1601,,,not in model,not in model,not in model,,,,,,,,,
GHMT2r_ap,,,not in model,nonlethal,nonlethal,,,,,,,,,
ZAXANORc,,,not in model,not in model,not in model,,,,,,,,,
PLDPC_MYRS_GLNA_c,,,not in model,not in model,not in model,,,,,,,,,
EAR161x,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
FE2DMT1,,,not in model,not in model,not in model,,,,,,,,,
2AGPGAT120,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
EX_degly_e,,,not in model,not in model,not in model,,,,,,,,,
PYRDC2,,,not in model,not in model,not in model,,,,,,,,,
AATGc,,,not in model,not in model,not in model,,,,,,,,,
OMBZLM6mc,,,not in model,not in model,not in model,,,,,,,,,
URIK3,,,not in model,not in model,not in model,,,,,,,,,
NDP1,,,nonlethal,not in model,nonlethal,,,,,,,,,
EX_clpn141_e,,,nonlethal,not in model,not in model,,,,,,,,,
PLDAGAT_PALM_PALM_LNA_PE_11_c,,,nonlethal,not in model,not in model,,,,,,,,,
GLXO3r,,,not in model,not in model,not in model,,,,,,,,,
FACOAL180_2,,,nonlethal,nonlethal,not in model,,,,,,,,,
ALASm,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
EX_his__L_e,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
FAOXC80,,,not in model,nonlethal,nonlethal,,,,,,,,,
GLYATxc,,,not in model,nonlethal,nonlethal,,,,,,,,,
EX_cellb_e,,,not in model,not in model,not in model,,,,,,,,,
CHOPT_STC_HDE_c,,,not in model,not in model,not in model,,,,,,,,,
DHORD2m,,,not in model,nonlethal,nonlethal,,,,,,,,,
I2FE2ST,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
EX_ileargile_e,,,nonlethal,not in model,not in model,,,,,,,,,
MCDC,,,not in model,not in model,not in model,,,,,,,,,
AFLBURPPAAMH,,,not in model,not in model,not in model,,,,,,,,,
PS_asn__L_c,,,nonlethal,not in model,not in model,,,,,,,,,
RNDR2,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
EX_ps180_e,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
COLIPAPabctexc,,,nonlethal,not in model,nonlethal,,,,,,,,,
FRD,,,not in model,nonlethal,not in model,,,,,,,,,
NTP8,,,not in model,nonlethal,not in model,,,,,,,,,
PEPCKm,,,not in model,not in model,not in model,,,,,,,,,
PLA2PE_OLE_EPA_c,,,not in model,not in model,not in model,,,,,,,,,
PLDAGAT_HDE_ARA_HDE_PE_13_c,,,not in model,not in model,not in model,,,,,,,,,
POLYAO,,,not in model,not in model,not in model,,,,,,,,,
FGLU,,,not in model,not in model,not in model,,,,,,,,,
EX_ac_e,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
EX_pmtcoa_e,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
AASPm,,,not in model,not in model,not in model,,,,,,,,,
ECOAH7,,,not in model,nonlethal,nonlethal,,,,,,,,,
ATDGDm,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
CAT,,,not in model,not in model,not in model,,,,,,,,,
PE1801835Z9Z12Zt,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
PA180tap,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
EX_salcn_e,,,not in model,not in model,not in model,,,,,,,,,
MG1Bc,,,not in model,not in model,not in model,,,,,,,,,
IMACTD,,,not in model,not in model,not in model,,,,,,,,,
SK_gln__L_c,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
GLPASE2a,,,nonlethal,not in model,not in model,,,,,,,,,
TAGAH1819Z1819Z1845Z9Z12Z15Z,,,not in model,not in model,not in model,,,,,,,,,
CU1Oppc,,,not in model,not in model,not in model,,,,,,,,,
ALDD8,,,not in model,not in model,not in model,,,,,,,,,
ATPM,,,not in model,not in model,not in model,,,,,,,,,
FAO182p_oddoddc,,,not in model,not in model,not in model,,,,,,,,,
BUTSO3abcppc,,,not in model,nonlethal,not in model,,,,,,,,,
SPRMti,,,not in model,not in model,not in model,,,,,,,,,
FRDPPCR2c,,,not in model,not in model,not in model,,,,,,,,,
PUNP7,,,not in model,nonlethal,nonlethal,,,,,,,,,
3HAD40_ap,,,not in model,nonlethal,nonlethal,,,,,,,,,
ALCD22xim,,,not in model,not in model,not in model,,,,,,,,,
PCW3DS_LNA_ALNA_sn2_c,,,nonlethal,not in model,not in model,,,,,,,,,
ARTFR205nhs,,,not in model,not in model,not in model,,,,,,,,,
HMSD,,,not in model,not in model,not in model,,,,,,,,,
ALDD32,,,not in model,not in model,not in model,,,,,,,,,
MTRK,,,not in model,not in model,not in model,,,,,,,,,
C120SN,,,not in model,not in model,not in model,,,,,,,,,
AATGmc,,,not in model,not in model,not in model,,,,,,,,,
OPHHX,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
OPMEACPD,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
EX_pectin_e,,,not in model,not in model,not in model,,,,,,,,,
FASm180,,,not in model,not in model,not in model,,,,,,,,,
DHORDfum,,,not in model,not in model,not in model,,,,,,,,,
ETHAPT_HDE_HDE_c,,,not in model,not in model,not in model,,,,,,,,,
RZ5PP,,,not in model,not in model,not in model,,,,,,,,,
THRTHRARGt,,,nonlethal,not in model,not in model,,,,,,,,,
EX_cro4_e,,,nonlethal,not in model,nonlethal,,,,,,,,,
BETALDHy,,,nonlethal,not in model,not in model,,,,,,,,,
PS160abcppc,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
PSIIc,,,not in model,not in model,not in model,,,,,,,,,
ACACT6r,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
EX_dsbgrd_e,,,not in model,not in model,not in model,,,,,,,,,
EX_pa141_e,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
HBZOPT6m_1,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
MOTH3,,,not in model,not in model,not in model,,,,,,,,,
3OAS181_ap,,,not in model,nonlethal,nonlethal,,,,,,,,,
SQD2_181_9,,,not in model,not in model,not in model,,,,,,,,,
EX_galt_e,,,not in model,not in model,not in model,,,,,,,,,
HISTRPHISr,,,not in model,not in model,not in model,,,,,,,,,
G1PTT,,,not in model,nonlethal,not in model,,,,,,,,,
PLDAGAT1819Z1819Z1601,,,not in model,not in model,not in model,,,,,,,,,
PLDPC_STC_OLE_c,,,not in model,not in model,not in model,,,,,,,,,
DAAD,,,not in model,not in model,not in model,,,,,,,,,
INSTt4_2,,,not in model,not in model,not in model,,,,,,,,,
EX_12ppd__S_e,,,not in model,not in model,not in model,,,,,,,,,
EX_4crsol_e,,,not in model,not in model,not in model,,,,,,,,,
FASC160ACP,,,nonlethal,not in model,not in model,,,,,,,,,
FACOAL1821,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
HPPK_1,,,not in model,nonlethal,nonlethal,,,,,,,,,
DOGULNR,,,not in model,not in model,not in model,,,,,,,,,
CDPMEK,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
PLDAGAT18111Z1819Z18111Z2,,,not in model,not in model,not in model,,,,,,,,,
ALDD11,,,not in model,not in model,not in model,,,,,,,,,
EX_2agpe161_e,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
3HAD80_ap,,,not in model,nonlethal,nonlethal,,,,,,,,,
UDCPDPS,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
ADSS,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
EX_tdecoa_e,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
HMR_9634,,,not in model,nonlethal,not in model,,,,,,,,,
PSERS_SC,,,not in model,not in model,not in model,,,,,,,,,
IZPN,,,not in model,not in model,not in model,,,,,,,,,
FRUpts,,,nonlethal,not in model,not in model,,,,,,,,,
DHAD1m,,,not in model,not in model,not in model,,,,,,,,,
DIPS,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
CGMPt,,,not in model,nonlethal,nonlethal,,,,,,,,,
SUCCtm,,,not in model,not in model,not in model,,,,,,,,,
G5SD,,,nonlethal,not in model,not in model,,,,,,,,,
LIPO3S24_BS,,,not in model,not in model,not in model,,,,,,,,,
ME2,,,not in model,not in model,not in model,,,,,,,,,
CF3Sa,,,not in model,not in model,not in model,,,,,,,,,
CHLAEc,,,not in model,not in model,not in model,,,,,,,,,
THRASNTYRr,,,not in model,not in model,not in model,,,,,,,,,
MECDPDH,,,not in model,nonlethal,not in model,,,,,,,,,
GALIGH,,,not in model,not in model,not in model,,,,,,,,,
EX_zn2_e,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
D3AIBTm,,,not in model,not in model,not in model,,,,,,,,,
DXHPScm,,,nonlethal,nonlethal,nonlethal,,,,,,,,,
DCYTD,,,not in model,not in model,not in model,,,,,,,,,
TMDPPK,,,nonlethal,not in model,not in model,,,,,,,,,
FA141ACPHi,,,not in model,not in model,not in model,,,,,,,,,
ACOAD5_1,,,not in model,not in model,not in model,,,,,,,,,
KARI_23dhmbc,,,not in model,not in model,not in model,,,,,,,,,
