,T. gondii GT1,T. gondii ME49,P. falciparum 3D7,P. berghei ANKA,P. vivax Sal1,C. hominis TU502 (2012),C. parvum Iowa II,E. histolytica HM1IMSS-A,L. major SD75,T. cruzi CL Brener,T. brucei Lister 427,V. brassicaformis CCMP3155,B. bovis T2Bo,N. fowleri ATCC30863
CDPDGPm_SCc,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,nonlethal
RBTDG,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,nonlethal,nonlethal,not in model,nonlethal
ACOADAGAT18111Z1819Z1845Z9Z12Z15Z,nonlethal,nonlethal,not in model,nonlethal,not in model,,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model,nonlethal
4MOPDC,not in model,not in model,not in model,not in model,not in model,,nonlethal,not in model,nonlethal,not in model,not in model,nonlethal,not in model,not in model
UDPSQSc,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model
OCTNLL,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,nonlethal,not in model,nonlethal,not in model,nonlethal,nonlethal,nonlethal,nonlethal
HYDFDi,not in model,not in model,not in model,not in model,not in model,,nonlethal,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal
DHORD2,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,not in model,not in model,not in model,not in model,not in model,nonlethal,nonlethal,nonlethal
HBCO_nadp_m,nonlethal,nonlethal,not in model,not in model,not in model,,not in model,not in model,nonlethal,not in model,not in model,nonlethal,not in model,not in model
PYK3,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,nonlethal,nonlethal
EX_arg__L_e,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,not in model,nonlethal,nonlethal,not in model,nonlethal,nonlethal,nonlethal,nonlethal
KAT4,not in model,not in model,not in model,nonlethal,nonlethal,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
r0817,nonlethal,nonlethal,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
CMPA,nonlethal,nonlethal,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
DGDGW3DS1839Z12Z15Z1627Z10Zc,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,nonlethal,nonlethal
PMI1346PS,not in model,not in model,not in model,not in model,not in model,,not in model,nonlethal,nonlethal,not in model,not in model,nonlethal,not in model,not in model
ABFPT,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,nonlethal,not in model
MGDGW6DS1829Z12Z160c,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,not in model,not in model,not in model,not in model,not in model,nonlethal,nonlethal,not in model
RE3033C,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model
2AGPEAT161,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,nonlethal,nonlethal
CERH126,nonlethal,nonlethal,not in model,nonlethal,not in model,,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,nonlethal,nonlethal
5FTHFt,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model
AMPN,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,not in model,nonlethal
XAND,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,nonlethal
AMAOTr,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal
MGDGW6DS1829Z12Z1627Z10Z2c,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,not in model,not in model,not in model,not in model,not in model,nonlethal,nonlethal,not in model
acoa_prod10,not in model,not in model,nonlethal,nonlethal,nonlethal,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
GCC2bim,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model,not in model
EX_alaala_e,not in model,nonlethal,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal
ETHAPT_LNA_ARA_c,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model
EX_protein_t_e,not in model,not in model,not in model,nonlethal,nonlethal,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
SBTRhc,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model
ACOADAGAT18111Z18111Z1819Z,nonlethal,nonlethal,not in model,nonlethal,not in model,,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model,nonlethal
RHACOAR60,not in model,not in model,not in model,not in model,not in model,,nonlethal,not in model,not in model,not in model,not in model,nonlethal,not in model,nonlethal
OAAAKGtm,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,nonlethal,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model
LUMIRHODOPSINIc,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,nonlethal,not in model,not in model,not in model,not in model,nonlethal,nonlethal,nonlethal
ALOX15,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model
GAPDi_nadp,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model
AKO,not in model,not in model,nonlethal,nonlethal,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
3OAR80,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,nonlethal,nonlethal
DMQMTm,not in model,not in model,not in model,nonlethal,nonlethal,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
DAGK_OLE_PALM,nonlethal,nonlethal,not in model,not in model,not in model,,nonlethal,nonlethal,not in model,not in model,nonlethal,nonlethal,not in model,not in model
EX_cyssermet_e,not in model,not in model,nonlethal,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
NDH1_1uc,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,nonlethal,not in model,nonlethal,not in model,not in model,nonlethal
13GS,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,not in model,not in model,nonlethal,not in model,not in model,nonlethal,not in model,nonlethal
EX_pg140_e,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,nonlethal,nonlethal
THMATPe,not in model,not in model,nonlethal,nonlethal,not in model,,not in model,not in model,nonlethal,not in model,not in model,nonlethal,not in model,nonlethal
ACOAD1,nonlethal,nonlethal,not in model,not in model,not in model,,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model,nonlethal
FRUpts2,not in model,not in model,not in model,not in model,not in model,,not in model,nonlethal,nonlethal,not in model,nonlethal,nonlethal,not in model,nonlethal
HACDpc,nonlethal,nonlethal,not in model,not in model,not in model,,nonlethal,not in model,not in model,not in model,not in model,nonlethal,not in model,nonlethal
ADEt,not in model,not in model,not in model,nonlethal,nonlethal,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
SK_met__L_c,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,nonlethal,nonlethal
FASm2201,nonlethal,nonlethal,not in model,not in model,not in model,,nonlethal,not in model,not in model,not in model,not in model,nonlethal,not in model,nonlethal
PGSA180,nonlethal,nonlethal,not in model,nonlethal,nonlethal,,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model
EAR80x,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,not in model,nonlethal,nonlethal,not in model,not in model,nonlethal,not in model,nonlethal
DGDGW3DS1839Z12Z15Z1637Z10Z13Z1c,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,nonlethal,nonlethal
SK_trnatrp_c,not in model,not in model,nonlethal,nonlethal,nonlethal,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
CAMPt,not in model,not in model,not in model,nonlethal,nonlethal,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
DADNt2,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model
AKGDm,not in model,not in model,not in model,nonlethal,nonlethal,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
EX_ibt_e,not in model,not in model,not in model,not in model,nonlethal,,not in model,nonlethal,not in model,not in model,nonlethal,nonlethal,not in model,not in model
PLDAGAT1801819Z1601,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model,not in model
GLNt2r,nonlethal,nonlethal,not in model,nonlethal,nonlethal,,nonlethal,not in model,not in model,not in model,nonlethal,nonlethal,not in model,nonlethal
DAGAH1801819Z,nonlethal,nonlethal,not in model,not in model,not in model,,not in model,nonlethal,nonlethal,not in model,nonlethal,nonlethal,not in model,nonlethal
MELTGH,nonlethal,nonlethal,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model
3OAR40_m,nonlethal,nonlethal,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model
PNTEH,nonlethal,nonlethal,not in model,not in model,not in model,,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model,not in model
EX_so4_e,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,not in model,nonlethal
AGPATACP_OLE_HDE,not in model,not in model,nonlethal,nonlethal,nonlethal,,nonlethal,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model
ACCOAC_1c,nonlethal,nonlethal,not in model,not in model,not in model,,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model,nonlethal
GLUt2r,not in model,not in model,not in model,nonlethal,nonlethal,,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model,nonlethal
FMNAT,not in model,not in model,not in model,nonlethal,nonlethal,,not in model,nonlethal,nonlethal,not in model,nonlethal,not in model,not in model,not in model
AGAIAGT,nonlethal,nonlethal,not in model,not in model,not in model,,nonlethal,not in model,nonlethal,not in model,nonlethal,not in model,not in model,not in model
MAGAH18111Z,not in model,not in model,not in model,not in model,not in model,,not in model,nonlethal,nonlethal,not in model,nonlethal,nonlethal,not in model,not in model
DCPE,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model
SELCYSTL,not in model,not in model,not in model,not in model,not in model,,not in model,nonlethal,nonlethal,not in model,nonlethal,nonlethal,not in model,not in model
CRVStu,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model
EX_mnl_e,not in model,not in model,not in model,not in model,not in model,,not in model,nonlethal,nonlethal,not in model,nonlethal,nonlethal,not in model,nonlethal
TRPO2,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model
GLMS_syn,not in model,not in model,nonlethal,not in model,nonlethal,,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model
CYSt_m,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model
MLTHFtap,not in model,not in model,nonlethal,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
HMGL_1,nonlethal,nonlethal,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model
LPLIPAL2G120,not in model,not in model,not in model,nonlethal,nonlethal,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
DHQS,nonlethal,nonlethal,not in model,nonlethal,nonlethal,,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,not in model
RDXR,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,nonlethal
r0398,not in model,not in model,nonlethal,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
PDE2,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,nonlethal,not in model,nonlethal,not in model,nonlethal,nonlethal,nonlethal,not in model
FBA2,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,nonlethal,nonlethal
GPAM_hsnhs,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model
EX_metox__R_e,not in model,not in model,not in model,not in model,not in model,,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal
STARCH300DEGR2Ac,nonlethal,nonlethal,not in model,not in model,not in model,,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,not in model,nonlethal
MN6PP,nonlethal,nonlethal,not in model,nonlethal,nonlethal,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
ETHAPT_LNA_ALNA_c,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model
ETHSabc,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model
EX_ps161_e,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,nonlethal,not in model,nonlethal,not in model,nonlethal,nonlethal,nonlethal,nonlethal
THZPSN_mt2,not in model,not in model,not in model,nonlethal,nonlethal,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
EX_aspvalasn_e,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model
NH4tm,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model
EX_sulfac_e,not in model,not in model,not in model,nonlethal,not in model,,nonlethal,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model,not in model
ALCD24xi,not in model,not in model,not in model,not in model,not in model,,nonlethal,nonlethal,not in model,not in model,nonlethal,nonlethal,not in model,nonlethal
2AGPGAT180,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,nonlethal,nonlethal
ACOADAGAT1819Z18111Z180,nonlethal,nonlethal,not in model,nonlethal,not in model,,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model,nonlethal
CYSTSERex,not in model,not in model,not in model,nonlethal,nonlethal,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
PLDAGAT1801819Z1819Z3,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model,not in model
PLDAGAT_MYRS_EPA_DHA_PE_12_c,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model
PTRCtmi,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model
G12MT2gc,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal
PUNP5,not in model,not in model,not in model,nonlethal,nonlethal,,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model,nonlethal
GALMAN600c_e,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model
SELMETAT,not in model,not in model,not in model,not in model,nonlethal,,not in model,nonlethal,not in model,not in model,not in model,not in model,nonlethal,not in model
FECRMabcppc,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,nonlethal,nonlethal
CHOLK,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model,nonlethal
MLTG2,nonlethal,nonlethal,not in model,not in model,not in model,,nonlethal,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal
PCD6DS_STC_GLNA_sn2_c,not in model,not in model,nonlethal,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
SLDy,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,nonlethal,not in model,not in model,not in model,not in model,nonlethal,nonlethal,not in model
MI1345PP,not in model,not in model,not in model,nonlethal,nonlethal,,not in model,nonlethal,not in model,not in model,nonlethal,not in model,nonlethal,not in model
EX_4abut_e,nonlethal,nonlethal,not in model,nonlethal,not in model,,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,not in model
EX_galctn__D_e,not in model,not in model,not in model,not in model,not in model,,nonlethal,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model
AGAID,not in model,not in model,not in model,not in model,not in model,,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,not in model
A1E,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model
IPCS124_SC,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model
CDAPPA120,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model
PLDAGAT_PALM_EPA_DHA_PE_13_c,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model
ATPATF3,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal
ALDH,nonlethal,nonlethal,not in model,not in model,not in model,,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model,not in model
GALabc,not in model,not in model,nonlethal,not in model,nonlethal,,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model,nonlethal
HACD9,not in model,not in model,nonlethal,not in model,not in model,,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model,nonlethal
SLCBK2,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal
RNDR5,not in model,not in model,not in model,nonlethal,nonlethal,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
GTHRDH_syn,not in model,not in model,nonlethal,not in model,not in model,,nonlethal,not in model,not in model,not in model,not in model,nonlethal,nonlethal,nonlethal
ARBTpts,not in model,not in model,not in model,not in model,not in model,,not in model,nonlethal,nonlethal,not in model,nonlethal,nonlethal,not in model,nonlethal
EX_serphelys_e,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
EX_ficytc6_e,not in model,not in model,nonlethal,nonlethal,nonlethal,,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,nonlethal
PYK5,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,not in model,nonlethal,not in model,not in model,not in model,not in model,nonlethal,nonlethal
4HBZFm,not in model,not in model,nonlethal,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
DOLDPP,not in model,not in model,nonlethal,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
DPRm,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model
ACKr,not in model,not in model,not in model,not in model,not in model,,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model,not in model
NTRLASE3,nonlethal,nonlethal,not in model,not in model,not in model,,not in model,nonlethal,nonlethal,not in model,nonlethal,nonlethal,not in model,nonlethal
PACOAL,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,nonlethal,nonlethal
I4FE4SR,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,nonlethal,nonlethal
4HBZR,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model
ASAPTc,nonlethal,nonlethal,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model
FACOAL161t2pp_ap,not in model,not in model,not in model,nonlethal,nonlethal,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
EX_lyspheile_e,not in model,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
ps_prod2,not in model,not in model,nonlethal,nonlethal,nonlethal,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
PI45BPP,not in model,not in model,not in model,nonlethal,nonlethal,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
PPAKr,not in model,not in model,not in model,not in model,not in model,,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model,not in model
