,T. gondii GT1,T. gondii ME49,P. falciparum 3D7,P. berghei ANKA,P. vivax Sal1,C. hominis TU502 (2012),C. parvum Iowa II,E. histolytica HM1IMSS-A,L. major SD75,T. cruzi CL Brener,T. brucei Lister 427,V. brassicaformis CCMP3155,B. bovis T2Bo,N. fowleri ATCC30863
GM1LIPAabcppc,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,,,,nonlethal,,
GHBDHx,nonlethal,nonlethal,not in model,not in model,not in model,,,not in model,,,,not in model,,
OMBZLMm,not in model,not in model,not in model,nonlethal,nonlethal,,,not in model,,,,not in model,,
AGPAT161_ap,not in model,not in model,not in model,nonlethal,nonlethal,,,not in model,,,,not in model,,
PCD6DS_STC_GLNA_sn2_c,not in model,not in model,nonlethal,not in model,not in model,,,not in model,,,,not in model,,
NTD12,not in model,not in model,not in model,not in model,nonlethal,,,not in model,,,,not in model,,
LMN2,not in model,not in model,not in model,not in model,not in model,,,nonlethal,,,,nonlethal,,
EX_2agpg140_e,not in model,not in model,nonlethal,nonlethal,nonlethal,,,not in model,,,,not in model,,
DDGLK,not in model,not in model,not in model,not in model,not in model,,,nonlethal,,,,not in model,,
EX_for_e,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,nonlethal,,
ACOADAGAT_DHA_EPA_DHA_c,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,not in model,,
LPLIPAL2G120,not in model,not in model,not in model,nonlethal,nonlethal,,,not in model,,,,not in model,,
STARCH300Sc,nonlethal,nonlethal,not in model,not in model,not in model,,,nonlethal,,,,nonlethal,,
MCOATAm,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,,,,nonlethal,,
FA181COAabcpc,nonlethal,nonlethal,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
r2507,not in model,not in model,not in model,nonlethal,not in model,,,not in model,,,,not in model,,
LPLIPAL1E120,not in model,not in model,not in model,nonlethal,nonlethal,,,not in model,,,,not in model,,
APRAUR,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
IPPS,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
S2FE2SS,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,,,,nonlethal,,
EX_hislysthr_e,nonlethal,nonlethal,not in model,not in model,not in model,,,not in model,,,,not in model,,
ALANA1tm,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,not in model,,
ARTFR213nhs,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,not in model,,
3HAACOAT80,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,not in model,,
MCOATA,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,nonlethal,,
EX_pe1801845Z9Z12Z15Z_e,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,nonlethal,,
DH4MCHCDH,nonlethal,nonlethal,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
AKO,not in model,not in model,nonlethal,nonlethal,not in model,,,not in model,,,,not in model,,
CYOO6m,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,,,,nonlethal,,
KARA2,not in model,not in model,nonlethal,not in model,not in model,,,not in model,,,,nonlethal,,
MOTH1,nonlethal,nonlethal,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
ARGt2r,not in model,not in model,not in model,nonlethal,nonlethal,,,nonlethal,,,,nonlethal,,
3OAS80_ap,not in model,not in model,not in model,nonlethal,nonlethal,,,not in model,,,,not in model,,
PHCYT_BS,nonlethal,nonlethal,not in model,not in model,nonlethal,,,not in model,,,,nonlethal,,
FACOAL120t2pp_ap,not in model,not in model,not in model,nonlethal,nonlethal,,,not in model,,,,not in model,,
MECDPDH,not in model,not in model,not in model,nonlethal,not in model,,,not in model,,,,nonlethal,,
KAS_HP2,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,nonlethal,,
TSULtm,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,,,,nonlethal,,
PE140abcppc,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,nonlethal,,
MLTG5,nonlethal,nonlethal,not in model,not in model,not in model,,,nonlethal,,,,nonlethal,,
2agpe160t,not in model,not in model,nonlethal,nonlethal,nonlethal,,,not in model,,,,not in model,,
AGPAT180_ap,not in model,not in model,not in model,nonlethal,nonlethal,,,not in model,,,,not in model,,
SULR_1,nonlethal,nonlethal,nonlethal,nonlethal,not in model,,,not in model,,,,nonlethal,,
N2OR,not in model,not in model,not in model,not in model,not in model,,,nonlethal,,,,nonlethal,,
FBP,nonlethal,nonlethal,not in model,not in model,not in model,,,nonlethal,,,,nonlethal,,
ALATA_L2,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,,,,nonlethal,,
GP4GH1,not in model,not in model,not in model,nonlethal,nonlethal,,,not in model,,,,not in model,,
HACD3,nonlethal,nonlethal,not in model,not in model,nonlethal,,,not in model,,,,nonlethal,,
TAGAH1601819Z180,nonlethal,nonlethal,not in model,not in model,not in model,,,nonlethal,,,,nonlethal,,
UDPGD,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
GLXCBL,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
EX_glcman6_e,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
NITR_NOc,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
KYN3OX,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
PLPSA218111Z1819Z,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,,,,nonlethal,,
EX_pi_e,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,nonlethal,,
dgl_prod8,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,nonlethal,,
G12MT2gc,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,not in model,,
PLDAGAT_HDE_MYRS_HDE_PC_4_c,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,not in model,,
NAPRT,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,nonlethal,,
PLIPA2G140,not in model,not in model,not in model,nonlethal,nonlethal,,,not in model,,,,not in model,,
G3PAT180,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,,,,nonlethal,,
EX_gdp_e,not in model,not in model,not in model,not in model,nonlethal,,,not in model,,,,nonlethal,,
PSERS_SC,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
PPCKm,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,,,,nonlethal,,
ALDD11,nonlethal,nonlethal,not in model,not in model,not in model,,,nonlethal,,,,nonlethal,,
ALDD20ym,nonlethal,nonlethal,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
NADPPPS,nonlethal,nonlethal,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
AGPATCOA1819Z1819Z,not in model,not in model,nonlethal,nonlethal,nonlethal,,,not in model,,,,nonlethal,,
DOLDPP,not in model,not in model,nonlethal,not in model,not in model,,,not in model,,,,not in model,,
SUCD3_u6m,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,,,,nonlethal,,
EX_12ppd__S_e,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,not in model,,
EX_lipa_e,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,nonlethal,,
ETHAPT1801819Z,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,nonlethal,,
ACOADAGAT18111Z1819Z1819Z,nonlethal,nonlethal,not in model,nonlethal,not in model,,,not in model,,,,nonlethal,,
NTRLASE,nonlethal,nonlethal,not in model,not in model,not in model,,,nonlethal,,,,nonlethal,,
FASC140ACP,nonlethal,nonlethal,nonlethal,not in model,not in model,,,nonlethal,,,,nonlethal,,
POR_syn,not in model,not in model,not in model,not in model,not in model,,,nonlethal,,,,nonlethal,,
PLIPA2A160,not in model,not in model,not in model,nonlethal,nonlethal,,,not in model,,,,not in model,,
MYCTR,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
ALDD16,nonlethal,nonlethal,not in model,nonlethal,not in model,,,nonlethal,,,,nonlethal,,
CLPNS160,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,,,,nonlethal,,
DGDGW3DS1839Z12Z15Z1634Z7Z10Zc,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,,,,nonlethal,,
EX_malthp_e,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
DAGAH_STC_ALNA_c,not in model,not in model,nonlethal,not in model,not in model,,,not in model,,,,not in model,,
ORNTArm,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,,,,nonlethal,,
GGCHLDBRc,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
EX_serphelys_e,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,not in model,,
PE1801819Zt,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,nonlethal,,
EX_ppcr_e,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,not in model,,
CAt4,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,,,,nonlethal,,
EX_h2o_e,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,nonlethal,,
EX_pe1801819Z_e,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,nonlethal,,
NADH10,not in model,not in model,nonlethal,not in model,not in model,,,nonlethal,,,,nonlethal,,
CHLSTI_1,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,,,,nonlethal,,
CDAPPA141,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,not in model,,
TAGAH18111Z1819Z18111Z,nonlethal,nonlethal,not in model,not in model,not in model,,,nonlethal,,,,nonlethal,,
ETHAPT_HDE_LNA_c,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,not in model,,
ERGSTGLCT,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
DNMPPA,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,nonlethal,,
EX_pail18111Z160_e,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,nonlethal,,
DAGAH_HDE_LNA_c,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,not in model,,
GGTAe2,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
MHGS,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,not in model,,
AMPtr,not in model,not in model,not in model,nonlethal,not in model,,,not in model,,,,not in model,,
CYSLYSL,not in model,not in model,not in model,not in model,not in model,,,nonlethal,,,,nonlethal,,
G12MT4c,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,not in model,,
GLNASNGLNt,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,not in model,,
PPNCL3,not in model,not in model,nonlethal,nonlethal,nonlethal,,,not in model,,,,nonlethal,,
PTRCt2,not in model,not in model,not in model,not in model,not in model,,,nonlethal,,,,nonlethal,,
dgl_prod7,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,nonlethal,,
3OACOAS,not in model,not in model,not in model,not in model,not in model,,,nonlethal,,,,not in model,,
MGDGW6DS1829Z12Z1619Zc,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,,,,nonlethal,,
PINA1tm,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,,,,nonlethal,,
dgl_prod6,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,nonlethal,,
GLYAT,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,nonlethal,,
FBAm,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,,,,nonlethal,,
EX_pg161_e,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,nonlethal,,
LPLIPAL2G180,not in model,not in model,not in model,nonlethal,nonlethal,,,not in model,,,,not in model,,
CDGS1,not in model,not in model,not in model,not in model,not in model,,,nonlethal,,,,not in model,,
2AGPGAT160,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,nonlethal,,
NTD3,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,nonlethal,,
URAt2,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
PG181abcppc,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,nonlethal,,
T4HCINNMFM,not in model,not in model,nonlethal,not in model,not in model,,,not in model,,,,not in model,,
HEX1,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,nonlethal,,
THRS,nonlethal,nonlethal,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
EX_dsbcrd_e,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
PCMEH3ppc,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,not in model,,
NH4ti,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
ALDD18,nonlethal,nonlethal,not in model,not in model,not in model,,,nonlethal,,,,nonlethal,,
METMETILEr,not in model,not in model,nonlethal,not in model,not in model,,,not in model,,,,not in model,,
GMAND,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,,,,nonlethal,,
HISt2m,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
NTP11,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
CPPPGO,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,,,,nonlethal,,
ARAB1D1,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,not in model,,
PGD3TDS18111Z1613Ec,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,,,,nonlethal,,
ACOAR2m,not in model,not in model,nonlethal,nonlethal,nonlethal,,,not in model,,,,nonlethal,,
MNLDHr,not in model,not in model,nonlethal,not in model,not in model,,,not in model,,,,nonlethal,,
HMR_7758,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
ACALDCD,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
EX_ac_e,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,nonlethal,,
DES_15,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
DGDGGH1819Z160c,nonlethal,nonlethal,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
PGSA161,nonlethal,nonlethal,not in model,nonlethal,nonlethal,,,nonlethal,,,,nonlethal,,
CEPA,not in model,not in model,not in model,not in model,not in model,,,nonlethal,,,,not in model,,
OIVD3,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,nonlethal,,
MALTPTabc,nonlethal,nonlethal,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
FEROc,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
HEMEOSm_1,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,,,,nonlethal,,
HMR_1637,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
OPMEACPR,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,nonlethal,,
FEOXAMabcppc,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
CMCMSAD,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
KAS2,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,nonlethal,,
AGPATCOA16018111Z,not in model,not in model,nonlethal,nonlethal,nonlethal,,,not in model,,,,nonlethal,,
PDHam1mi,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,,,,nonlethal,,
PYK_ap,not in model,not in model,not in model,nonlethal,nonlethal,,,not in model,,,,not in model,,
4MBZDH,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,not in model,,
IDPm,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,,,,nonlethal,,
PLDAGAT_PALM_EPA_LNA_PC_5_c,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,not in model,,
HBZOPTm,not in model,not in model,nonlethal,nonlethal,nonlethal,,,not in model,,,,not in model,,
PUNP8,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,not in model,,
CA2abc1,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,nonlethal,,
PPPGOm_pf,not in model,not in model,not in model,nonlethal,nonlethal,,,not in model,,,,not in model,,
ALDD20x,not in model,not in model,not in model,not in model,not in model,,,nonlethal,,,,not in model,,
DAGAH16018111Z,nonlethal,nonlethal,not in model,not in model,not in model,,,nonlethal,,,,nonlethal,,
DHPS,not in model,not in model,nonlethal,nonlethal,nonlethal,,,not in model,,,,not in model,,
ADD,nonlethal,nonlethal,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
SERGLNexR,not in model,not in model,not in model,nonlethal,nonlethal,,,not in model,,,,not in model,,
NO2t3,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,not in model,,
TYRTA,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,nonlethal,,
PG120abcppc,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,nonlethal,,
RNDR4,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,nonlethal,,
pe_prod11,not in model,not in model,nonlethal,nonlethal,nonlethal,,,not in model,,,,not in model,,
ALATRS,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,nonlethal,,
ALOX15,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,not in model,,
LPLIPAL2A180,not in model,not in model,not in model,nonlethal,nonlethal,,,not in model,,,,not in model,,
GARFT,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
SEPHCHCS,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
D_LACDmc,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,not in model,,
SALCHS4FEabcppc,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,not in model,,
APTA1i,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
LPLIPAL2ATE160,not in model,not in model,not in model,nonlethal,nonlethal,,,not in model,,,,not in model,,
EX_gal__L_e,nonlethal,nonlethal,not in model,not in model,not in model,,,not in model,,,,not in model,,
DHPPDA2,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
CYSabc,nonlethal,nonlethal,not in model,nonlethal,nonlethal,,,nonlethal,,,,nonlethal,,
ILEt2r,nonlethal,nonlethal,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
GLYCDy,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
PGP120abcppc,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,nonlethal,,
ATPH1e,not in model,not in model,not in model,not in model,not in model,,,nonlethal,,,,not in model,,
PHETHRLYSr,nonlethal,nonlethal,not in model,not in model,not in model,,,not in model,,,,not in model,,
1AGPEAT1819Z1829Z12Z,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,not in model,,
MSO3abc,not in model,not in model,not in model,nonlethal,not in model,,,not in model,,,,nonlethal,,
MCLORi,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,,,,nonlethal,,
PSERDm_SCc,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,not in model,,
H2O2t,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,not in model,,
r2526,nonlethal,nonlethal,not in model,not in model,not in model,,,nonlethal,,,,not in model,,
ARGARGt,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,not in model,,
PCD12DS_PALM_LNA_sn2_c,not in model,not in model,not in model,nonlethal,not in model,,,not in model,,,,not in model,,
UA4E,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,not in model,,
DINt,not in model,not in model,not in model,nonlethal,nonlethal,,,not in model,,,,not in model,,
KARI_23dhmbc,not in model,not in model,not in model,not in model,not in model,,,nonlethal,,,,nonlethal,,
2HH24DDH1,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,not in model,,
PFK26_1,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,not in model,,
ZCAROTDH2,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
HMR_2380,not in model,not in model,not in model,nonlethal,not in model,,,not in model,,,,nonlethal,,
EX_murein4px4p4p_e,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,not in model,,
P5CRm,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,,,,nonlethal,,
pi_prod2,not in model,not in model,nonlethal,nonlethal,nonlethal,,,not in model,,,,not in model,,
LPLIPAL2G141,not in model,not in model,not in model,nonlethal,nonlethal,,,not in model,,,,not in model,,
CELLBabc,not in model,not in model,not in model,not in model,not in model,,,nonlethal,,,,not in model,,
EAR60x,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,nonlethal,,
DUTPDP,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,nonlethal,,
PHEPHEt,not in model,not in model,nonlethal,not in model,not in model,,,not in model,,,,not in model,,
MOD_2mbdhlc,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,not in model,,
CYSDS,nonlethal,nonlethal,nonlethal,not in model,not in model,,,nonlethal,,,,nonlethal,,
GCCc,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,nonlethal,,
PGSA140,nonlethal,nonlethal,not in model,nonlethal,nonlethal,,,nonlethal,,,,nonlethal,,
VALt2m,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
SBTRhc,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
3OAR100_m,nonlethal,nonlethal,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
EX_glc__D_e,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,nonlethal,,
ACOAD1z,nonlethal,nonlethal,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
r0340,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
PLIPA2A161,not in model,not in model,not in model,nonlethal,nonlethal,,,not in model,,,,not in model,,
FACOAL140,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,nonlethal,,
HMR_0907nhs,not in model,not in model,nonlethal,not in model,not in model,,,not in model,,,,not in model,,
METSR_R2,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
PAPSPHENST,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
CRVS23M24hc,not in model,not in model,not in model,nonlethal,not in model,,,not in model,,,,not in model,,
RPE_pf,not in model,not in model,not in model,nonlethal,nonlethal,,,not in model,,,,not in model,,
LALDO2x,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
MDH2m,not in model,not in model,not in model,nonlethal,nonlethal,,,not in model,,,,not in model,,
FAS100ACPmc,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,not in model,,
SELTORc,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,not in model,,
HMSH,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,nonlethal,,
CYTP450R,nonlethal,nonlethal,nonlethal,nonlethal,not in model,,,not in model,,,,nonlethal,,
PYR5CDmc,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,not in model,,
2AGPEAT120,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,nonlethal,,
EX_cdpdhdec9eg_e,not in model,not in model,nonlethal,nonlethal,nonlethal,,,not in model,,,,not in model,,
EX_ptrc_e,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,nonlethal,,
