,T. gondii GT1,T. gondii ME49,P. falciparum 3D7,P. berghei ANKA,P. vivax Sal1,C. hominis TU502 (2012),C. parvum Iowa II,E. histolytica HM1IMSS-A,L. major SD75,T. cruzi CL Brener,T. brucei Lister 427,V. brassicaformis CCMP3155,B. bovis T2Bo,N. fowleri ATCC30863
BILEt4,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,nonlethal,,not in model
HMR_0906nhs,not in model,not in model,nonlethal,not in model,not in model,,,not in model,,not in model,,not in model,,not in model
EX_chtbs_e,not in model,not in model,not in model,not in model,not in model,,,nonlethal,,not in model,,nonlethal,,nonlethal
CD2t4,not in model,not in model,nonlethal,nonlethal,nonlethal,,,nonlethal,,not in model,,nonlethal,,nonlethal
EX_o2s_e,not in model,not in model,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,not in model,,not in model
DAPDC,nonlethal,nonlethal,not in model,not in model,not in model,,,nonlethal,,not in model,,nonlethal,,nonlethal
THRASNTYRr,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,not in model,,not in model
DGDGGH1839Z12Z15Z1627Z10Zc,nonlethal,nonlethal,not in model,not in model,not in model,,,not in model,,not in model,,nonlethal,,not in model
ACGAM6PS,not in model,not in model,not in model,not in model,not in model,,,nonlethal,,not in model,,not in model,,nonlethal
EX_galt_e,not in model,not in model,not in model,not in model,not in model,,,nonlethal,,not in model,,nonlethal,,nonlethal
ACSERSULLm,nonlethal,nonlethal,not in model,not in model,not in model,,,not in model,,not in model,,nonlethal,,not in model
G6PDA,not in model,not in model,not in model,not in model,not in model,,,nonlethal,,not in model,,nonlethal,,nonlethal
AACPS9,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,not in model,,nonlethal,,nonlethal
FAS160,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,nonlethal,,nonlethal
METSRabc,not in model,not in model,not in model,not in model,not in model,,,nonlethal,,not in model,,nonlethal,,nonlethal
PSD141,not in model,not in model,not in model,nonlethal,nonlethal,,,not in model,,not in model,,not in model,,nonlethal
SUCD2_u6mc,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,not in model,,nonlethal
APRAUR,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,nonlethal,,nonlethal
MOCOS,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,nonlethal,,not in model
MMM,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,not in model,,nonlethal
KARI_1,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,nonlethal,,not in model
ACOAO4pc,nonlethal,nonlethal,not in model,not in model,not in model,,,not in model,,not in model,,nonlethal,,nonlethal
TTDCAFATPc,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,not in model,,nonlethal,,nonlethal
SO4ti,nonlethal,nonlethal,not in model,not in model,not in model,,,not in model,,not in model,,nonlethal,,not in model
HEX7,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,not in model,,nonlethal,,nonlethal
TAGAH18111Z18111Z1835Z9Z12Z,nonlethal,nonlethal,not in model,not in model,not in model,,,nonlethal,,not in model,,nonlethal,,nonlethal
ACACT1m,nonlethal,nonlethal,not in model,not in model,not in model,,,not in model,,not in model,,nonlethal,,not in model
MTHFD2i,nonlethal,nonlethal,not in model,not in model,nonlethal,,,nonlethal,,not in model,,not in model,,nonlethal
3HPAOX,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,nonlethal,,nonlethal
HMNOc,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,not in model,,nonlethal
GLUDy,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,not in model,,nonlethal
COAtmt,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,not in model,,not in model
MG1Ac,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,not in model,,nonlethal
EX_pap_e,not in model,not in model,not in model,nonlethal,nonlethal,,,not in model,,not in model,,not in model,,not in model
OMBZLM6mc,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,not in model,,nonlethal
PGP18111Z160t,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,not in model,,nonlethal,,nonlethal
PPAm,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,nonlethal,,not in model
ADK1,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,not in model,,nonlethal,,nonlethal
PDE1,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,nonlethal,,nonlethal
PGD3TDS1819Z1613Ec,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,nonlethal,,not in model
PLDAGAT18111Z1819Z18111Z1,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,nonlethal,,not in model
APH140,not in model,not in model,not in model,not in model,nonlethal,,,not in model,,not in model,,nonlethal,,not in model
VNDH_3,not in model,not in model,not in model,not in model,not in model,,,nonlethal,,not in model,,not in model,,not in model
ARGSS,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,nonlethal,,not in model
NTPP1,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,not in model,,nonlethal,,nonlethal
PPCOAOmc,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,not in model,,nonlethal
PCMEH2ppc,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,not in model,,nonlethal
3OAS80_1c,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,not in model,,nonlethal,,not in model
OAAAKGtm,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,nonlethal,,not in model
FACOAL180t2ppc,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,not in model,,nonlethal,,nonlethal
ACOADAGAT1819Z1819Z160,nonlethal,nonlethal,not in model,nonlethal,not in model,,,not in model,,not in model,,nonlethal,,nonlethal
FUT14g_cho,not in model,not in model,nonlethal,not in model,not in model,,,not in model,,not in model,,not in model,,not in model
XYL2e,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,nonlethal,,not in model
PPBNGS_1c,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,nonlethal,,not in model
CHOPT_PALM_EPA_c,not in model,not in model,not in model,nonlethal,not in model,,,not in model,,not in model,,not in model,,not in model
GLUt7m,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,nonlethal,,not in model
LIPAMPL,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,nonlethal,,nonlethal
GLYCTO4,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,nonlethal,,nonlethal
PEPC_m,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,not in model,,not in model
G6PP,nonlethal,nonlethal,not in model,not in model,not in model,,,not in model,,not in model,,not in model,,not in model
ECOAH3,nonlethal,nonlethal,not in model,nonlethal,nonlethal,,,not in model,,not in model,,nonlethal,,nonlethal
FE2GTPabc,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,not in model,,nonlethal,,nonlethal
GLCt2_2,nonlethal,nonlethal,nonlethal,not in model,nonlethal,,,not in model,,not in model,,nonlethal,,not in model
ILEASNHISt,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,not in model,,not in model
KAS10,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,not in model,,nonlethal,,nonlethal
TAGAH18111Z1819Z18111Z,nonlethal,nonlethal,not in model,not in model,not in model,,,nonlethal,,not in model,,nonlethal,,nonlethal
KAT5,not in model,not in model,not in model,nonlethal,nonlethal,,,not in model,,not in model,,not in model,,not in model
CDGS1,not in model,not in model,not in model,not in model,not in model,,,nonlethal,,not in model,,not in model,,not in model
3OAR121,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,not in model,,nonlethal,,nonlethal
CYOR_u6mc,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,not in model,,nonlethal
DGDGGH1839Z12Z15Z1644Z7Z10Z13Zc,nonlethal,nonlethal,not in model,not in model,not in model,,,not in model,,not in model,,nonlethal,,not in model
PHEt2r,not in model,not in model,not in model,nonlethal,nonlethal,,,not in model,,not in model,,not in model,,not in model
TAGAH1819Z1819Z1819Z,nonlethal,nonlethal,not in model,not in model,not in model,,,nonlethal,,not in model,,nonlethal,,nonlethal
AACPS5,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,not in model,,nonlethal,,nonlethal
TAGAH1819Z18111Z1845Z9Z12Z15Z,nonlethal,nonlethal,not in model,not in model,not in model,,,nonlethal,,not in model,,nonlethal,,nonlethal
EAR100y,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,not in model,,nonlethal,,nonlethal
GTHOm,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,nonlethal,,not in model
THFGLUS_1,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,not in model,,not in model
DHPS2,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,nonlethal,,not in model
PYRShic,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,not in model,,nonlethal,,not in model
EX_orn_e,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,not in model,,nonlethal,,nonlethal
IDPA,not in model,not in model,nonlethal,not in model,nonlethal,,,not in model,,not in model,,not in model,,not in model
3HAD40_2,not in model,not in model,not in model,not in model,not in model,,,nonlethal,,not in model,,not in model,,not in model
HMR_0876nhs,not in model,not in model,nonlethal,not in model,not in model,,,not in model,,not in model,,not in model,,not in model
RBFSb,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,nonlethal,,not in model
EX_trpiletrp_e,not in model,not in model,nonlethal,not in model,not in model,,,nonlethal,,not in model,,not in model,,not in model
EX_ura_e,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,nonlethal,,not in model
ACOADAGAT1801819Z1835Z9Z12Z,nonlethal,nonlethal,not in model,nonlethal,not in model,,,not in model,,not in model,,nonlethal,,nonlethal
BHMT,not in model,not in model,nonlethal,not in model,not in model,,,not in model,,not in model,,not in model,,not in model
DTARTD,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,not in model,,nonlethal,,nonlethal
EX_valleuphe_e,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,not in model,,not in model
EX_pg181_e,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,not in model,,nonlethal,,nonlethal
3MOBDC,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,nonlethal,,not in model
AMITKP,not in model,not in model,nonlethal,nonlethal,nonlethal,,,nonlethal,,not in model,,not in model,,not in model
DHORD3,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,nonlethal,,not in model
CRVSthc,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,nonlethal,,not in model
ZYMSTAT_SC,nonlethal,nonlethal,not in model,not in model,not in model,,,not in model,,not in model,,not in model,,nonlethal
ERGSTOLR_c,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,nonlethal,,nonlethal
G3PAT1619Z_c,not in model,not in model,not in model,not in model,not in model,,,nonlethal,,not in model,,not in model,,not in model
pe_prod10,not in model,not in model,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,nonlethal,,not in model
NITR_NOc,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,nonlethal,,nonlethal
EX_pe18111Z1819Z_e,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,not in model,,nonlethal,,nonlethal
DGTSDS1601829Z12Z,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,nonlethal,,nonlethal
DGTSD5DS18111Z1835Z9Z12Z,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,nonlethal,,nonlethal
GLU5K,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,not in model,,nonlethal,,not in model
CYO1b_sync,not in model,not in model,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,not in model,,nonlethal
G12MT1,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,nonlethal,,not in model
GLXCL,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,nonlethal,,not in model
PFK26_1,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,not in model,,nonlethal
ACP1_FMN,not in model,not in model,not in model,nonlethal,nonlethal,,,not in model,,not in model,,not in model,,not in model
FAS160ACPm,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,nonlethal,,not in model
EX_ipdp_e,not in model,not in model,nonlethal,not in model,not in model,,,not in model,,not in model,,not in model,,not in model
CLt_e,nonlethal,nonlethal,not in model,not in model,not in model,,,not in model,,not in model,,nonlethal,,not in model
MAGAH180,not in model,not in model,not in model,not in model,not in model,,,nonlethal,,not in model,,nonlethal,,not in model
SLCBK1,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,not in model,,nonlethal
ALCD24xi,not in model,not in model,not in model,not in model,not in model,,,nonlethal,,not in model,,nonlethal,,nonlethal
FUMt2r,not in model,not in model,not in model,not in model,not in model,,,nonlethal,,not in model,,nonlethal,,not in model
LEUtec,not in model,not in model,not in model,not in model,not in model,,,nonlethal,,not in model,,not in model,,not in model
VALVALt,not in model,not in model,nonlethal,not in model,not in model,,,not in model,,not in model,,not in model,,not in model
CYTD,not in model,not in model,not in model,not in model,not in model,,,nonlethal,,not in model,,not in model,,nonlethal
GF6PTA_1,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,not in model,,not in model
RNTR4c2,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,nonlethal,,not in model
DMCITALOR,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,not in model,,nonlethal
CH3ACH,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,not in model,,nonlethal
PLDAGAT1819Z1819Z18111Z3,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,nonlethal,,not in model
UDCPDP,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,not in model,,not in model
FACOAL150_anteiso,nonlethal,nonlethal,nonlethal,nonlethal,not in model,,,nonlethal,,not in model,,nonlethal,,nonlethal
UPPDC1,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,nonlethal,,not in model
pail_uptake,not in model,not in model,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,not in model,,not in model
EX_HC00008_e,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,not in model,,not in model
SUCOAS,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,,not in model,,nonlethal,,nonlethal
OARGDC,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,not in model,,not in model
EX_thrthrarg_e,not in model,not in model,nonlethal,not in model,not in model,,,not in model,,not in model,,not in model,,not in model
AKGDb,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,nonlethal,,nonlethal
VALVALr,not in model,not in model,nonlethal,not in model,not in model,,,not in model,,not in model,,not in model,,not in model
DSBGGTc,not in model,not in model,not in model,nonlethal,nonlethal,,,not in model,,not in model,,not in model,,not in model
TAGAH1801819Z1835Z9Z12Z,nonlethal,nonlethal,not in model,not in model,not in model,,,nonlethal,,not in model,,nonlethal,,nonlethal
EX_orot_e,not in model,not in model,not in model,not in model,not in model,,,not in model,,not in model,,not in model,,not in model
