,T. gondii GT1,T. gondii ME49,P. falciparum 3D7,P. berghei ANKA,P. vivax Sal1,C. hominis TU502 (2012),C. parvum Iowa II,E. histolytica HM1IMSS-A,L. major SD75,T. cruzi CL Brener,T. brucei Lister 427,V. brassicaformis CCMP3155,B. bovis T2Bo,N. fowleri ATCC30863
ASPO3,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,,nonlethal
PEPCK_re,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,,nonlethal
GTHRDt,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,not in model,nonlethal,not in model,nonlethal,nonlethal,,not in model
GTHRDte,not in model,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model
CLt_e,nonlethal,nonlethal,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,nonlethal,,not in model
ACYP_2,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,not in model,not in model,nonlethal,,not in model
FA160ACPHi,nonlethal,nonlethal,not in model,not in model,not in model,nonlethal,nonlethal,nonlethal,not in model,not in model,not in model,nonlethal,,not in model
DVCHLDRc,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,,not in model
PPACOALmc,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,nonlethal
ECOAH5,nonlethal,nonlethal,not in model,nonlethal,nonlethal,nonlethal,nonlethal,not in model,nonlethal,not in model,nonlethal,nonlethal,,nonlethal
PCHLDRc,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,,not in model
GM2LIPAabctexc,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model,nonlethal,,nonlethal
EX_ile__L_e,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,,nonlethal
EX_thrasntyr_e,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model
EX_ala__D_e,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,nonlethal
GLNHISHISr,not in model,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model,not in model,,not in model
PLDAGAT1601819Z18111Z1,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,,not in model
ACChex,not in model,not in model,nonlethal,nonlethal,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model,not in model,,nonlethal
GGDPR,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,,not in model
MANAO,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,,not in model
DVPCHLDRc,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,,not in model
METLEUex,not in model,not in model,not in model,nonlethal,nonlethal,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model
SUCD3_u6m,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,,not in model
TAGAH1801819Z1835Z9Z12Z,nonlethal,nonlethal,not in model,not in model,not in model,not in model,not in model,nonlethal,nonlethal,not in model,nonlethal,nonlethal,,nonlethal
FOMETRi,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,not in model,not in model,not in model,nonlethal,not in model,not in model,nonlethal,,nonlethal
dgl_prod4,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,,nonlethal
pe_prod7,not in model,not in model,nonlethal,nonlethal,nonlethal,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model,,not in model
EX_murein5p5p_e,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,nonlethal
ASCBptsppc,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,nonlethal,not in model,nonlethal,nonlethal,,nonlethal
DGTSDS1839Z12Z15Z1845Z9Z12Z15Z2,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,,nonlethal
HMR_3684,not in model,not in model,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model
NDH2_sync,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,,not in model
GLYGS,nonlethal,nonlethal,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model
MTI,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model,nonlethal,,not in model
AASAD3,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,,nonlethal
SPHK21c,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,nonlethal
FACOAL120t2ppc,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,,nonlethal
DAGAH_HDE_DHA_c,not in model,not in model,not in model,nonlethal,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model,not in model,,not in model
ARGN,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,not in model,not in model,nonlethal,nonlethal,not in model,not in model,nonlethal,,not in model
EX_trp__L_e,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,not in model,not in model,nonlethal,not in model,not in model,not in model,nonlethal,,not in model
DXPS_ap,not in model,not in model,not in model,nonlethal,nonlethal,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model
3HAACOAT80,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model,,not in model
GLYCLTDx,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model,nonlethal,,not in model
DM_gly_c,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,,nonlethal
SMS,not in model,not in model,nonlethal,nonlethal,nonlethal,not in model,not in model,nonlethal,not in model,not in model,not in model,not in model,,not in model
IMPD,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,not in model,nonlethal,not in model,nonlethal,nonlethal,,nonlethal
EX_meoh_e,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model,,not in model
K2L4Aabcppc,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,,nonlethal
EX_but_e,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model,nonlethal,not in model,not in model,nonlethal,nonlethal,,not in model
NTD10,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,not in model,not in model,not in model,nonlethal,,nonlethal
CBMKr,not in model,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,,nonlethal
ABUTDm,nonlethal,nonlethal,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,,not in model
MMM2,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model,not in model,,nonlethal
ARTPLM1,nonlethal,nonlethal,nonlethal,not in model,not in model,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model,,not in model
SERTRPHISr,not in model,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model
GMHEPAT,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,,nonlethal
MALt2r,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,,not in model
FAS160ACPm,not in model,not in model,not in model,not in model,not in model,nonlethal,nonlethal,not in model,nonlethal,not in model,nonlethal,nonlethal,,not in model
ALCD23yi,not in model,not in model,not in model,not in model,not in model,nonlethal,nonlethal,not in model,nonlethal,not in model,not in model,nonlethal,,not in model
MANpts,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,nonlethal,not in model,nonlethal,nonlethal,,nonlethal
ATHRDHr,not in model,not in model,nonlethal,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model,not in model,nonlethal,,nonlethal
ACLSa,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,,nonlethal
MTRK,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,,nonlethal
DURAD,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,,nonlethal
PETHCT,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,,nonlethal
AP4AS,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,,nonlethal
3OAR40_ap,not in model,not in model,not in model,nonlethal,nonlethal,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model
4ABUTD,not in model,not in model,nonlethal,not in model,not in model,not in model,nonlethal,nonlethal,not in model,not in model,not in model,nonlethal,,nonlethal
GLYCTO1,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,,nonlethal
EX_salchs2fe_e,not in model,not in model,not in model,not in model,not in model,nonlethal,nonlethal,not in model,not in model,not in model,not in model,not in model,,nonlethal
SO4NA1tm,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,,not in model
ACOAH,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,nonlethal
RPE,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,not in model,not in model,nonlethal,nonlethal,not in model,nonlethal,nonlethal,,nonlethal
SSALxm,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model,not in model,,not in model
PLDAGAT1801819Z1601,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,,not in model
ACOAD3f,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,,nonlethal
PAPA_OLE_PALM,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model,not in model,not in model,,not in model
EX_pa_enhs,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,,not in model
MANTRabc,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model,not in model,not in model,,not in model
2agpe120t,not in model,not in model,nonlethal,nonlethal,nonlethal,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model
CPPPGOm,not in model,not in model,not in model,nonlethal,nonlethal,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model
PLDAGAT_LNA_EPA_GLNA_PE_14_c,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,,not in model
GLUt4,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,nonlethal
DAGAH_OLE_OLE_c,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model,not in model,,not in model
ARSt1,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,,not in model
FEENTERabcppc,not in model,not in model,not in model,not in model,not in model,nonlethal,nonlethal,not in model,not in model,not in model,not in model,not in model,,nonlethal
G3PD2,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,,nonlethal
LPEH2264Z7Z10Z13Z16Z19Z_sn1_c,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model,not in model,,not in model
lipid_bm,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,,nonlethal
EX_tag_e,not in model,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model
MAGAH1819Z,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,nonlethal,not in model,nonlethal,nonlethal,,not in model
HDL_HSSYNnhs,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model,not in model,,not in model
DOLASNT_pf,not in model,not in model,not in model,nonlethal,nonlethal,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model
AGAT_SC,not in model,not in model,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,,not in model
ACOLIPAabctexc,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,,nonlethal
Cuabc,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,nonlethal,not in model,nonlethal,not in model,nonlethal,nonlethal,,nonlethal
G3PCabcppc,nonlethal,nonlethal,not in model,nonlethal,not in model,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,,not in model
FATP1t,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model
ACOADAGAT_EPA_EPA_DHA_c,not in model,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model
DOLPMT,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,,nonlethal
SERARGTRPr,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model,not in model,,not in model
ALCD25xim,not in model,not in model,not in model,not in model,not in model,nonlethal,nonlethal,not in model,not in model,not in model,nonlethal,nonlethal,,not in model
PLIPA2G180,not in model,not in model,not in model,nonlethal,nonlethal,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model
Kt1,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,not in model,nonlethal,not in model,not in model,not in model,,nonlethal
PKETF,nonlethal,nonlethal,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model,not in model,nonlethal,,not in model
SERPHELYSt,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model,not in model,,not in model
TYRTYRr,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model,not in model,not in model,,not in model
PFK_2,not in model,not in model,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,not in model,nonlethal,not in model,,not in model
EX_2agpe160_e,not in model,not in model,nonlethal,nonlethal,nonlethal,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model
ACOADAGAT1819Z1819Z1819Z,nonlethal,nonlethal,not in model,nonlethal,not in model,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,,nonlethal
DM_phe__L_c,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,,nonlethal
OMBZLM,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,not in model,nonlethal,not in model,nonlethal,nonlethal,,nonlethal
AMETt2,not in model,not in model,not in model,nonlethal,nonlethal,nonlethal,nonlethal,not in model,not in model,not in model,not in model,not in model,,nonlethal
FE2utm,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,,not in model
AGPOPm,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,not in model,nonlethal,not in model,nonlethal,nonlethal,,not in model
G3PAT1819Z,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model,,nonlethal
PE161abcppc,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,,nonlethal
APTA1i,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model,nonlethal,,nonlethal
PICH,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,nonlethal
FE2DMT1,nonlethal,nonlethal,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,,not in model
PLDAGAT16018111Z1819Z4,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,,not in model
HMSH3,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,,not in model
MTHFCm_1,nonlethal,nonlethal,not in model,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,,not in model
UAGAAT,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,,not in model
STARCH300DEGRAc,nonlethal,nonlethal,not in model,not in model,not in model,nonlethal,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,,nonlethal
L_LACtm,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,,not in model
ENOm,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,not in model,nonlethal,not in model,nonlethal,nonlethal,,not in model
LPEH140_sn1_c,not in model,not in model,not in model,nonlethal,nonlethal,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model
dgl_prod7,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,,nonlethal
DNTPPA_1,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,nonlethal
MCITSm,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,,not in model
AGPOP,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,not in model,nonlethal,not in model,nonlethal,nonlethal,,nonlethal
GLYCt,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,,nonlethal
LCYSTAT,nonlethal,nonlethal,not in model,nonlethal,nonlethal,not in model,not in model,nonlethal,nonlethal,not in model,nonlethal,nonlethal,,nonlethal
XYLANabc,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,,nonlethal
ARSO4SH,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,,not in model
EX_glyclt_e,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,,not in model
CHOPT_MYRS_DHA_c,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,,not in model
MDDEP1ppc,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,nonlethal
ALDD20x_1,nonlethal,nonlethal,not in model,not in model,not in model,not in model,not in model,nonlethal,nonlethal,not in model,nonlethal,nonlethal,,nonlethal
PASYN_HP,not in model,not in model,nonlethal,nonlethal,nonlethal,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,nonlethal
FRTT2,not in model,not in model,not in model,not in model,nonlethal,nonlethal,nonlethal,not in model,not in model,not in model,not in model,nonlethal,,not in model
PE1801835Z9Z12Zt,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,,nonlethal
PE1801845Z9Z12Z15Zt,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,,nonlethal
DOLPGT2,not in model,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model
DKGLCNR2y,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model,nonlethal,,not in model
GTPCII,not in model,not in model,nonlethal,nonlethal,nonlethal,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,,not in model
GLNabc,nonlethal,nonlethal,not in model,nonlethal,nonlethal,not in model,not in model,not in model,nonlethal,not in model,not in model,nonlethal,,nonlethal
r0330,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model,,not in model
DAGAH_MYRS_DHA_c,not in model,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,,not in model
PSP_m,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,,not in model
HCO3Ehic,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,nonlethal,,not in model
F6PP,nonlethal,nonlethal,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,,not in model
pe_prod12,not in model,not in model,nonlethal,nonlethal,nonlethal,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model
LPLIPAL1A160,not in model,not in model,not in model,nonlethal,nonlethal,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model
ORNTA_1,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,,nonlethal
EX_ser__L_e,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,not in model,not in model,nonlethal,not in model,not in model,nonlethal,nonlethal,,nonlethal
DLTO,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,nonlethal
ACOTAim,nonlethal,nonlethal,nonlethal,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,,not in model
EX_acmana_e,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,nonlethal,not in model,nonlethal,nonlethal,,nonlethal
KAS_HP2,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,,nonlethal
DASYN180,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,,nonlethal
ALAALAabcppc,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,nonlethal
EX_gam_e,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,nonlethal,not in model,nonlethal,nonlethal,,nonlethal
MYCTR,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,nonlethal,,nonlethal
FAH140c,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,,not in model
ACOAD1,nonlethal,nonlethal,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,,nonlethal
HBtr,not in model,not in model,nonlethal,nonlethal,nonlethal,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model
XYLBabc,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,,nonlethal
CYSTS_1c,nonlethal,nonlethal,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model,not in model,nonlethal,,not in model
METGL,nonlethal,nonlethal,nonlethal,not in model,not in model,not in model,not in model,nonlethal,nonlethal,not in model,nonlethal,nonlethal,,nonlethal
TAGL_SC,not in model,not in model,not in model,not in model,not in model,nonlethal,nonlethal,nonlethal,not in model,not in model,not in model,nonlethal,,not in model
DDGLK,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model,not in model,not in model,,nonlethal
BAMPPALDOX,nonlethal,nonlethal,not in model,not in model,not in model,not in model,not in model,nonlethal,nonlethal,not in model,nonlethal,nonlethal,,nonlethal
DAGAH_STC_ALNA_c,not in model,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,,not in model
