,T. gondii GT1,T. gondii ME49,P. falciparum 3D7,P. berghei ANKA,P. vivax Sal1,C. hominis TU502 (2012),C. parvum Iowa II,E. histolytica HM1IMSS-A,L. major SD75,T. cruzi CL Brener,T. brucei Lister 427,V. brassicaformis CCMP3155,B. bovis T2Bo,N. fowleri ATCC30863
3OAS80_ap,not in model,not in model,not in model,nonlethal,nonlethal,,,not in model,not in model,,not in model,not in model,not in model,not in model
PHCYT_BS,nonlethal,nonlethal,not in model,not in model,nonlethal,,,not in model,not in model,,not in model,nonlethal,not in model,not in model
FACOAL120t2pp_ap,not in model,not in model,not in model,nonlethal,nonlethal,,,not in model,not in model,,not in model,not in model,not in model,not in model
MECDPDH,not in model,not in model,not in model,nonlethal,not in model,,,not in model,not in model,,not in model,nonlethal,nonlethal,not in model
KAS_HP2,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,nonlethal,,nonlethal,nonlethal,nonlethal,nonlethal
TSULtm,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,nonlethal,,nonlethal,nonlethal,not in model,not in model
PE140abcppc,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,nonlethal,,nonlethal,nonlethal,nonlethal,nonlethal
MLTG5,nonlethal,nonlethal,not in model,not in model,not in model,,,nonlethal,not in model,,not in model,nonlethal,not in model,nonlethal
2agpe160t,not in model,not in model,nonlethal,nonlethal,nonlethal,,,not in model,not in model,,not in model,not in model,not in model,not in model
AGPAT180_ap,not in model,not in model,not in model,nonlethal,nonlethal,,,not in model,not in model,,not in model,not in model,not in model,not in model
SULR_1,nonlethal,nonlethal,nonlethal,nonlethal,not in model,,,not in model,nonlethal,,nonlethal,nonlethal,nonlethal,nonlethal
N2OR,not in model,not in model,not in model,not in model,not in model,,,nonlethal,not in model,,not in model,nonlethal,not in model,nonlethal
FBP,nonlethal,nonlethal,not in model,not in model,not in model,,,nonlethal,nonlethal,,nonlethal,nonlethal,not in model,nonlethal
ALATA_L2,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,nonlethal,,not in model,nonlethal,nonlethal,nonlethal
GP4GH1,not in model,not in model,not in model,nonlethal,nonlethal,,,not in model,not in model,,not in model,not in model,not in model,not in model
HACD3,nonlethal,nonlethal,not in model,not in model,nonlethal,,,not in model,nonlethal,,nonlethal,nonlethal,not in model,nonlethal
TAGAH1601819Z180,nonlethal,nonlethal,not in model,not in model,not in model,,,nonlethal,nonlethal,,nonlethal,nonlethal,not in model,nonlethal
UDPGD,not in model,not in model,not in model,not in model,not in model,,,not in model,not in model,,not in model,nonlethal,not in model,nonlethal
GLXCBL,not in model,not in model,not in model,not in model,not in model,,,not in model,not in model,,not in model,nonlethal,not in model,not in model
EX_glcman6_e,not in model,not in model,not in model,not in model,not in model,,,not in model,not in model,,not in model,nonlethal,not in model,not in model
NITR_NOc,not in model,not in model,not in model,not in model,not in model,,,not in model,not in model,,not in model,nonlethal,not in model,nonlethal
KYN3OX,not in model,not in model,not in model,not in model,not in model,,,not in model,not in model,,not in model,nonlethal,not in model,nonlethal
PLPSA218111Z1819Z,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,not in model,,not in model,nonlethal,nonlethal,nonlethal
EX_pi_e,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,nonlethal,,nonlethal,nonlethal,nonlethal,nonlethal
dgl_prod8,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,nonlethal,,nonlethal,nonlethal,nonlethal,nonlethal
G12MT2gc,not in model,not in model,not in model,not in model,not in model,,,not in model,not in model,,not in model,not in model,not in model,nonlethal
PLDAGAT_HDE_MYRS_HDE_PC_4_c,not in model,not in model,not in model,not in model,not in model,,,not in model,nonlethal,,not in model,not in model,not in model,not in model
NAPRT,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,not in model,,not in model,nonlethal,not in model,not in model
PLIPA2G140,not in model,not in model,not in model,nonlethal,nonlethal,,,not in model,not in model,,not in model,not in model,not in model,not in model
G3PAT180,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,nonlethal,,nonlethal,nonlethal,not in model,nonlethal
EX_gdp_e,not in model,not in model,not in model,not in model,nonlethal,,,not in model,nonlethal,,nonlethal,nonlethal,not in model,not in model
PSERS_SC,not in model,not in model,not in model,not in model,not in model,,,not in model,not in model,,not in model,nonlethal,not in model,not in model
PPCKm,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,nonlethal,,nonlethal,nonlethal,not in model,not in model
ALDD11,nonlethal,nonlethal,not in model,not in model,not in model,,,nonlethal,nonlethal,,nonlethal,nonlethal,not in model,nonlethal
ALDD20ym,nonlethal,nonlethal,not in model,not in model,not in model,,,not in model,nonlethal,,nonlethal,nonlethal,not in model,not in model
NADPPPS,nonlethal,nonlethal,not in model,not in model,not in model,,,not in model,not in model,,nonlethal,nonlethal,not in model,nonlethal
AGPATCOA1819Z1819Z,not in model,not in model,nonlethal,nonlethal,nonlethal,,,not in model,nonlethal,,not in model,nonlethal,not in model,not in model
DOLDPP,not in model,not in model,nonlethal,not in model,not in model,,,not in model,not in model,,not in model,not in model,not in model,not in model
SUCD3_u6m,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,nonlethal,,nonlethal,nonlethal,not in model,not in model
EX_12ppd__S_e,not in model,not in model,not in model,not in model,not in model,,,not in model,nonlethal,,nonlethal,not in model,not in model,not in model
EX_lipa_e,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,nonlethal,,nonlethal,nonlethal,nonlethal,nonlethal
ETHAPT1801819Z,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,nonlethal,,nonlethal,nonlethal,nonlethal,nonlethal
ACOADAGAT18111Z1819Z1819Z,nonlethal,nonlethal,not in model,nonlethal,not in model,,,not in model,nonlethal,,nonlethal,nonlethal,not in model,nonlethal
NTRLASE,nonlethal,nonlethal,not in model,not in model,not in model,,,nonlethal,nonlethal,,nonlethal,nonlethal,not in model,nonlethal
FASC140ACP,nonlethal,nonlethal,nonlethal,not in model,not in model,,,nonlethal,nonlethal,,nonlethal,nonlethal,nonlethal,nonlethal
POR_syn,not in model,not in model,not in model,not in model,not in model,,,nonlethal,not in model,,not in model,nonlethal,not in model,not in model
PLIPA2A160,not in model,not in model,not in model,nonlethal,nonlethal,,,not in model,not in model,,not in model,not in model,not in model,not in model
MYCTR,not in model,not in model,not in model,not in model,not in model,,,not in model,not in model,,nonlethal,nonlethal,not in model,nonlethal
ALDD16,nonlethal,nonlethal,not in model,nonlethal,not in model,,,nonlethal,nonlethal,,nonlethal,nonlethal,not in model,nonlethal
CLPNS160,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,nonlethal,,nonlethal,nonlethal,nonlethal,nonlethal
DGDGW3DS1839Z12Z15Z1634Z7Z10Zc,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,nonlethal,,nonlethal,nonlethal,nonlethal,nonlethal
EX_malthp_e,not in model,not in model,not in model,not in model,not in model,,,not in model,not in model,,not in model,nonlethal,not in model,nonlethal
DAGAH_STC_ALNA_c,not in model,not in model,nonlethal,not in model,not in model,,,not in model,not in model,,not in model,not in model,not in model,not in model
ORNTArm,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,not in model,,not in model,nonlethal,not in model,not in model
GGCHLDBRc,not in model,not in model,not in model,not in model,not in model,,,not in model,not in model,,not in model,nonlethal,not in model,not in model
EX_serphelys_e,not in model,not in model,not in model,not in model,not in model,,,not in model,not in model,,not in model,not in model,not in model,not in model
PE1801819Zt,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,nonlethal,,nonlethal,nonlethal,nonlethal,nonlethal
EX_ppcr_e,not in model,not in model,not in model,not in model,not in model,,,not in model,not in model,,not in model,not in model,not in model,nonlethal
CAt4,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,not in model,,not in model,nonlethal,not in model,not in model
EX_h2o_e,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,nonlethal,,nonlethal,nonlethal,nonlethal,nonlethal
EX_pe1801819Z_e,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,nonlethal,,nonlethal,nonlethal,nonlethal,nonlethal
NADH10,not in model,not in model,nonlethal,not in model,not in model,,,nonlethal,nonlethal,,nonlethal,nonlethal,not in model,nonlethal
CHLSTI_1,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,nonlethal,,not in model,nonlethal,nonlethal,not in model
CDAPPA141,not in model,not in model,not in model,not in model,not in model,,,not in model,nonlethal,,not in model,not in model,not in model,not in model
TAGAH18111Z1819Z18111Z,nonlethal,nonlethal,not in model,not in model,not in model,,,nonlethal,nonlethal,,nonlethal,nonlethal,not in model,nonlethal
ETHAPT_HDE_LNA_c,not in model,not in model,not in model,not in model,not in model,,,not in model,nonlethal,,not in model,not in model,not in model,not in model
ERGSTGLCT,not in model,not in model,not in model,not in model,not in model,,,not in model,not in model,,not in model,nonlethal,not in model,not in model
DNMPPA,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,nonlethal,,nonlethal,nonlethal,nonlethal,nonlethal
EX_pail18111Z160_e,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,nonlethal,,nonlethal,nonlethal,nonlethal,nonlethal
DAGAH_HDE_LNA_c,not in model,not in model,not in model,not in model,not in model,,,not in model,nonlethal,,not in model,not in model,not in model,not in model
GGTAe2,not in model,not in model,not in model,not in model,not in model,,,not in model,not in model,,not in model,nonlethal,not in model,nonlethal
MHGS,not in model,not in model,not in model,not in model,not in model,,,not in model,not in model,,not in model,not in model,not in model,nonlethal
AMPtr,not in model,not in model,not in model,nonlethal,not in model,,,not in model,not in model,,not in model,not in model,not in model,not in model
CYSLYSL,not in model,not in model,not in model,not in model,not in model,,,nonlethal,nonlethal,,nonlethal,nonlethal,not in model,not in model
G12MT4c,not in model,not in model,not in model,not in model,not in model,,,not in model,not in model,,not in model,not in model,nonlethal,nonlethal
GLNASNGLNt,not in model,not in model,not in model,not in model,not in model,,,not in model,not in model,,not in model,not in model,not in model,not in model
PPNCL3,not in model,not in model,nonlethal,nonlethal,nonlethal,,,not in model,not in model,,not in model,nonlethal,nonlethal,nonlethal
PTRCt2,not in model,not in model,not in model,not in model,not in model,,,nonlethal,not in model,,not in model,nonlethal,not in model,not in model
dgl_prod7,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,nonlethal,,nonlethal,nonlethal,nonlethal,nonlethal
3OACOAS,not in model,not in model,not in model,not in model,not in model,,,nonlethal,not in model,,not in model,not in model,not in model,not in model
MGDGW6DS1829Z12Z1619Zc,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,not in model,,not in model,nonlethal,nonlethal,not in model
PINA1tm,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,nonlethal,,nonlethal,nonlethal,not in model,not in model
dgl_prod6,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,nonlethal,,nonlethal,nonlethal,nonlethal,nonlethal
GLYAT,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,nonlethal,,nonlethal,nonlethal,not in model,nonlethal
FBAm,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,nonlethal,,nonlethal,nonlethal,not in model,not in model
EX_pg161_e,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,nonlethal,,nonlethal,nonlethal,nonlethal,nonlethal
LPLIPAL2G180,not in model,not in model,not in model,nonlethal,nonlethal,,,not in model,not in model,,not in model,not in model,not in model,not in model
CDGS1,not in model,not in model,not in model,not in model,not in model,,,nonlethal,nonlethal,,not in model,not in model,not in model,not in model
2AGPGAT160,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,nonlethal,,nonlethal,nonlethal,nonlethal,nonlethal
NTD3,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,not in model,,not in model,nonlethal,nonlethal,nonlethal
URAt2,not in model,not in model,not in model,not in model,not in model,,,not in model,not in model,,not in model,nonlethal,not in model,not in model
PG181abcppc,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,nonlethal,,nonlethal,nonlethal,nonlethal,nonlethal
T4HCINNMFM,not in model,not in model,nonlethal,not in model,not in model,,,not in model,not in model,,not in model,not in model,not in model,not in model
HEX1,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,nonlethal,,nonlethal,nonlethal,nonlethal,nonlethal
THRS,nonlethal,nonlethal,not in model,not in model,not in model,,,not in model,nonlethal,,nonlethal,nonlethal,not in model,nonlethal
EX_dsbcrd_e,not in model,not in model,not in model,not in model,not in model,,,not in model,not in model,,not in model,nonlethal,not in model,not in model
PCMEH3ppc,not in model,not in model,not in model,not in model,not in model,,,not in model,not in model,,not in model,not in model,not in model,nonlethal
NH4ti,not in model,not in model,not in model,not in model,not in model,,,not in model,nonlethal,,not in model,nonlethal,not in model,nonlethal
ALDD18,nonlethal,nonlethal,not in model,not in model,not in model,,,nonlethal,nonlethal,,nonlethal,nonlethal,not in model,nonlethal
METMETILEr,not in model,not in model,nonlethal,not in model,not in model,,,not in model,not in model,,nonlethal,not in model,nonlethal,not in model
GMAND,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,not in model,,nonlethal,nonlethal,not in model,nonlethal
HISt2m,not in model,not in model,not in model,not in model,not in model,,,not in model,not in model,,nonlethal,nonlethal,not in model,not in model
NTP11,not in model,not in model,not in model,not in model,not in model,,,not in model,not in model,,not in model,nonlethal,not in model,not in model
CPPPGO,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,nonlethal,,not in model,nonlethal,not in model,nonlethal
ARAB1D1,not in model,not in model,not in model,not in model,not in model,,,not in model,not in model,,not in model,not in model,not in model,nonlethal
PGD3TDS18111Z1613Ec,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,not in model,,not in model,nonlethal,nonlethal,not in model
ACOAR2m,not in model,not in model,nonlethal,nonlethal,nonlethal,,,not in model,nonlethal,,nonlethal,nonlethal,not in model,not in model
MNLDHr,not in model,not in model,nonlethal,not in model,not in model,,,not in model,not in model,,not in model,nonlethal,not in model,not in model
HMR_7758,not in model,not in model,not in model,not in model,not in model,,,not in model,not in model,,not in model,nonlethal,not in model,not in model
ACALDCD,not in model,not in model,not in model,not in model,not in model,,,not in model,nonlethal,,not in model,nonlethal,not in model,not in model
EX_ac_e,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,nonlethal,,nonlethal,nonlethal,nonlethal,nonlethal
DES_15,not in model,not in model,not in model,not in model,not in model,,,not in model,nonlethal,,nonlethal,nonlethal,not in model,nonlethal
DGDGGH1819Z160c,nonlethal,nonlethal,not in model,not in model,not in model,,,not in model,not in model,,not in model,nonlethal,not in model,not in model
PGSA161,nonlethal,nonlethal,not in model,nonlethal,nonlethal,,,nonlethal,not in model,,not in model,nonlethal,not in model,not in model
CEPA,not in model,not in model,not in model,not in model,not in model,,,nonlethal,not in model,,not in model,not in model,not in model,not in model
OIVD3,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,nonlethal,,nonlethal,nonlethal,nonlethal,nonlethal
MALTPTabc,nonlethal,nonlethal,not in model,not in model,not in model,,,not in model,not in model,,not in model,nonlethal,not in model,not in model
FEROc,not in model,not in model,not in model,not in model,not in model,,,not in model,not in model,,not in model,nonlethal,not in model,nonlethal
HEMEOSm_1,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,nonlethal,,nonlethal,nonlethal,not in model,not in model
HMR_1637,not in model,not in model,not in model,not in model,not in model,,,not in model,not in model,,not in model,nonlethal,not in model,not in model
OPMEACPR,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,nonlethal,,nonlethal,nonlethal,nonlethal,nonlethal
FEOXAMabcppc,not in model,not in model,not in model,not in model,not in model,,,not in model,nonlethal,,nonlethal,nonlethal,nonlethal,nonlethal
CMCMSAD,not in model,not in model,not in model,not in model,not in model,,,not in model,nonlethal,,nonlethal,nonlethal,not in model,nonlethal
KAS2,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,nonlethal,,not in model,nonlethal,nonlethal,nonlethal
AGPATCOA16018111Z,not in model,not in model,nonlethal,nonlethal,nonlethal,,,not in model,not in model,,not in model,nonlethal,not in model,not in model
PDHam1mi,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,nonlethal,,nonlethal,nonlethal,not in model,not in model
PYK_ap,not in model,not in model,not in model,nonlethal,nonlethal,,,not in model,not in model,,not in model,not in model,not in model,not in model
4MBZDH,not in model,not in model,not in model,not in model,not in model,,,not in model,nonlethal,,not in model,not in model,not in model,nonlethal
IDPm,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,not in model,nonlethal,,nonlethal,nonlethal,not in model,not in model
PLDAGAT_PALM_EPA_LNA_PC_5_c,not in model,not in model,not in model,not in model,not in model,,,not in model,nonlethal,,not in model,not in model,not in model,not in model
HBZOPTm,not in model,not in model,nonlethal,nonlethal,nonlethal,,,not in model,not in model,,not in model,not in model,not in model,not in model
PUNP8,not in model,not in model,not in model,not in model,not in model,,,not in model,not in model,,not in model,not in model,not in model,nonlethal
CA2abc1,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,nonlethal,,nonlethal,nonlethal,nonlethal,nonlethal
PPPGOm_pf,not in model,not in model,not in model,nonlethal,nonlethal,,,not in model,not in model,,not in model,not in model,not in model,not in model
ALDD20x,not in model,not in model,not in model,not in model,not in model,,,nonlethal,not in model,,nonlethal,not in model,not in model,nonlethal
DAGAH16018111Z,nonlethal,nonlethal,not in model,not in model,not in model,,,nonlethal,nonlethal,,nonlethal,nonlethal,not in model,nonlethal
DHPS,not in model,not in model,nonlethal,nonlethal,nonlethal,,,not in model,not in model,,not in model,not in model,not in model,not in model
ADD,nonlethal,nonlethal,not in model,not in model,not in model,,,not in model,nonlethal,,not in model,nonlethal,not in model,not in model
SERGLNexR,not in model,not in model,not in model,nonlethal,nonlethal,,,not in model,not in model,,nonlethal,not in model,not in model,not in model
NO2t3,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,not in model,,not in model,not in model,not in model,not in model
TYRTA,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,nonlethal,,nonlethal,nonlethal,nonlethal,nonlethal
PG120abcppc,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,nonlethal,,nonlethal,nonlethal,nonlethal,nonlethal
RNDR4,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,nonlethal,,nonlethal,nonlethal,nonlethal,nonlethal
pe_prod11,not in model,not in model,nonlethal,nonlethal,nonlethal,,,not in model,not in model,,not in model,not in model,not in model,not in model
ALATRS,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,nonlethal,nonlethal,,nonlethal,nonlethal,nonlethal,nonlethal
ALOX15,not in model,not in model,not in model,not in model,not in model,,,not in model,nonlethal,,not in model,not in model,not in model,not in model
