,T. gondii ARI,T. gondii FOU,T. gondii GAB2-2007-GAL-DOM2,T. gondii GT1,T. gondii MAS,T. gondii ME49,T. gondii p89,T. gondii RUB,T. gondii TgCatPRC2,T. gondii VAND,T. gondii VEG
CDPDAGS18111Z160,,,,,nonlethal,,,,,,
EX_tungs_e,,,,,nonlethal,,,,,,
FA180h,,,,,not in model,,,,,,
TMDS,,,,,nonlethal,,,,,,
FAO11,,,,,nonlethal,,,,,,
DAGK1801819Z,,,,,nonlethal,,,,,,
PALFATPtc,,,,,nonlethal,,,,,,
ALCD19,,,,,nonlethal,,,,,,
EX_cu2_e,,,,,nonlethal,,,,,,
3HAD60,,,,,nonlethal,,,,,,
ECOAH6,,,,,nonlethal,,,,,,
ACOADAGAT1819Z1819Z1819Z,,,,,nonlethal,,,,,,
EX_feoxam_e,,,,,not in model,,,,,,
ALDD2x,,,,,nonlethal,,,,,,
3OAS80,,,,,nonlethal,,,,,,
NPDPS,,,,,not in model,,,,,,
GTHOr,,,,,nonlethal,,,,,,
OMPDC,,,,,nonlethal,,,,,,
ATP2t_m,,,,,nonlethal,,,,,,
PPIth,,,,,not in model,,,,,,
ECOAH3m,,,,,nonlethal,,,,,,
RPEc,,,,,not in model,,,,,,
DGDGGH1839Z12Z15Z1644Z7Z10Z13Zc,,,,,nonlethal,,,,,,
FA160ACPHi,,,,,nonlethal,,,,,,
ECOAH5m,,,,,nonlethal,,,,,,
EX_alaala_e,,,,,not in model,,,,,,
TAGAH18111Z18111Z180,,,,,nonlethal,,,,,,
AP4AS,,,,,nonlethal,,,,,,
MGDGW6DS1829Z12Z160c,,,,,nonlethal,,,,,,
EX_cl_e,,,,,nonlethal,,,,,,
FACOAL140,,,,,nonlethal,,,,,,
ACOAO9pc,,,,,nonlethal,,,,,,
HSK,,,,,nonlethal,,,,,,
ACACT9pc,,,,,nonlethal,,,,,,
COLIPAPabctexc,,,,,nonlethal,,,,,,
EX_pgp161_e,,,,,nonlethal,,,,,,
MLTP1,,,,,nonlethal,,,,,,
PE1801829Z12Zt,,,,,nonlethal,,,,,,
ACONTb,,,,,nonlethal,,,,,,
GLUTRS_Glnc,,,,,nonlethal,,,,,,
3HAD181,,,,,nonlethal,,,,,,
2dr_p,,,,,not in model,,,,,,
UMPU,,,,,nonlethal,,,,,,
FACOAL150_ISO,,,,,nonlethal,,,,,,
SO3R,,,,,nonlethal,,,,,,
DM_phe__L_c,,,,,nonlethal,,,,,,
AMPTASEPG,,,,,nonlethal,,,,,,
MATm,,,,,nonlethal,,,,,,
OXOADLRc,,,,,nonlethal,,,,,,
EX_glc__D_e,,,,,nonlethal,,,,,,
MOTH2,,,,,nonlethal,,,,,,
G6PBDH,,,,,nonlethal,,,,,,
PPPNDO,,,,,nonlethal,,,,,,
ECOAH1,,,,,nonlethal,,,,,,
PPBNGS_1c,,,,,nonlethal,,,,,,
PE1829Z12Z1835Z9Z12Zt,,,,,nonlethal,,,,,,
ACACT4m,,,,,nonlethal,,,,,,
ASPTRSm,,,,,nonlethal,,,,,,
CEFc,,,,,nonlethal,,,,,,
EX_thm_e,,,,,not in model,,,,,,
3HAD141,,,,,nonlethal,,,,,,
PDE1,,,,,nonlethal,,,,,,
GLYTRS,,,,,nonlethal,,,,,,
THMATPe,,,,,not in model,,,,,,
TAGAH1801819Z1845Z9Z12Z15Z,,,,,nonlethal,,,,,,
MGDGW6DS1829Z12Z1627Z10Z2c,,,,,nonlethal,,,,,,
3OAR60_m,,,,,nonlethal,,,,,,
EX_so3_e,,,,,nonlethal,,,,,,
NOS2_1,,,,,nonlethal,,,,,,
FAO3,,,,,nonlethal,,,,,,
FA181ACPH,,,,,nonlethal,,,,,,
TAGAH1819Z18111Z1835Z9Z12Z,,,,,nonlethal,,,,,,
HISabc,,,,,nonlethal,,,,,,
AHSERL2,,,,,nonlethal,,,,,,
ACSERLm,,,,,nonlethal,,,,,,
TRIGS_SC,,,,,nonlethal,,,,,,
1AGPEAT1819Z1835Z9Z12Z,,,,,nonlethal,,,,,,
r1530,,,,,nonlethal,,,,,,
ADK3,,,,,nonlethal,,,,,,
PE141abcppc,,,,,nonlethal,,,,,,
AACPS3_1c,,,,,nonlethal,,,,,,
EX_pgp140_e,,,,,nonlethal,,,,,,
DAGAH1819Z1819Z,,,,,nonlethal,,,,,,
GLUK_syn,,,,,nonlethal,,,,,,
PGP180abcppc,,,,,nonlethal,,,,,,
ZNabc,,,,,nonlethal,,,,,,
TCHOLAt3,,,,,nonlethal,,,,,,
ACCOAL,,,,,nonlethal,,,,,,
GLCR1TRB1,,,,,nonlethal,,,,,,
CYSTL,,,,,nonlethal,,,,,,
I4FE4ST,,,,,nonlethal,,,,,,
1AGPEAT18111Z1829Z12Z,,,,,nonlethal,,,,,,
PGMT,,,,,nonlethal,,,,,,
G3PSabcppc,,,,,nonlethal,,,,,,
NTRIR2x,,,,,nonlethal,,,,,,
TRDR,,,,,nonlethal,,,,,,
MOTH4,,,,,nonlethal,,,,,,
EX_pg140_e,,,,,nonlethal,,,,,,
MG3B,,,,,nonlethal,,,,,,
MDHC_nadp_hr,,,,,not in model,,,,,,
AGPOP,,,,,nonlethal,,,,,,
PGI,,,,,nonlethal,,,,,,
DASYN181,,,,,nonlethal,,,,,,
NTD5,,,,,nonlethal,,,,,,
FA161ACPHi,,,,,nonlethal,,,,,,
HISLYSTHRt,,,,,not in model,,,,,,
NTRLASE2,,,,,nonlethal,,,,,,
SGOR,,,,,not in model,,,,,,
EX_pe1801819Z_e,,,,,nonlethal,,,,,,
AMPTASECG,,,,,nonlethal,,,,,,
ACOAR5mc,,,,,nonlethal,,,,,,
EX_chol_e,,,,,nonlethal,,,,,,
PIt2r,,,,,nonlethal,,,,,,
ATPS1,,,,,nonlethal,,,,,,
PG18111Z160t,,,,,nonlethal,,,,,,
ACt2r,,,,,nonlethal,,,,,,
EX_ac_e,,,,,nonlethal,,,,,,
ACACT5m,,,,,nonlethal,,,,,,
PPDIMAS,,,,,nonlethal,,,,,,
AGPOPm,,,,,nonlethal,,,,,,
PIN3K_SC,,,,,nonlethal,,,,,,
dgl_prod4,,,,,nonlethal,,,,,,
DKFPS2,,,,,nonlethal,,,,,,
PGCD,,,,,nonlethal,,,,,,
3OAS160_1c,,,,,nonlethal,,,,,,
HMGL,,,,,nonlethal,,,,,,
EX_leu__L_e,,,,,nonlethal,,,,,,
PPTTm,,,,,nonlethal,,,,,,
SSALy,,,,,nonlethal,,,,,,
EX_murein3px3p_e,,,,,nonlethal,,,,,,
URIDK2r,,,,,nonlethal,,,,,,
A3GALT1c,,,,,nonlethal,,,,,,
ACOATA,,,,,nonlethal,,,,,,
NNAMrm,,,,,nonlethal,,,,,,
GLYCK2,,,,,nonlethal,,,,,,
AMPN,,,,,nonlethal,,,,,,
EX_fe2_e,,,,,nonlethal,,,,,,
ASNN,,,,,nonlethal,,,,,,
PPCOAC,,,,,nonlethal,,,,,,
HACD6,,,,,nonlethal,,,,,,
r2526,,,,,nonlethal,,,,,,
FASC200ACP,,,,,nonlethal,,,,,,
DM_ser__L_c,,,,,nonlethal,,,,,,
NT5C,,,,,nonlethal,,,,,,
NTPP1,,,,,nonlethal,,,,,,
ACSERSULL,,,,,nonlethal,,,,,,
AGPAT181,,,,,nonlethal,,,,,,
PAIL18111Z160t,,,,,nonlethal,,,,,,
CYSTAm,,,,,nonlethal,,,,,,
DMBZIDS,,,,,not in model,,,,,,
DAGK120,,,,,nonlethal,,,,,,
DNTP,,,,,nonlethal,,,,,,
ADK1,,,,,nonlethal,,,,,,
THRTHRARGt,,,,,nonlethal,,,,,,
ACOAD4,,,,,not in model,,,,,,
GTHPi,,,,,nonlethal,,,,,,
EX_pe181_e,,,,,nonlethal,,,,,,
AMALT3,,,,,nonlethal,,,,,,
G3PD7,,,,,nonlethal,,,,,,
DM_atp_c,,,,,nonlethal,,,,,,
PIt7,,,,,nonlethal,,,,,,
PGIA,,,,,nonlethal,,,,,,
PA160abcppc,,,,,nonlethal,,,,,,
EX_g3pe_e,,,,,nonlethal,,,,,,
ATDGDm,,,,,nonlethal,,,,,,
EX_xyl__D_e,,,,,nonlethal,,,,,,
CD2abc1,,,,,nonlethal,,,,,,
EX_enlipidA_LptA_e,,,,,nonlethal,,,,,,
PPA,,,,,nonlethal,,,,,,
I4FE4SR,,,,,nonlethal,,,,,,
TSULR3e,,,,,not in model,,,,,,
DES_9,,,,,nonlethal,,,,,,
DVPCHLD450ORc,,,,,nonlethal,,,,,,
MCITS,,,,,nonlethal,,,,,,
3HAD100,,,,,nonlethal,,,,,,
r1467,,,,,not in model,,,,,,
FA140ACPHi,,,,,nonlethal,,,,,,
ATPt_m,,,,,not in model,,,,,,
MTRI,,,,,nonlethal,,,,,,
CDPDAGS_OLE_PALM,,,,,nonlethal,,,,,,
DGDGW3DS1819Z1637Z10Z13Zc,,,,,nonlethal,,,,,,
EX_gthrd_e,,,,,nonlethal,,,,,,
DXPRIi,,,,,nonlethal,,,,,,
ALDD20xm,,,,,nonlethal,,,,,,
ALDD14,,,,,nonlethal,,,,,,
CTECOAI7,,,,,nonlethal,,,,,,
IMACTD,,,,,nonlethal,,,,,,
PHETRS,,,,,nonlethal,,,,,,
FAMPL2,,,,,nonlethal,,,,,,
EX_arg__L_e,,,,,nonlethal,,,,,,
ADPT,,,,,nonlethal,,,,,,
PA140abcppc,,,,,nonlethal,,,,,,
LANOSTt,,,,,nonlethal,,,,,,
EAR60x,,,,,nonlethal,,,,,,
G5SD2,,,,,nonlethal,,,,,,
ACOADAGAT1601819Z1835Z9Z12Z,,,,,nonlethal,,,,,,
EX_fe3_e,,,,,nonlethal,,,,,,
LEUTAi,,,,,nonlethal,,,,,,
DHROm,,,,,nonlethal,,,,,,
ACOAD1fm,,,,,nonlethal,,,,,,
GLCOAS,,,,,nonlethal,,,,,,
LPLPS1AGPE1819Z,,,,,nonlethal,,,,,,
ATPH1,,,,,nonlethal,,,,,,
FALDH2,,,,,nonlethal,,,,,,
TDPGDH,,,,,not in model,,,,,,
NODOy,,,,,nonlethal,,,,,,
PPCKm,,,,,nonlethal,,,,,,
ASPTRS,,,,,nonlethal,,,,,,
PGW6DS1829Z12Z160c,,,,,nonlethal,,,,,,
SPRMti,,,,,nonlethal,,,,,,
TPIh,,,,,not in model,,,,,,
FTHFLmi,,,,,nonlethal,,,,,,
TAGAH18111Z1819Z18111Z,,,,,nonlethal,,,,,,
LALDO,,,,,nonlethal,,,,,,
ALDD1,,,,,nonlethal,,,,,,
CHOLESTTDe,,,,,nonlethal,,,,,,
DGDGW6DS1829Z12Z1619Zc,,,,,nonlethal,,,,,,
A4GALTc,,,,,nonlethal,,,,,,
FAO240pc,,,,,nonlethal,,,,,,
ALDH,,,,,nonlethal,,,,,,
TAGAH18111Z18111Z1819Z,,,,,nonlethal,,,,,,
PI4P5K_SC,,,,,nonlethal,,,,,,
2AGPGAT140,,,,,nonlethal,,,,,,
EX_ocdca_e,,,,,nonlethal,,,,,,
3OAS181,,,,,nonlethal,,,,,,
SECYSTL,,,,,nonlethal,,,,,,
MGDGD4DS1829Z12Z1644Z7Z10Z13Zc,,,,,nonlethal,,,,,,
EX_pe1819Z1845Z9Z12Z15Z_e,,,,,nonlethal,,,,,,
CYOO6m,,,,,nonlethal,,,,,,
DHACOAH,,,,,nonlethal,,,,,,
EX_gal__L_e,,,,,nonlethal,,,,,,
PINOS,,,,,nonlethal,,,,,,
KAT1,,,,,nonlethal,,,,,,
EX_ps181_e,,,,,nonlethal,,,,,,
HEX7,,,,,nonlethal,,,,,,
TALA,,,,,nonlethal,,,,,,
EX_pgp1819Z160_e,,,,,nonlethal,,,,,,
SELCYSLY2_1,,,,,nonlethal,,,,,,
CA2abc,,,,,nonlethal,,,,,,
PLPSA21801845Z9Z12Z15Z,,,,,nonlethal,,,,,,
PGD3TDS1839Z12Z15Z1613Ec,,,,,nonlethal,,,,,,
PSAT_m,,,,,nonlethal,,,,,,
TAGAH1601819Z160,,,,,nonlethal,,,,,,
NTD4,,,,,nonlethal,,,,,,
GDR,,,,,not in model,,,,,,
FASC161ACP,,,,,nonlethal,,,,,,
UPPDC1,,,,,nonlethal,,,,,,
MGDGD4DS1839Z12Z15Z1634Z7Z10Zc,,,,,nonlethal,,,,,,
DAGCPT_SC,,,,,nonlethal,,,,,,
CYSS,,,,,nonlethal,,,,,,
SUCOAS1m,,,,,nonlethal,,,,,,
AACPS6,,,,,nonlethal,,,,,,
BSORx,,,,,nonlethal,,,,,,
DAPOP,,,,,nonlethal,,,,,,
APH160,,,,,not in model,,,,,,
GCC2bim,,,,,nonlethal,,,,,,
CLt3r_2,,,,,nonlethal,,,,,,
ALATA_L2,,,,,nonlethal,,,,,,
DGDGD7DS1819Z1617Zc,,,,,nonlethal,,,,,,
ADK4,,,,,nonlethal,,,,,,
NADPt2_c,,,,,nonlethal,,,,,,
MGDGD4DS1829Z12Z1634Z7Z10Zc,,,,,nonlethal,,,,,,
ACOAO8pc,,,,,nonlethal,,,,,,
TAGAH18111Z1819Z1819Z,,,,,nonlethal,,,,,,
CYTBO3,,,,,not in model,,,,,,
C180SN,,,,,nonlethal,,,,,,
DIPS,,,,,nonlethal,,,,,,
DAGAH1801819Z,,,,,nonlethal,,,,,,
I2FE2SS2,,,,,nonlethal,,,,,,
AKGDa,,,,,not in model,,,,,,
GLNabc,,,,,nonlethal,,,,,,
3OAR141,,,,,nonlethal,,,,,,
SULR3,,,,,nonlethal,,,,,,
ETHAK,,,,,nonlethal,,,,,,
SERAT,,,,,not in model,,,,,,
FERRICHabc,,,,,not in model,,,,,,
DM_his__L_c,,,,,nonlethal,,,,,,
PYK4,,,,,nonlethal,,,,,,
MAN1PT2,,,,,nonlethal,,,,,,
GLYCt2,,,,,nonlethal,,,,,,
DAGK160,,,,,nonlethal,,,,,,
FACOAL160_ISO,,,,,nonlethal,,,,,,
FASC120ACP,,,,,nonlethal,,,,,,
LEUTRS,,,,,nonlethal,,,,,,
ACOADAGAT18111Z1819Z1835Z9Z12Z,,,,,nonlethal,,,,,,
MG2A,,,,,nonlethal,,,,,,
CBPS,,,,,nonlethal,,,,,,
ACOADAGAT1819Z1819Z160,,,,,nonlethal,,,,,,
LIPAMPL,,,,,nonlethal,,,,,,
OPMEACPR,,,,,nonlethal,,,,,,
PG120abcppc,,,,,nonlethal,,,,,,
lipid_bm,,,,,nonlethal,,,,,,
ACPPAT161,,,,,nonlethal,,,,,,
FASm2801,,,,,nonlethal,,,,,,
G3PD1irm,,,,,nonlethal,,,,,,
TSULabc,,,,,nonlethal,,,,,,
METSOXR2,,,,,nonlethal,,,,,,
PSCVT,,,,,nonlethal,,,,,,
SHSL4r,,,,,nonlethal,,,,,,
ACACT3r,,,,,nonlethal,,,,,,
G3PD,,,,,nonlethal,,,,,,
MGDGW6DS1819Z1627Z10Zc,,,,,nonlethal,,,,,,
ALDD19xr,,,,,nonlethal,,,,,,
FAS100,,,,,nonlethal,,,,,,
GLUth,,,,,not in model,,,,,,
SUCBZL,,,,,nonlethal,,,,,,
r1162,,,,,nonlethal,,,,,,
CITACt,,,,,not in model,,,,,,
GLUabc,,,,,not in model,,,,,,
ACCOAhic,,,,,nonlethal,,,,,,
C100SN,,,,,nonlethal,,,,,,
LGTHL,,,,,nonlethal,,,,,,
FAS240_L,,,,,nonlethal,,,,,,
ACPPAT141,,,,,nonlethal,,,,,,
TAGAH1819Z18111Z1819Z,,,,,nonlethal,,,,,,
GALKr,,,,,nonlethal,,,,,,
ARABRr,,,,,not in model,,,,,,
MDH4,,,,,nonlethal,,,,,,
NO2t2r,,,,,nonlethal,,,,,,
EX_spmd_e,,,,,nonlethal,,,,,,
IAGT,,,,,nonlethal,,,,,,
TAGAH16018111Z18111Z,,,,,nonlethal,,,,,,
EX_dca_e,,,,,nonlethal,,,,,,
MAN1PT,,,,,nonlethal,,,,,,
MLTG5,,,,,nonlethal,,,,,,
MGDGD4DS1839Z12Z15Z1644Z7Z10Z13Zc,,,,,nonlethal,,,,,,
TRE6PS,,,,,nonlethal,,,,,,
THIORDXm,,,,,nonlethal,,,,,,
CYOOm,,,,,nonlethal,,,,,,
DTTGY,,,,,nonlethal,,,,,,
PSERT,,,,,nonlethal,,,,,,
P5CRx,,,,,nonlethal,,,,,,
RPI,,,,,nonlethal,,,,,,
EX_k_e,,,,,nonlethal,,,,,,
ACACT6r_1,,,,,nonlethal,,,,,,
EX_pro__L_e,,,,,nonlethal,,,,,,
MMSAD1,,,,,nonlethal,,,,,,
FASm2001,,,,,nonlethal,,,,,,
TAGAH18111Z1819Z180,,,,,nonlethal,,,,,,
FE3DHBZSabcppc,,,,,not in model,,,,,,
CGS_m,,,,,nonlethal,,,,,,
QULNS_1,,,,,not in model,,,,,,
ALLabcppc,,,,,not in model,,,,,,
HACD2,,,,,nonlethal,,,,,,
ACOAD7f,,,,,nonlethal,,,,,,
TAGAH18111Z18111Z18111Z,,,,,nonlethal,,,,,,
SQDGW6DS1829Z12Z160c,,,,,nonlethal,,,,,,
FOLR2_1,,,,,nonlethal,,,,,,
ACOADAGAT1819Z18111Z18111Z,,,,,nonlethal,,,,,,
S4FE4ST,,,,,nonlethal,,,,,,
PS141abcppc,,,,,nonlethal,,,,,,
EAR80y,,,,,nonlethal,,,,,,
EX_degly_e,,,,,nonlethal,,,,,,
DHFOR,,,,,nonlethal,,,,,,
NTD7,,,,,nonlethal,,,,,,
ALATL,,,,,nonlethal,,,,,,
TCHOLABCtc,,,,,nonlethal,,,,,,
NTD6,,,,,nonlethal,,,,,,
BETALDHx,,,,,nonlethal,,,,,,
RNTR1,,,,,nonlethal,,,,,,
MMSDH,,,,,nonlethal,,,,,,
AACPS9,,,,,nonlethal,,,,,,
GLNTRATc,,,,,nonlethal,,,,,,
TYRTRS,,,,,nonlethal,,,,,,
ECOAH9m,,,,,nonlethal,,,,,,
GLCS2,,,,,nonlethal,,,,,,
DTMPK,,,,,nonlethal,,,,,,
FAS80COA_L,,,,,nonlethal,,,,,,
K2L4Aabcppc,,,,,nonlethal,,,,,,
EX_cd2_e,,,,,nonlethal,,,,,,
PGP18111Z160t,,,,,nonlethal,,,,,,
HYDAm,,,,,nonlethal,,,,,,
PSD_HP,,,,,nonlethal,,,,,,
CAATPS,,,,,nonlethal,,,,,,
PLPSA21801829Z12Z,,,,,nonlethal,,,,,,
ACOATAm,,,,,nonlethal,,,,,,
SUCHMSSELCYSL,,,,,nonlethal,,,,,,
ILETRS,,,,,nonlethal,,,,,,
PDHm,,,,,nonlethal,,,,,,
ACTD2,,,,,nonlethal,,,,,,
FEOXAMabcppc,,,,,not in model,,,,,,
TAGAH1801819Z180,,,,,nonlethal,,,,,,
ATPS3m,,,,,nonlethal,,,,,,
APCPT,,,,,nonlethal,,,,,,
TRPTRS,,,,,nonlethal,,,,,,
NADPHtu,,,,,not in model,,,,,,
SULOm,,,,,nonlethal,,,,,,
CDPDAGS1819Z160,,,,,nonlethal,,,,,,
MACPD,,,,,nonlethal,,,,,,
SERPT,,,,,nonlethal,,,,,,
EX_g3pi_e,,,,,nonlethal,,,,,,
AHSERL4,,,,,nonlethal,,,,,,
MTHFDm,,,,,nonlethal,,,,,,
AHHST,,,,,not in model,,,,,,
CLPNS181,,,,,nonlethal,,,,,,
DGDGGH_OLE_HDE_c,,,,,nonlethal,,,,,,
AACPS1_1c,,,,,nonlethal,,,,,,
NAt3_15,,,,,nonlethal,,,,,,
VECOAH,,,,,nonlethal,,,,,,
THIORDXi,,,,,nonlethal,,,,,,
BACCL,,,,,nonlethal,,,,,,
CSND,,,,,nonlethal,,,,,,
DASYN141,,,,,nonlethal,,,,,,
SHSL3,,,,,nonlethal,,,,,,
FACOAL150_anteiso,,,,,nonlethal,,,,,,
ACACT7m,,,,,nonlethal,,,,,,
PLPSA218111Z1845Z9Z12Z15Z,,,,,nonlethal,,,,,,
FASm2402,,,,,nonlethal,,,,,,
AMETt2m,,,,,nonlethal,,,,,,
DHAP_pi_thr,,,,,not in model,,,,,,
NH4t,,,,,not in model,,,,,,
PCHLD646ORc,,,,,nonlethal,,,,,,
EX_ps180_e,,,,,nonlethal,,,,,,
FASm2601,,,,,nonlethal,,,,,,
EX_mn2_e,,,,,nonlethal,,,,,,
PPBNGS,,,,,nonlethal,,,,,,
G3PCabcppc,,,,,nonlethal,,,,,,
DUTUP,,,,,nonlethal,,,,,,
TAGAH1819Z18111Z160,,,,,nonlethal,,,,,,
UTUP,,,,,nonlethal,,,,,,
GDR_nadp_h,,,,,not in model,,,,,,
MTHFD,,,,,nonlethal,,,,,,
GK1,,,,,nonlethal,,,,,,
PE1801819Zt,,,,,nonlethal,,,,,,
EX_glyc3p_e,,,,,nonlethal,,,,,,
ACTDa,,,,,nonlethal,,,,,,
UMPKm,,,,,nonlethal,,,,,,
SELTORm,,,,,nonlethal,,,,,,
R5PP,,,,,nonlethal,,,,,,
FACOAL171_anteiso,,,,,nonlethal,,,,,,
HBZOPT6,,,,,nonlethal,,,,,,
ALDD2ym,,,,,nonlethal,,,,,,
KAS16,,,,,nonlethal,,,,,,
CYSGLUexR,,,,,not in model,,,,,,
ASNTRAT,,,,,nonlethal,,,,,,
2AGPEAT140,,,,,nonlethal,,,,,,
DGDGGH1829Z12Z1634Z7Z10Zc,,,,,nonlethal,,,,,,
G1Pt6_2,,,,,nonlethal,,,,,,
XYLt2,,,,,nonlethal,,,,,,
FA140COAabcpc,,,,,nonlethal,,,,,,
PI45BP5P_SC,,,,,nonlethal,,,,,,
TAGAH16018111Z1819Z,,,,,nonlethal,,,,,,
NADK,,,,,nonlethal,,,,,,
EX_pe18111Z1845Z9Z12Z15Z_e,,,,,nonlethal,,,,,,
ACOADAGAT18111Z18111Z1835Z9Z12Z,,,,,nonlethal,,,,,,
PRPPtm,,,,,nonlethal,,,,,,
TRPt,,,,,nonlethal,,,,,,
XYLK,,,,,not in model,,,,,,
OBDHc,,,,,nonlethal,,,,,,
GAT1_SC,,,,,nonlethal,,,,,,
ECOAH2,,,,,nonlethal,,,,,,
PGSA120,,,,,nonlethal,,,,,,
FACOAL141t2ppc,,,,,nonlethal,,,,,,
ZYMSTt,,,,,nonlethal,,,,,,
PDE4,,,,,nonlethal,,,,,,
UTCY,,,,,nonlethal,,,,,,
FACOAL161_ISO,,,,,nonlethal,,,,,,
PDX5PS,,,,,not in model,,,,,,
PYRShic,,,,,nonlethal,,,,,,
4HALDD,,,,,nonlethal,,,,,,
RAFGH,,,,,nonlethal,,,,,,
G3PAT140,,,,,nonlethal,,,,,,
CHITOBptsc,,,,,nonlethal,,,,,,
EX_pg160_e,,,,,nonlethal,,,,,,
PPNDH,,,,,not in model,,,,,,
ATAMh,,,,,not in model,,,,,,
THRTRS,,,,,nonlethal,,,,,,
FASC201ACP,,,,,nonlethal,,,,,,
PDHam1mi,,,,,nonlethal,,,,,,
PS161abcppc,,,,,nonlethal,,,,,,
GMHEPK,,,,,nonlethal,,,,,,
PLPSA218111Z1819Z,,,,,nonlethal,,,,,,
ASPOb,,,,,not in model,,,,,,
EX_hghhlipa_e,,,,,nonlethal,,,,,,
ACACT1r,,,,,nonlethal,,,,,,
G3PAT160,,,,,nonlethal,,,,,,
EX_fe3dhbzs_e,,,,,not in model,,,,,,
AGPAT120,,,,,nonlethal,,,,,,
MYCON5,,,,,nonlethal,,,,,,
G16MT,,,,,nonlethal,,,,,,
TAGAH18111Z1819Z1845Z9Z12Z15Z,,,,,nonlethal,,,,,,
NNDPR,,,,,not in model,,,,,,
DGDGGH1819Z160c,,,,,nonlethal,,,,,,
NAPT,,,,,not in model,,,,,,
ACOADAGAT1801819Z180,,,,,nonlethal,,,,,,
P5CR,,,,,nonlethal,,,,,,
DASYN183_9_12_15,,,,,nonlethal,,,,,,
ETHAPT18111Z1819Z,,,,,nonlethal,,,,,,
DGDGW3DS1839Z12Z15Z160c,,,,,nonlethal,,,,,,
dgl_prod6,,,,,nonlethal,,,,,,
GLYC3Ptm,,,,,nonlethal,,,,,,
AGPAT180,,,,,nonlethal,,,,,,
ETHAt,,,,,nonlethal,,,,,,
EX_hislysthr_e,,,,,not in model,,,,,,
DM_gln__L_c,,,,,nonlethal,,,,,,
1AGPEAT1819Z1819Z,,,,,nonlethal,,,,,,
EX_murein3p3p_e,,,,,nonlethal,,,,,,
NAMNPP,,,,,nonlethal,,,,,,
PTOR,,,,,nonlethal,,,,,,
KAS14_1c,,,,,nonlethal,,,,,,
ACOTAim,,,,,nonlethal,,,,,,
ATPtm_H,,,,,nonlethal,,,,,,
MG3A,,,,,nonlethal,,,,,,
FASm3001,,,,,nonlethal,,,,,,
EX_no2_e,,,,,nonlethal,,,,,,
GUAC,,,,,nonlethal,,,,,,
DOLASNT,,,,,nonlethal,,,,,,
DNDPt40m,,,,,not in model,,,,,,
LCADi,,,,,nonlethal,,,,,,
TAGAH1819Z1819Z1835Z9Z12Z,,,,,nonlethal,,,,,,
FA160COAabcpc,,,,,nonlethal,,,,,,
GCPN,,,,,nonlethal,,,,,,
G3PAT1819Z_1,,,,,nonlethal,,,,,,
ACCOAth,,,,,not in model,,,,,,
TAGAH16018111Z1835Z9Z12Z,,,,,nonlethal,,,,,,
HACD6m,,,,,nonlethal,,,,,,
MDHm,,,,,not in model,,,,,,
HPHL,,,,,nonlethal,,,,,,
QRr,,,,,nonlethal,,,,,,
KAS13,,,,,nonlethal,,,,,,
2AGPGAT181,,,,,nonlethal,,,,,,
MCCC,,,,,nonlethal,,,,,,
THFAT,,,,,nonlethal,,,,,,
MANt1r,,,,,nonlethal,,,,,,
TRSARr,,,,,nonlethal,,,,,,
PIt,,,,,nonlethal,,,,,,
GLNSP3,,,,,nonlethal,,,,,,
PG181abcppc,,,,,nonlethal,,,,,,
HCO3E,,,,,nonlethal,,,,,,
PYRIS,,,,,nonlethal,,,,,,
4HTHRA,,,,,not in model,,,,,,
EX_all__D_e,,,,,not in model,,,,,,
PE1801845Z9Z12Z15Zt,,,,,nonlethal,,,,,,
LUMIRHODOPSINIc,,,,,nonlethal,,,,,,
ALDD13,,,,,nonlethal,,,,,,
FACOAL141,,,,,nonlethal,,,,,,
NNOR,,,,,nonlethal,,,,,,
MALTTTRabc,,,,,nonlethal,,,,,,
ADD,,,,,nonlethal,,,,,,
UREASE,,,,,nonlethal,,,,,,
SERTRS,,,,,nonlethal,,,,,,
FE3abc,,,,,nonlethal,,,,,,
L_LACD2cm,,,,,nonlethal,,,,,,
DHCRD1,,,,,nonlethal,,,,,,
PAPSR2,,,,,nonlethal,,,,,,
DAGAH18111Z18111Z,,,,,nonlethal,,,,,,
PDYXPT_c,,,,,not in model,,,,,,
ACPPAT180,,,,,nonlethal,,,,,,
ADK3m,,,,,nonlethal,,,,,,
VALTRSm,,,,,nonlethal,,,,,,
ITCY,,,,,nonlethal,,,,,,
ETFQO_1,,,,,nonlethal,,,,,,
PROtm,,,,,nonlethal,,,,,,
PDE5,,,,,nonlethal,,,,,,
EX_ile__L_e,,,,,nonlethal,,,,,,
2AGPGAT141,,,,,nonlethal,,,,,,
NTD2,,,,,nonlethal,,,,,,
FASC180ACP,,,,,nonlethal,,,,,,
3OAS160,,,,,nonlethal,,,,,,
NNDPRm,,,,,nonlethal,,,,,,
EX_pe180_e,,,,,nonlethal,,,,,,
6MPURPRT,,,,,nonlethal,,,,,,
FASm280,,,,,nonlethal,,,,,,
3HAD80,,,,,nonlethal,,,,,,
NDPK10,,,,,nonlethal,,,,,,
ACPPAT120,,,,,nonlethal,,,,,,
TAGAH1819Z1819Z18111Z,,,,,nonlethal,,,,,,
PTRCabc,,,,,nonlethal,,,,,,
CAATPS_1,,,,,nonlethal,,,,,,
Kt1,,,,,nonlethal,,,,,,
3AIB_Dtm,,,,,nonlethal,,,,,,
