,T. gondii ARI,T. gondii FOU,T. gondii GAB2-2007-GAL-DOM2,T. gondii GT1,T. gondii MAS,T. gondii ME49,T. gondii p89,T. gondii RUB,T. gondii TgCatPRC2,T. gondii VAND,T. gondii VEG
DDPA,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ETHAPT_HDE_HDE_c,nonlethal,not in model,not in model,,nonlethal,,,,not in model,not in model,
SALCHS4FEabcppc,not in model,nonlethal,not in model,,not in model,,,,not in model,not in model,
NMNS,not in model,nonlethal,not in model,,not in model,,,,not in model,not in model,
SHSL2,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_hghhlipan_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_enlipidA_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
GLUTRS,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EAR180x,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
VALTRS,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
CYSTS_1c,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
NTRARz,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ACOAO4pc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ALDD2y,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ALDD11,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
GNDc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ACOADAGAT16018111Z1835Z9Z12Z,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ACOAD1z,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
NDP3,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
CHLDA1tuc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
FA180ACPHi,nonlethal,not in model,not in model,,not in model,,,,not in model,not in model,
INSTt2,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
MTHFDm_1,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
NADPPPSm,not in model,not in model,not in model,,nonlethal,,,,not in model,nonlethal,
NDPK1,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
TAGAH1601819Z1819Z,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
CLPNS160,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ECOAH6m,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
FBP,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DAGK_OLE_PALM,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ACOAD4f,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
3OAR120_m,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
HBZOPT6m_1,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
BUTSO3abcppc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
GLYCDy,not in model,nonlethal,not in model,,not in model,,,,nonlethal,nonlethal,
RPE,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
AKGDHe2r,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
RETINOLACACTc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DGDGW6DS1829Z12Z1617Zc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_arab__L_e,nonlethal,nonlethal,not in model,,nonlethal,,,,nonlethal,not in model,
MMMm,not in model,not in model,not in model,,nonlethal,,,,not in model,not in model,
EX_eca4colipa_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
FACOAL100t2ppc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
3OAR40,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DAGK181,not in model,not in model,not in model,,nonlethal,,,,not in model,not in model,
LIPO3S24_BS,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
NDPK3m,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
CYTBD2,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
3HAD160,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
GLCP,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
SQDGW3DS1839Z12Z15Z160c,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PA141abcppc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
4HTHRK,not in model,nonlethal,not in model,,not in model,,,,not in model,not in model,
ATPS4m,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
CRNCAL2,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
HACD10pc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PNTK,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EAR60y,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ACOAD6,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
METTRSm,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
FUMm,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ASNt2r,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
LIPAabcppc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_pyr_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ERGSTAT_SC,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DM_gly_c,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
UG6PGT,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
MI4PP,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
SERA_m,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
METHFtm,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ECOAH4m,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
SUAT_h,nonlethal,not in model,not in model,,not in model,,,,not in model,not in model,
3OAS100_1c,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
MCBTS2,not in model,not in model,not in model,,not in model,,,,not in model,not in model,
ICDHyr,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_ps141_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
3OAR80_m,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DGDGD4DS1819Z1634Z7Z10Zc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
MGDGW6DS1829Z12Z1644Z7Z10Z13Zc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
SO4HCOtex,nonlethal,not in model,not in model,,not in model,,,,nonlethal,nonlethal,
COLIPAabctexc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PYDXO,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DH3MCHCDH,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
NADHOR,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
CHORS,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
CATm,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
CDGUNPD,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
GLTS_m,not in model,not in model,not in model,,not in model,,,,not in model,not in model,
CINNDO,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EAR141x,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
G6PI2,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
S2FE2SS2,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
MLDEP2ppc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
MGDGW3DS1839Z12Z15Z1634Z7Z10Zc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_adprib_e,not in model,nonlethal,not in model,,not in model,,,,not in model,not in model,
FACOAL80,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
FACOAL181_1,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
FASC181ACP,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PYKm,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
OAAtmt,not in model,not in model,not in model,,nonlethal,,,,not in model,not in model,
FASC240ACP,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
MGSA,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ALDD6,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
FACOAL161t2ppc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
OPMEACPD,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
OPMEACPS,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DLYSOXGAT,not in model,nonlethal,not in model,,nonlethal,,,,nonlethal,nonlethal,
FORt2,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_no3_e,nonlethal,not in model,not in model,,not in model,,,,nonlethal,nonlethal,
TYRt2r,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
CYSS_m,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_pgp181_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
IMPDm,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
KAS20SA,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PIcm,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DADA,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
MLTP2,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ASPCT,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ALCD19y,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_glyb_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DM_bm,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_hdcea_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
E4PD,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
GDBTALDH,not in model,nonlethal,not in model,,not in model,,,,not in model,not in model,
DCTCP,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DSAT,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DASYN_SA,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
3OAR180,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
LDH_L,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_pe1819Z1829Z12Z_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PYDXOR,not in model,nonlethal,not in model,,not in model,,,,not in model,not in model,
GTHOm,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ADNK1,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ACACT6r,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
CPGNabcppc,nonlethal,not in model,nonlethal,,not in model,,,,nonlethal,not in model,
HEMEOMOm,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_ttdcea_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_h_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
BAMPPALDOX,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
MALTPTabc,nonlethal,nonlethal,not in model,,nonlethal,,,,nonlethal,nonlethal,
ACACT1m,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
NTP1,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
UDPGtnic,not in model,nonlethal,not in model,,nonlethal,,,,not in model,not in model,
METHFtxc,not in model,not in model,not in model,,nonlethal,,,,not in model,nonlethal,
FAS181,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
SHK3Dr,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ACOAO5pc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
GCCb,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_acolipa_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ALDD18,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PYR5CDmc,nonlethal,not in model,not in model,,nonlethal,,,,not in model,not in model,
G3PCT,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PTOLDOX,not in model,nonlethal,nonlethal,,nonlethal,,,,not in model,nonlethal,
3HAD81_m,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
C22STDS,not in model,nonlethal,nonlethal,,not in model,,,,not in model,not in model,
PGPP_hscnhs,not in model,not in model,not in model,,nonlethal,,,,not in model,not in model,
KAS9,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
OAACITtm,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
OHPHM6nc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
FACOAL180t2ppc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_pe18111Z1819Z_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ETF,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
HEXTT,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PTHPS,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_pg161_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
AKGDam,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_cit_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
HBCO_nadp_m,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
NTD11,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
dgl_prod2,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
TYRTAim,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DTMPt6,not in model,not in model,not in model,,nonlethal,,,,not in model,not in model,
FAS161,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
3OAS161,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
AKGCITtm,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
MMTSAO,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ABUTD,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
HACD3,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
AM6SAD,not in model,not in model,not in model,,not in model,,,,nonlethal,not in model,
1AGPEAT1829Z12Z1835Z9Z12Z,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
AHSERL3,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
G3PD2_1c,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
UAGDP,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
GLYAT,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
OIVD2,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
CPPPGO2,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
O2tmt,not in model,not in model,not in model,,not in model,,,,not in model,not in model,
DASYN161,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
FASm220,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
FE2GTPabc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
3HAD101_m,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
G5SDym,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PGSA161,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
3M2OPLOXRD,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
FTHFCL,not in model,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
FNOR,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
G3PDm,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
HBZOPT,nonlethal,not in model,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
FRDO2r,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_pail1819Z160_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
TAGAH1601819Z1835Z9Z12Z,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
TAGAH1819Z1819Z1819Z,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
MPTSS,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
BSORy,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EAR100y,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_malt_e,nonlethal,nonlethal,not in model,,nonlethal,,,,nonlethal,nonlethal,
SPMDabc,not in model,nonlethal,nonlethal,,nonlethal,,,,nonlethal,not in model,
DGDGGH1829Z12Z1637Z10Z13Zc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
1AGPEAT1801835Z9Z12Z,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ACACT3c,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ACSERL,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PPCDC,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ACOAD3,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PINA1tm,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PHETHRLYSt,not in model,nonlethal,nonlethal,,not in model,,,,not in model,not in model,
PG161abcppc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PETOHMm_cho,not in model,not in model,not in model,,nonlethal,,,,not in model,not in model,
GCCcm,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
MOADSUx,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
HG2abcppc,not in model,not in model,not in model,,nonlethal,,,,not in model,not in model,
ALDD10,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EAR60_m,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
3OAR100_m,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
FAO181p_evenc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ACS,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ACOADH80_m,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PGPS1819Z160,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ACOADH120_m,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_cro4_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DNDPt54m,not in model,nonlethal,not in model,,not in model,,,,not in model,not in model,
PGK,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DGDGGH1829Z12Z1617Zc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EAR80x,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
SDPTA,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
THZSN,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
TYRt2m,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
NTPP2,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
TAGAH16018111Z160,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
AACPS4,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
OAAAKGtm,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_pg141_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
FBAm,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_hco3_e,nonlethal,not in model,not in model,,not in model,,,,nonlethal,nonlethal,
SLDy,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PDHam2mi,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
RNTR3,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DM_glu__L_c,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DMTc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PYDXNK,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ALDD22x,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
CYSS_2,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PDHcr,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
NADS1m,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ACCOAC_h,nonlethal,not in model,not in model,,not in model,,,,not in model,not in model,
GTPCI_1,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
r0330,not in model,not in model,not in model,,nonlethal,,,,not in model,not in model,
ACOADAGAT1801819Z18111Z,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ATDAMm,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_hdca_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_pg180_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_lac__L_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
STARCH300DEGRBc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_ca2_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
HMPSCD,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ARTFR41_cho,nonlethal,not in model,nonlethal,,not in model,,,,nonlethal,nonlethal,
ACOADAGAT1601819Z1845Z9Z12Z15Z,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ALAALAabcppc,nonlethal,not in model,not in model,,not in model,,,,nonlethal,not in model,
ZN2t4,not in model,not in model,not in model,,not in model,,,,not in model,nonlethal,
UDPDPS2,not in model,not in model,not in model,,nonlethal,,,,not in model,not in model,
MALT,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
THD1m,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PE160abcppc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
FAS200,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DASYN183_6_9_12,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
THZPSN3,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
3OAR160,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PGCM,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
GALt2_2,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
HACDpc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PTRCTA,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DGDGW3DS1839Z12Z15Z1644Z7Z10Z13Zc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
NNATr,not in model,not in model,not in model,,not in model,,,,not in model,not in model,
PLPSA21801835Z9Z12Z,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
GAPD,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
HEMEOSm_1,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_pgp120_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PLPSA21801819Z,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
CYO1b,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
