,T. gondii ARI,T. gondii FOU,T. gondii GAB2-2007-GAL-DOM2,T. gondii GT1,T. gondii MAS,T. gondii ME49,T. gondii p89,T. gondii RUB,T. gondii TgCatPRC2,T. gondii VAND,T. gondii VEG
PG181abcppc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
HCO3E,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
PYRIS,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
4HTHRA,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EX_all__D_e,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
PE1801845Z9Z12Z15Zt,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
LUMIRHODOPSINIc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ALDD13,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
FACOAL141,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
NNOR,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
MALTTTRabc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ADD,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
UREASE,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
SERTRS,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
FE3abc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
L_LACD2cm,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
DHCRD1,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
PAPSR2,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
DAGAH18111Z18111Z,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
PDYXPT_c,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ACPPAT180,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ADK3m,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
VALTRSm,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ITCY,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ETFQO_1,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
PROtm,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
PDE5,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EX_ile__L_e,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
2AGPGAT141,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
NTD2,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
FASC180ACP,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
3OAS160,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
NNDPRm,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EX_pe180_e,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
6MPURPRT,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
FASm280,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
3HAD80,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
NDPK10,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ACPPAT120,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
TAGAH1819Z1819Z18111Z,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
PTRCabc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
CAATPS_1,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
Kt1,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
3AIB_Dtm,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EX_for_e,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ATPS10_3,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
OCTDPS,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
SUCDi,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ACACT4r,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
PPCOAOm,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
HYPOE,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
PDHe2r,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
r2136,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
3OAR160_m,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
1AGPEAT1801845Z9Z12Z15Z,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
FA182COAabcpc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
HCO3Em,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ACTNabc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
DM_arg__L_c,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
5FTHFt2_1,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ACOADAGAT1819Z18111Z1819Z,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
DGK1,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
MECDPDH_syn,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
CRNabc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EX_fecrm_e,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
FAS100COA,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
DVPCHLD646ORc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
HCYSMT2,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
DHORTS,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ACOAD5f,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
PE18111Z1819Zt,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
NH4th,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EAR160_m,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
FAO161p_evenc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
A3GALT3c,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
MGDGW3DS1839Z12Z15Z1644Z7Z10Z13Z1c,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EX_colipap_e,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
BZSCD,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
NADH5,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
NADPPPS,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
G1Dx,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
DASYN120,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
MGDGW3DS1839Z12Z15Z160c,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
FECOSTt,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
FASm340,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
CLPNS140,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
FAOXC1811603m,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ADK2,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
METSm,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
TUNGSabcppc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ARGTRS,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ATPS3r,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
HADPCOADH3,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
MI1PP,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ACOADAGAT16018111Z1819Z,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
DXPS,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
LIPAabctexc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
NA1ATPasem,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EX_cobalt2_e,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
FAMPL1,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
MEPCT,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
3OAS141,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
GLUN,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
OPHHX,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
PHOMSELCYSL,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EX_inost_e,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
DM_cys__L_c,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
G3PD6,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
G3PIabcppc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
LPLPS1AGPE1829Z12Z,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
PE161abcppc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
PPM,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
KAS4,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
MALGLUth,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
K2L4Aabctexc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EX_pa161_e,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ALDD20y,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
GLCNACT,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
DAGK181_1,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
TAURabc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
CYTK1,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
TKT1,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
UREA,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EX_lido_e,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ACOADAGAT1819Z18111Z160,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
SULR_ferr,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
DADK,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ALATA_Lm,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
DCTUP,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
2AGPEAT180,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ACGKm,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
DSBDR,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
TAGAH18111Z18111Z160,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
CERS326,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ALAD_L,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
TAGAH16018111Z180,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
C160SN,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
FACOAL161,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ACOAO7pc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
FA1819ZACPHc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
PGKm,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ACOADAGAT1601819Z1819Z,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
THMabc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
TAGAH1819Z18111Z180,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
FASm2802,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
LEUtm,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ACONTa,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
FACOAL160t2ppc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
STARCH300DEGRAc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
NMNt7,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
PG160abcppc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
GCCam,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EAR140_m,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
HACD5m,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
GLCP2,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
CDPMEK,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
KAS14,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
MMTSADm,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
DDPA,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ETHAPT_HDE_HDE_c,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
SALCHS4FEabcppc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
NMNS,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
SHSL2,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EX_hghhlipan_e,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EX_enlipidA_e,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
GLUTRS,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EAR180x,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
VALTRS,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
CYSTS_1c,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
NTRARz,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ACOAO4pc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ALDD2y,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ALDD11,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
GNDc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ACOADAGAT16018111Z1835Z9Z12Z,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ACOAD1z,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
NDP3,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
CHLDA1tuc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
FA180ACPHi,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
INSTt2,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
MTHFDm_1,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
NADPPPSm,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
NDPK1,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
TAGAH1601819Z1819Z,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
CLPNS160,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ECOAH6m,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
FBP,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
DAGK_OLE_PALM,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ACOAD4f,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
3OAR120_m,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
HBZOPT6m_1,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
BUTSO3abcppc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
GLYCDy,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
RPE,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
AKGDHe2r,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
RETINOLACACTc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
DGDGW6DS1829Z12Z1617Zc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EX_arab__L_e,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
MMMm,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EX_eca4colipa_e,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
FACOAL100t2ppc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
3OAR40,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
DAGK181,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
LIPO3S24_BS,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
NDPK3m,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
CYTBD2,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
3HAD160,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
GLCP,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
SQDGW3DS1839Z12Z15Z160c,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
PA141abcppc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
4HTHRK,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ATPS4m,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
CRNCAL2,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
HACD10pc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
PNTK,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EAR60y,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ACOAD6,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
METTRSm,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
FUMm,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ASNt2r,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
LIPAabcppc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EX_pyr_e,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ERGSTAT_SC,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
DM_gly_c,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
UG6PGT,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
MI4PP,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
SERA_m,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
METHFtm,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ECOAH4m,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
SUAT_h,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
3OAS100_1c,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
MCBTS2,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ICDHyr,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EX_ps141_e,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
3OAR80_m,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
DGDGD4DS1819Z1634Z7Z10Zc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
MGDGW6DS1829Z12Z1644Z7Z10Z13Zc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
SO4HCOtex,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
COLIPAabctexc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
PYDXO,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
DH3MCHCDH,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
NADHOR,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
CHORS,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
CATm,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
CDGUNPD,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
GLTS_m,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
CINNDO,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EAR141x,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
G6PI2,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
S2FE2SS2,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
MLDEP2ppc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
MGDGW3DS1839Z12Z15Z1634Z7Z10Zc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EX_adprib_e,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
FACOAL80,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
FACOAL181_1,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
FASC181ACP,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
PYKm,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
OAAtmt,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
FASC240ACP,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
MGSA,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ALDD6,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
FACOAL161t2ppc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
OPMEACPD,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
OPMEACPS,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
DLYSOXGAT,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
FORt2,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EX_no3_e,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
TYRt2r,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
CYSS_m,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EX_pgp181_e,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
IMPDm,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
KAS20SA,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
PIcm,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
DADA,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
MLTP2,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ASPCT,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ALCD19y,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EX_glyb_e,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
DM_bm,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EX_hdcea_e,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
E4PD,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
