,T. gondii GT1,T. gondii ME49,P. falciparum 3D7,P. berghei ANKA,P. vivax Sal1,C. hominis TU502 (2012),C. parvum Iowa II,E. histolytica HM1IMSS-A,L. major SD75,T. cruzi CL Brener,T. brucei Lister 427,V. brassicaformis CCMP3155,B. bovis T2Bo,N. fowleri ATCC30863
PLDAGAT1801819Z1602,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
CINNDO,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
CHLSTD78I,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
pABAt,,,nonlethal,not in model,not in model,not in model,not in model,,,not in model,,,,
GMT1,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
MAN1PT,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
3OAS140_1c,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
MG2B,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
EX_cu_e,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
C226CPT2,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
GPDDA3,,,not in model,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
DCYTt2,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
EX_dcyt_e,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
UREAt,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
HEXCOAACBP,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
UNK5,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
ACOAH,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
MPTSS,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
PCHLD450ORc,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
EX_pcrd_e,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
DGTSDS1839Z12Z15Z1819Z,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
HCO3Ehic,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
PCHLDRc,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
3PHACOAOR,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
3OAS160_1c,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
R_group_phosphotase_1,,,nonlethal,not in model,not in model,not in model,not in model,,,not in model,,,,
ACGS,,,not in model,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
NTR3B,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
DURIt2,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
ps_prod1,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
ALDD2x,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
6PGALSZ,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
NTD7,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
FA140COAabcpc,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
ETHAPT_DHA_DHA_c,,,not in model,nonlethal,not in model,not in model,not in model,,,not in model,,,,
FRNDPR_m,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
3OAR121,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
EAR141x_ap,,,not in model,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
PA140abcppc,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
3OAS100_ap,,,not in model,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
2DHGLCK,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
CITtam,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
ECOAH8,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
RNTR4,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
SUCBZL,,,nonlethal,nonlethal,not in model,not in model,not in model,,,not in model,,,,
DNTPPA,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
NTPP1,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
DMQMT,,,nonlethal,nonlethal,not in model,not in model,not in model,,,not in model,,,,
LCAT1e,,,not in model,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
PED5DS1819Z1835Z9Z12Z,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
EX_dolichol_e,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
ETHAPT_HDE_DHA_c,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
ALDD4x,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
ALATRS,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
EX_gal__L_e,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
lipid3,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
CPGNabcppc,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
BADP,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
RHODOPSINRTc,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
LPEH1619Z_sn1_c,,,not in model,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
GLYCTO3,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
FASC220ACP,,,nonlethal,not in model,not in model,not in model,not in model,,,not in model,,,,
PASYN_HP,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
DADNt4,,,not in model,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
ACOADH60_m,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
GPDDA2,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
HMR_0906nhs,,,nonlethal,not in model,not in model,not in model,not in model,,,not in model,,,,
HMR_1635,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
IDPmc,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
ABUTD,,,nonlethal,not in model,not in model,not in model,not in model,,,not in model,,,,
EX_acmana_e,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
DGDGW6DS1829Z12Z1634Z7Z10Zc,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
RTOT4_cho,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
r0355,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
3OADPCOAT,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
FAS240__L_ap,,,not in model,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
EX_mqn8_e,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
FASC201ACP,,,nonlethal,not in model,not in model,not in model,not in model,,,not in model,,,,
DGDGW3DS1839Z12Z15Z160c,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
EX_orn_e,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
DGSNt,,,not in model,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
ANTIMt1,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
FACOAL181_1,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
MI145PP,,,not in model,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
PE1819Z1835Z9Z12Zt,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
ACt2r,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
EX_hexc_e,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
FPGFTm,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
ADK3m,,,nonlethal,not in model,not in model,not in model,not in model,,,not in model,,,,
EX_ipdp_e,,,nonlethal,not in model,not in model,not in model,not in model,,,not in model,,,,
AACPS1,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
FAS180COA,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
ADSL2r,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
EX_xylan4_e,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
FKYNH,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
PCDAGAT,,,not in model,nonlethal,not in model,not in model,not in model,,,not in model,,,,
DKMPPD2,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
GTHRDt,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
HISD_c,,,nonlethal,not in model,not in model,not in model,not in model,,,not in model,,,,
NAPRT,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
HACD7,,,not in model,not in model,nonlethal,not in model,not in model,,,not in model,,,,
ARGARGt,,,nonlethal,not in model,not in model,not in model,not in model,,,not in model,,,,
FECOSTESTH_SC,,,nonlethal,nonlethal,not in model,not in model,not in model,,,not in model,,,,
SLFAT,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
EX_fe3_e,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
MTI,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
MALt2r,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
CTPt_m,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
MEVK3,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
DGTSDS1829Z12Z1845Z9Z12Z15Z2,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
EPISTt,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
EX_glcman6_e,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
ASQDPADS1839Z12Z15Z160,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
DGDGD4DS1839Z12Z15Z1634Z7Z10Zc,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
METARHODOPSINHc,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
EX_h2o_e,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
ALPHNH,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
ACOAR6m,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
3OAS181,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
DRIBabc,,,not in model,not in model,nonlethal,not in model,not in model,,,not in model,,,,
MOBDabc,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
GTHRDte,,,nonlethal,not in model,not in model,not in model,not in model,,,not in model,,,,
GM2LIPAabcppc,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
PLDAGAT1601819Z18111Z2,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
HMGL,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
1AGPEAT1801819Z,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
GALT,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
ACLSa,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
PGP18111Z160t,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
DUTUP,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
EPISTAT_SC,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
O2tm,,,nonlethal,not in model,not in model,not in model,not in model,,,not in model,,,,
DAGAH18111Z18111Z,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
SK_trnaglu_c,,,nonlethal,not in model,nonlethal,not in model,not in model,,,not in model,,,,
SERARGTRPt,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
PLA2PE_HDE_HDE_c,,,not in model,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
UGP_PGM_c,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
KAS15_ap,,,not in model,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
GLCt1,,,not in model,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
VECOAH,,,not in model,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
NDPK3,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
KAS16,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
PI45BPP_SC,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
FBA3hic,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
EX_ppco_e,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
DHROm,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
SUCD2_u6m,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
pe_prod9,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
CYTBD2,,,not in model,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
ROO,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
GLCOASYNTc,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
CBMKr,,,nonlethal,not in model,not in model,not in model,not in model,,,not in model,,,,
KARA1im,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
OXGDC2,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
EX_acgam_e,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
XYL3abc,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
SK_ser__L_c,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
EX_focytc6_e,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
PHETRSm,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
AGMH,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
MLTG7,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
PLDAGAT_EPA_EPA_DHA_PC_4_c,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
HATSH,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
ILETA,,,nonlethal,nonlethal,not in model,not in model,not in model,,,not in model,,,,
ECOAH6m,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
FTHFLi,,,nonlethal,not in model,not in model,not in model,not in model,,,not in model,,,,
acoa_prod4,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
SHCHCS3,,,not in model,not in model,nonlethal,not in model,not in model,,,not in model,,,,
AMMQT8_2,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
SUCDu_sync,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
HACD2,,,not in model,not in model,nonlethal,not in model,not in model,,,not in model,,,,
DAGAH_HDE_DHA_c,,,not in model,nonlethal,not in model,not in model,not in model,,,not in model,,,,
r2032,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
EX_pgp120_e,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
PAPA_STC_GLNA_c,,,nonlethal,not in model,not in model,not in model,not in model,,,not in model,,,,
ACPPAT181,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
ACOAO9pc,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
SCYSDS,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
ACOADAGAT16018111Z180,,,not in model,nonlethal,not in model,not in model,not in model,,,not in model,,,,
DCTUP,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
CEFc,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
TKT2hc,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
PIN3K_SC,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
EX_h_e,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
GGLGH,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
SK_trnaasn_c,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
PDE4,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
PE1801845Z9Z12Z15Zt,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
LANOSTESTH_SC,,,nonlethal,nonlethal,not in model,not in model,not in model,,,not in model,,,,
AACPS6,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
DMGDH,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
MALDDH,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
FTc,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
ADNCYC,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
THMDt2,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
EX_g3pg_e,,,not in model,nonlethal,not in model,not in model,not in model,,,not in model,,,,
AACPS3,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
GNNUC,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
DAGAH_OLE_OLE_c,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
UPP3MT_2,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
AASAD1,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
ECOAH2_1c,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
PFK26,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
RAFGH,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
r2534,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
UGE,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
G3PAT1819Z_1,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
2agpg180t,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
MCOATA,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
ACYP_2,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
KARA2im,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
GLYALDDr,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
PHYTES2,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
PHCD,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
NNAM,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
URIDK2r,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
ACOADH140_m,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
EX_cdpdtdec7eg_e,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
EX_ins_e,,,not in model,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
PYK_ap,,,not in model,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
ARGt5r,,,nonlethal,not in model,not in model,not in model,not in model,,,not in model,,,,
LPCAT_LNA_EPA_sn2_c,,,nonlethal,not in model,not in model,not in model,not in model,,,not in model,,,,
EX_maltttr_e,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
ALALYSTHRr,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
MANA3,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
SQD2_182_9_12,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
PLA2PE_PALM_PALM_c,,,not in model,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
PSIbluec,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
PLIPA2G120,,,not in model,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
5DGLCNR,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
PLDAGAT1819Z18111Z18111Z2,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
HMR_0180,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
EX_lipa_cold_e,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
FAS160ACPm,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
TAGAH1819Z18111Z180,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
ACOATA,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
PGP120abcppc,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
GALM2,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
PC,,,not in model,nonlethal,not in model,not in model,not in model,,,not in model,,,,
GLYCL,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
IGPDH,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
EX_pe18111Z1835Z9Z12Z_e,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
ASPVALASNr,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
EX_camp_e,,,not in model,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
ACALD,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
3HAD140,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
DOLPMT1_c,,,not in model,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
SUCOAACTr,,,nonlethal,nonlethal,not in model,not in model,not in model,,,not in model,,,,
BCAROKTc,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
EAR40_m,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
OMPHHXm,,,not in model,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
H2ASE_syn,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
PFK26_1,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
SPMDtmi,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
LPLPS1AGPE1829Z12Z,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
ASNGLNNaEx,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
VIOXANORc,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
EX_pta_e,,,not in model,not in model,nonlethal,not in model,not in model,,,not in model,,,,
EAR80y,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
XYLK2,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
PIabc,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
EX_gthrd_e,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
TGUAPRT,,,not in model,not in model,nonlethal,not in model,not in model,,,not in model,,,,
ALDD1,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
CYSDS,,,nonlethal,not in model,not in model,not in model,not in model,,,not in model,,,,
ALCD26xi,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
MTAM,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
CRNCAL2,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
LPCAT_EPA_EPA_sn2_c,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
acoa_prod2,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
ETHAPT_EPA_EPA_c,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
BSCT,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
dgl_prod8,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
GGPS_1c,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
FORAMD,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
PPNCL2,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
DTARTD,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
HMR_0378,,,nonlethal,not in model,not in model,not in model,not in model,,,not in model,,,,
NADS2,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
EX_met__L_e,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
EAR60x_ap,,,not in model,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
DTTGY,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
MDDEP2ppc,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
ACOAD8f,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
MANTRabc,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
ETHAPT_OLE_LNA_c,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
ANHMK,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
DAGAH_DHA_HDE_c,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
DHCRD1,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
APH160,,,not in model,not in model,nonlethal,not in model,not in model,,,not in model,,,,
r2526,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
NTP7,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
PYRDC_1,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
ALDHc,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
TYRTYRt,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
DAGK_EPA_ALNA_c,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
TRPTHRILEr,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
MODc,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
CAt6,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
MECDPDH_syn,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
EX_zymst_e,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
NT5C,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
FE3DCITexs,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
r2532,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
ACONMT,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
ANXANASCORc,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
ICL,,,nonlethal,not in model,not in model,not in model,not in model,,,not in model,,,,
FACOAL80,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
GLCR1TRB1,,,not in model,not in model,nonlethal,not in model,not in model,,,not in model,,,,
ARGSS,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
EX_ps140_e,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
HMR_2380,,,not in model,nonlethal,not in model,not in model,not in model,,,not in model,,,,
EAR80x_ap,,,not in model,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
ASPO3_1,,,nonlethal,nonlethal,not in model,not in model,not in model,,,not in model,,,,
EX_pap_e,,,not in model,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
LNLCCOADS,,,nonlethal,not in model,not in model,not in model,not in model,,,not in model,,,,
IG3PS,,,not in model,not in model,not in model,not in model,not in model,,,not in model,,,,
PFK_3,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
EAR140x,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
DSBDR,,,nonlethal,nonlethal,nonlethal,not in model,not in model,,,not in model,,,,
