,T. gondii GT1,T. gondii ME49,P. falciparum 3D7,P. berghei ANKA,P. vivax Sal1,C. hominis TU502 (2012),C. parvum Iowa II,E. histolytica HM1IMSS-A,L. major SD75,T. cruzi CL Brener,T. brucei Lister 427,V. brassicaformis CCMP3155,B. bovis T2Bo,N. fowleri ATCC30863
NTP1,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
FACOAL40It2ppc,,,not in model,not in model,nonlethal,,,,,not in model,,nonlethal,,
MALTHPabc,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
PUNP4,,,not in model,nonlethal,nonlethal,,,,,not in model,,not in model,,
CDPDGPm_SCc,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
RBTDG,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
ACOADAGAT18111Z1819Z1845Z9Z12Z15Z,,,not in model,nonlethal,not in model,,,,,not in model,,nonlethal,,
4MOPDC,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
UDPSQSc,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
OCTNLL,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
HYDFDi,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
DHORD2,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
HBCO_nadp_m,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
PYK3,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
EX_arg__L_e,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
KAT4,,,not in model,nonlethal,nonlethal,,,,,not in model,,not in model,,
r0817,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
CMPA,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
DGDGW3DS1839Z12Z15Z1627Z10Zc,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
PMI1346PS,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
ABFPT,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
MGDGW6DS1829Z12Z160c,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
RE3033C,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
2AGPEAT161,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
CERH126,,,not in model,nonlethal,not in model,,,,,not in model,,nonlethal,,
5FTHFt,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
AMPN,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
XAND,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
AMAOTr,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
MGDGW6DS1829Z12Z1627Z10Z2c,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
acoa_prod10,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,not in model,,
GCC2bim,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
EX_alaala_e,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
ETHAPT_LNA_ARA_c,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
EX_protein_t_e,,,not in model,nonlethal,nonlethal,,,,,not in model,,not in model,,
SBTRhc,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
ACOADAGAT18111Z18111Z1819Z,,,not in model,nonlethal,not in model,,,,,not in model,,nonlethal,,
RHACOAR60,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
OAAAKGtm,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
LUMIRHODOPSINIc,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
ALOX15,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
GAPDi_nadp,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
AKO,,,nonlethal,nonlethal,not in model,,,,,not in model,,not in model,,
3OAR80,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
DMQMTm,,,not in model,nonlethal,nonlethal,,,,,not in model,,not in model,,
DAGK_OLE_PALM,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
EX_cyssermet_e,,,nonlethal,not in model,not in model,,,,,not in model,,not in model,,
NDH1_1uc,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
13GS,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
EX_pg140_e,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
THMATPe,,,nonlethal,nonlethal,not in model,,,,,not in model,,nonlethal,,
ACOAD1,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
FRUpts2,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
HACDpc,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
ADEt,,,not in model,nonlethal,nonlethal,,,,,not in model,,not in model,,
SK_met__L_c,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
FASm2201,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
PGSA180,,,not in model,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
EAR80x,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
DGDGW3DS1839Z12Z15Z1637Z10Z13Z1c,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
SK_trnatrp_c,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,not in model,,
CAMPt,,,not in model,nonlethal,nonlethal,,,,,not in model,,not in model,,
DADNt2,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
AKGDm,,,not in model,nonlethal,nonlethal,,,,,not in model,,not in model,,
EX_ibt_e,,,not in model,not in model,nonlethal,,,,,not in model,,nonlethal,,
PLDAGAT1801819Z1601,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
GLNt2r,,,not in model,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
DAGAH1801819Z,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
MELTGH,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
3OAR40_m,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
PNTEH,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
EX_so4_e,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
AGPATACP_OLE_HDE,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
ACCOAC_1c,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
GLUt2r,,,not in model,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
FMNAT,,,not in model,nonlethal,nonlethal,,,,,not in model,,not in model,,
AGAIAGT,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
MAGAH18111Z,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
DCPE,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
SELCYSTL,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
CRVStu,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
EX_mnl_e,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
TRPO2,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
GLMS_syn,,,nonlethal,not in model,nonlethal,,,,,not in model,,nonlethal,,
CYSt_m,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
MLTHFtap,,,nonlethal,not in model,not in model,,,,,not in model,,not in model,,
HMGL_1,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
LPLIPAL2G120,,,not in model,nonlethal,nonlethal,,,,,not in model,,not in model,,
DHQS,,,not in model,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
RDXR,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
r0398,,,nonlethal,not in model,not in model,,,,,not in model,,not in model,,
PDE2,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
FBA2,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
GPAM_hsnhs,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
EX_metox__R_e,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
STARCH300DEGR2Ac,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
MN6PP,,,not in model,nonlethal,nonlethal,,,,,not in model,,not in model,,
ETHAPT_LNA_ALNA_c,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
ETHSabc,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
EX_ps161_e,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
THZPSN_mt2,,,not in model,nonlethal,nonlethal,,,,,not in model,,not in model,,
EX_aspvalasn_e,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
NH4tm,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
EX_sulfac_e,,,not in model,nonlethal,not in model,,,,,not in model,,nonlethal,,
ALCD24xi,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
2AGPGAT180,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
ACOADAGAT1819Z18111Z180,,,not in model,nonlethal,not in model,,,,,not in model,,nonlethal,,
CYSTSERex,,,not in model,nonlethal,nonlethal,,,,,not in model,,not in model,,
PLDAGAT1801819Z1819Z3,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
PLDAGAT_MYRS_EPA_DHA_PE_12_c,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
PTRCtmi,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
G12MT2gc,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
PUNP5,,,not in model,nonlethal,nonlethal,,,,,not in model,,not in model,,
GALMAN600c_e,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
SELMETAT,,,not in model,not in model,nonlethal,,,,,not in model,,not in model,,
FECRMabcppc,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
CHOLK,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,not in model,,
MLTG2,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
PCD6DS_STC_GLNA_sn2_c,,,nonlethal,not in model,not in model,,,,,not in model,,not in model,,
SLDy,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
MI1345PP,,,not in model,nonlethal,nonlethal,,,,,not in model,,not in model,,
EX_4abut_e,,,not in model,nonlethal,not in model,,,,,not in model,,nonlethal,,
EX_galctn__D_e,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
AGAID,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
A1E,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
IPCS124_SC,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
CDAPPA120,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
PLDAGAT_PALM_EPA_DHA_PE_13_c,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
ATPATF3,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
ALDH,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
GALabc,,,nonlethal,not in model,nonlethal,,,,,not in model,,not in model,,
HACD9,,,nonlethal,not in model,not in model,,,,,not in model,,not in model,,
SLCBK2,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
RNDR5,,,not in model,nonlethal,nonlethal,,,,,not in model,,not in model,,
GTHRDH_syn,,,nonlethal,not in model,not in model,,,,,not in model,,nonlethal,,
ARBTpts,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
EX_serphelys_e,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
EX_ficytc6_e,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,not in model,,
PYK5,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,not in model,,
4HBZFm,,,nonlethal,not in model,not in model,,,,,not in model,,not in model,,
DOLDPP,,,nonlethal,not in model,not in model,,,,,not in model,,not in model,,
DPRm,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
ACKr,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
NTRLASE3,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
PACOAL,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
I4FE4SR,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
4HBZR,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
ASAPTc,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
FACOAL161t2pp_ap,,,not in model,nonlethal,nonlethal,,,,,not in model,,not in model,,
EX_lyspheile_e,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
ps_prod2,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,not in model,,
PI45BPP,,,not in model,nonlethal,nonlethal,,,,,not in model,,not in model,,
PPAKr,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
CITCIb,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
GALm,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
PDHa,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
FEROt,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
DAGAH16018111Z,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
SPMDAT1,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
PE_CHOtm,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
GCCc,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
OGMEACPS,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
NADS1,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
CRETINOLPMTACTc,,,not in model,nonlethal,not in model,,,,,not in model,,nonlethal,,
EX_3mb_e,,,not in model,not in model,nonlethal,,,,,not in model,,nonlethal,,
CSND,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
FACOAL60t2ppc,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
LPLIPAL2G181,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,not in model,,
POR_1,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
OAACITtm,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
BGLA,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
SS,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
FACOAL_160_m,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
KAS8,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
VALtec,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
ETHAPT_STC_DHA_c,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
TMDK1,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
2agpe141t,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,not in model,,
DGDGGH1829Z12Z160c,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
SGAT,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
ARGARGLYSt,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
PTPATi,,,not in model,nonlethal,nonlethal,,,,,not in model,,not in model,,
TAGAH1819Z18111Z1835Z9Z12Z,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
FACOAL160,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
CMPDAi,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
RIBabc1,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,not in model,,
EX_acmum_e,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
GRGTc,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
AGAT_SC,,,not in model,nonlethal,not in model,,,,,not in model,,nonlethal,,
MGDGW3DS1839Z12Z15Z1627Z10Zc,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
ETHSO3abcppc,,,not in model,nonlethal,not in model,,,,,not in model,,nonlethal,,
METS,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
URO,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
CYSSERMETt,,,nonlethal,not in model,not in model,,,,,not in model,,not in model,,
BAMPPALDOXm,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
PRO1x,,,nonlethal,not in model,not in model,,,,,not in model,,not in model,,
PSD120,,,not in model,nonlethal,nonlethal,,,,,not in model,,not in model,,
AHCYStm,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
THD2,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
SO4HCOtex,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
FACOAL181t2pp_ap,,,not in model,nonlethal,nonlethal,,,,,not in model,,not in model,,
EX_dsbard_e,,,not in model,nonlethal,nonlethal,,,,,not in model,,not in model,,
YVITEt,,,nonlethal,not in model,not in model,,,,,not in model,,not in model,,
PCMEH2ppc,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
EX_cpgn_e,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
MG2abc,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
THMPPt2m,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
RNDR4,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
FACOAL181,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
CERH124,,,not in model,nonlethal,not in model,,,,,not in model,,nonlethal,,
FASC240ACP,,,nonlethal,not in model,not in model,,,,,not in model,,nonlethal,,
HACD3,,,not in model,not in model,nonlethal,,,,,not in model,,nonlethal,,
CEPTCnhs,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
FTCL,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
PEPC_m,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
PLDAGAT_MYRS_EPA_LNA_PE_13_c,,,not in model,nonlethal,not in model,,,,,not in model,,not in model,,
GLUabc,,,nonlethal,not in model,not in model,,,,,not in model,,nonlethal,,
AGPATCOA1819Z1819Z,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
MXMOc,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
GCALDD,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
DHRT_ibcoa,,,not in model,nonlethal,nonlethal,,,,,not in model,,not in model,,
NDPK10,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
ACCOAhic,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
FDH7,,,nonlethal,not in model,not in model,,,,,not in model,,not in model,,
FALDH,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
PTRCt3i,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
ECOAH4m,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
EX_hghhlipan_e,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
PLDAGAT16018111Z1601,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
GHMT2r_ap,,,not in model,nonlethal,nonlethal,,,,,not in model,,not in model,,
ZAXANORc,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
PLDPC_MYRS_GLNA_c,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
EAR161x,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
FE2DMT1,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
2AGPGAT120,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
EX_degly_e,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
PYRDC2,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
AATGc,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
OMBZLM6mc,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
URIK3,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
NDP1,,,nonlethal,not in model,nonlethal,,,,,not in model,,nonlethal,,
EX_clpn141_e,,,nonlethal,not in model,not in model,,,,,not in model,,nonlethal,,
PLDAGAT_PALM_PALM_LNA_PE_11_c,,,nonlethal,not in model,not in model,,,,,not in model,,not in model,,
GLXO3r,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
FACOAL180_2,,,nonlethal,nonlethal,not in model,,,,,not in model,,nonlethal,,
ALASm,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
EX_his__L_e,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
FAOXC80,,,not in model,nonlethal,nonlethal,,,,,not in model,,not in model,,
GLYATxc,,,not in model,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
EX_cellb_e,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
CHOPT_STC_HDE_c,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
DHORD2m,,,not in model,nonlethal,nonlethal,,,,,not in model,,not in model,,
I2FE2ST,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
EX_ileargile_e,,,nonlethal,not in model,not in model,,,,,not in model,,not in model,,
MCDC,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
AFLBURPPAAMH,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
PS_asn__L_c,,,nonlethal,not in model,not in model,,,,,not in model,,not in model,,
RNDR2,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
EX_ps180_e,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
COLIPAPabctexc,,,nonlethal,not in model,nonlethal,,,,,not in model,,nonlethal,,
FRD,,,not in model,nonlethal,not in model,,,,,not in model,,not in model,,
NTP8,,,not in model,nonlethal,not in model,,,,,not in model,,not in model,,
PEPCKm,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
PLA2PE_OLE_EPA_c,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
PLDAGAT_HDE_ARA_HDE_PE_13_c,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
POLYAO,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
FGLU,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
EX_ac_e,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
EX_pmtcoa_e,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,not in model,,
AASPm,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
ECOAH7,,,not in model,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
ATDGDm,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
CAT,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
PE1801835Z9Z12Zt,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
PA180tap,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,not in model,,
EX_salcn_e,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
MG1Bc,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
IMACTD,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
SK_gln__L_c,,,nonlethal,nonlethal,nonlethal,,,,,not in model,,nonlethal,,
GLPASE2a,,,nonlethal,not in model,not in model,,,,,not in model,,not in model,,
TAGAH1819Z1819Z1845Z9Z12Z15Z,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
CU1Oppc,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
ALDD8,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
ATPM,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
FAO182p_oddoddc,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
BUTSO3abcppc,,,not in model,nonlethal,not in model,,,,,not in model,,nonlethal,,
SPRMti,,,not in model,not in model,not in model,,,,,not in model,,not in model,,
FRDPPCR2c,,,not in model,not in model,not in model,,,,,not in model,,nonlethal,,
PUNP7,,,not in model,nonlethal,nonlethal,,,,,not in model,,not in model,,
3HAD40_ap,,,not in model,nonlethal,nonlethal,,,,,not in model,,not in model,,
